date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_109,aVWAP_BoS_CHoCH_bear_86,aVWAP_BoS_CHoCH_bear_143,aVWAP_BoS_CHoCH_bear_283,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-14 17:00:00+00:00,40.36,40.385,39.955,40.045,17044.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-15 17:00:00+00:00,39.395,39.475,38.645,38.755,27753.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-18 17:00:00+00:00,38.615,38.715,38.52,38.565,20953.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2023-12-19 17:00:00+00:00,38.595,38.67,38.425,38.505,34531.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2023-12-20 17:00:00+00:00,38.59,38.765,38.32,38.325,13716.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2023-12-21 17:00:00+00:00,38.695,38.73,38.395,38.73,17439.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,8.702989428010014,-42.167309514790986,False,False,False,True,True,
2023-12-22 17:00:00+00:00,38.81,38.845,38.615,38.775,22011.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,15.283418267457355,-36.76710292496898,False,False,False,True,True,
2023-12-25 17:00:00+00:00,38.775,38.775,38.775,38.775,0.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,19.670370827088917,-33.49216701336374,False,False,False,True,True,
2023-12-26 17:00:00+00:00,38.805,38.98,38.775,38.945,7208.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,25.726128257880358,-28.627174466770178,False,False,False,True,True,
2023-12-27 17:00:00+00:00,38.965,39.095,38.865,38.98,18434.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,30.374729843239606,-25.031390456847475,False,False,False,True,True,
2023-12-28 17:00:00+00:00,39.135,39.195,38.99,39.16,20825.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,36.40631561836422,-20.060521695511234,False,False,False,True,True,
2023-12-29 17:00:00+00:00,39.35,39.42,39.265,39.38,26396.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,43.296310573171084,-14.279711632454593,False,False,False,True,True,
2024-01-01 17:00:00+00:00,39.38,39.38,39.38,39.38,0.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,47.88964054304233,-10.55255210206559,False,False,False,False,True,
2024-01-02 17:00:00+00:00,40.23,40.415,40.195,40.385,27656.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,57.98084853691555,-1.6871262830440088,False,False,True,False,True,
2024-01-03 17:00:00+00:00,40.71,40.805,40.525,40.635,17847.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,65.58808335213595,4.7616034515476855,False,False,True,False,True,
2024-01-04 17:00:00+00:00,40.73,40.765,40.485,40.65,32173.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,70.71135732324983,9.064165969971327,False,False,True,False,True,
2024-01-05 17:00:00+00:00,40.72,40.815,40.585,40.755,11659.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,74.5071396866054,12.421002421400736,False,False,True,False,True,
2024-01-08 17:00:00+00:00,40.935,40.995,40.835,40.905,29705.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,77.56173154853911,15.372655204116526,False,False,True,False,True,
2024-01-09 17:00:00+00:00,40.56,40.58,40.355,40.58,13913.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,74.68024734629626,15.372655204116526,False,False,True,False,True,
2024-01-10 17:00:00+00:00,40.6,40.925,40.54,40.9,28034.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,74.45226107439558,15.372655204116526,False,False,True,False,True,
2024-01-11 17:00:00+00:00,40.595,40.945,40.36,40.69,36728.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,71.64502018462798,15.372655204116526,False,False,True,False,False,
2024-01-12 17:00:00+00:00,40.97,41.005,40.815,40.89,9498.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,70.94448095886285,15.372655204116526,False,False,True,False,False,
2024-01-15 17:00:00+00:00,40.89,40.89,40.89,40.89,0.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,70.47745480835277,15.372655204116526,False,False,True,False,False,
2024-01-16 17:00:00+00:00,41.135,41.485,41.015,41.43,26528.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,72.81693474763993,15.372655204116526,False,False,True,False,False,
2024-01-17 17:00:00+00:00,41.175,41.39,41.005,41.335,27082.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,73.1072451468444,15.372655204116526,False,False,True,False,False,
2024-01-18 17:00:00+00:00,41.305,41.51,41.13,41.51,24340.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,74.11138714749744,16.771533309277828,False,False,True,False,False,
2024-01-19 17:00:00+00:00,41.59,41.765,41.475,41.665,28342.0,,,,,41.635000000000005,"rgba(38, 166, 154, 1.0)",,41.635000000000005,,0,,,0.0,0.0,0.0,0.0,75.45205689602207,18.72036392838166,False,False,True,False,True,
2024-01-22 17:00:00+00:00,41.255,41.285,40.915,40.935,35942.0,,,,,41.305123514404826,"rgba(38, 166, 154, 1.0)",,41.305123514404826,,0,,,0.0,0.0,0.0,0.0,68.30292135606928,25.091037201828655,False,False,True,False,False,
2024-01-23 17:00:00+00:00,40.965,41.195,40.905,41.165,37246.0,,,,,41.22559463541153,"rgba(38, 166, 154, 1.0)",,41.22559463541153,,0,,,0.0,0.0,0.0,0.0,65.0494744081933,21.927520956906037,False,False,True,False,False,
2024-01-24 17:00:00+00:00,41.095,41.155,40.605,40.675,22560.0,,,,,41.15034106965375,"rgba(38, 166, 154, 1.0)",,41.15034106965375,,0,,,0.0,0.0,0.0,0.0,59.14857659875706,16.399146716355062,False,False,True,False,False,
2024-01-25 17:00:00+00:00,40.53,40.605,40.405,40.475,20371.0,,,,,41.057928910455644,"rgba(38, 166, 154, 1.0)",,41.057928910455644,,0,,,0.0,0.0,0.0,0.0,53.94060265293022,11.660362444493558,False,False,False,False,False,
2024-01-26 17:00:00+00:00,40.66,40.805,40.585,40.755,9408.0,,,,,41.0369612354232,"rgba(38, 166, 154, 1.0)",,41.0369612354232,,0,,,0.0,0.0,0.0,0.0,52.59212579356945,10.43822427074415,False,False,False,False,False,
2024-01-29 17:00:00+00:00,40.83,41.15,40.815,41.12,42677.0,,,,,41.03508781659255,"rgba(38, 166, 154, 1.0)",,41.03508781659255,,0,,,0.0,0.0,0.0,0.0,54.06384266968787,10.43822427074415,False,False,True,False,False,
2024-01-30 17:00:00+00:00,40.96,41.025,40.705,40.775,28228.0,,,,,41.00996000427096,"rgba(38, 166, 154, 1.0)",,41.00996000427096,,0,,,0.0,0.0,0.0,0.0,52.55294973647632,10.09898877959099,False,False,False,False,False,
2024-01-31 17:00:00+00:00,40.83,40.895,40.23,40.37,21343.0,,,,,40.9655922928255,"rgba(239, 83, 80, 1.0)",,40.9655922928255,,0,,,0.0,0.0,0.0,0.0,49.10831888430878,6.559863328434872,False,False,False,True,False,
2024-02-01 17:00:00+00:00,40.63,40.895,40.565,40.85,19548.0,,,,,40.95120034002722,"rgba(239, 83, 80, 1.0)",,40.95120034002722,,0,,,0.0,0.0,0.0,0.0,49.97950861058802,6.559863328434872,False,False,False,False,False,
2024-02-02 17:00:00+00:00,39.18,39.6,38.945,39.55,38454.0,,,,,40.750634943339065,"rgba(239, 83, 80, 1.0)",,40.750634943339065,,0,,,0.0,0.0,0.0,0.0,44.80501499638237,2.041676066580294,False,False,False,True,False,
2024-02-05 17:00:00+00:00,38.935,39.235,38.865,39.02,29386.0,,,,,40.5999064131972,"rgba(239, 83, 80, 1.0)",,40.5999064131972,,0,,,0.0,0.0,0.0,0.0,39.830342461771565,-2.6888126336579035,False,False,False,True,False,
