date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_54,aVWAP_BoS_CHoCH_bull_419,aVWAP_BoS_CHoCH_bull_528,aVWAP_BoS_CHoCH_bull_835,aVWAP_BoS_CHoCH_bear_204,aVWAP_BoS_CHoCH_bear_719,aVWAP_BoS_CHoCH_bear_813,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-03 15:00:00+00:00,3.22,3.245,3.135,3.165,16058.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-03 16:00:00+00:00,3.165,3.205,3.145,3.165,25955.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-03 17:00:00+00:00,3.165,3.185,3.145,3.15,2127.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-02-03 18:00:00+00:00,3.145,3.175,3.14,3.155,9554.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,9.090909090908895,-63.63636363636334,False,False,False,True,True,
2025-02-03 19:00:00+00:00,3.155,3.185,3.155,3.165,2329.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,24.370465215535514,-48.9756722151085,False,False,False,True,True,
2025-02-03 20:00:00+00:00,3.165,3.175,3.135,3.15,20235.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,27.399791823761845,-45.711506180636974,False,False,False,True,True,
2025-02-04 15:00:00+00:00,3.195,3.265,3.175,3.22,17833.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,44.33267044476358,-29.397166268762533,False,False,False,False,True,
2025-02-04 16:00:00+00:00,3.225,3.245,3.2,3.245,23162.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,57.166903938863605,-17.29302742937294,False,False,True,False,True,
2025-02-04 17:00:00+00:00,3.245,3.27,3.235,3.265,7602.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,66.642312250715,-8.254023272991901,False,False,True,False,True,
2025-02-04 18:00:00+00:00,3.265,3.295,3.265,3.285,24967.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,73.69438312647841,-1.1906047233575734,False,False,True,False,True,
2025-02-04 19:00:00+00:00,3.285,3.285,3.27,3.275,8927.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,76.07552476127967,1.9550847732343755,False,False,True,False,True,
