date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_403,aVWAP_BoS_CHoCH_bull_504,aVWAP_BoS_CHoCH_bull_768,aVWAP_BoS_CHoCH_bull_797,aVWAP_BoS_CHoCH_bear_66,aVWAP_BoS_CHoCH_bear_114,aVWAP_BoS_CHoCH_bear_400,aVWAP_BoS_CHoCH_bear_637,aVWAP_BoS_CHoCH_bear_781,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-20 00:00:00+00:00,12.9089785746,13.1261423678,12.9089785746,13.0805880809,7478,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-21 00:00:00+00:00,12.6342211474,12.8202778704,12.6250452124,12.8202778704,5664,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-24 00:00:00+00:00,12.4764731598,12.4764731598,12.2020411203,12.3712427571,15731,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-25 00:00:00+00:00,12.3629779079,12.3629779079,12.2867070162,12.2996574492,2406,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-26 00:00:00+00:00,12.4083369621,12.5859986808,12.4083369621,12.5859986808,2775,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,3.1153017992841257,-47.144306683989555,False,False,False,True,True,
2022-01-27 00:00:00+00:00,12.3814599329,12.5339366387,12.3649953121,12.4688590861,4960,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,5.013294327385448,-45.577552522079124,False,False,False,True,True,
2022-01-28 00:00:00+00:00,12.5172117077,12.5332858632,12.2999177594,12.3647350019,17084,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,13.630324148024581,-37.892222750529584,False,False,False,True,True,
2022-01-31 00:00:00+00:00,12.9540773186,12.9540773186,12.774072808,12.8593244019,9251,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,30.00466974198565,-23.487126909639862,False,False,False,True,True,
2022-02-01 00:00:00+00:00,13.1319993475,13.1391578783,13.0026251729,13.0610648151,179983,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,43.04708785222234,-12.802117174566185,False,False,False,True,True,
2022-02-02 00:00:00+00:00,13.2042354309,13.2231079212,13.1066841795,13.1782044099,27054,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,52.473062760121245,-5.636251407666819,False,False,True,False,True,
2022-02-03 00:00:00+00:00,13.0480493046,13.0729740073,12.9374174651,13.0545570599,21350,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,55.320341548937286,-4.370507361174354,False,False,True,False,True,
2022-02-04 00:00:00+00:00,12.9204322239,13.0480493046,12.8723399125,13.0480493046,23890,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,54.87997535586742,-4.370507361174354,False,False,True,False,True,
2022-02-07 00:00:00+00:00,13.1782044099,13.2171858639,13.0806531585,13.0870958362,8931,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,57.70663206423986,-3.393572908658385,False,False,True,False,True,
2022-02-08 00:00:00+00:00,13.3596406266,13.3864525783,13.2661241835,13.3018517599,10567,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,61.253404307753364,-0.21149898621230534,False,False,True,False,True,
2022-02-09 00:00:00+00:00,13.6402550336,13.6656352792,13.575177481,13.575177481,25569,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,65.60173433839647,3.839677021523869,False,False,True,False,True,
2022-02-10 00:00:00+00:00,13.5373674229,13.7313636073,13.5035921731,13.5361309494,14631,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,66.7549339590322,5.017143527778828,False,False,True,False,True,
2022-02-11 00:00:00+00:00,13.3148672704,13.6337472784,13.2367742073,13.5816852363,155960,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,64.21806076113671,5.017143527778828,False,False,True,False,True,
2022-02-14 00:00:00+00:00,13.2888362494,13.3213750257,13.2628052283,13.2823284941,3218,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,62.16909540996994,5.017143527778828,False,False,True,False,True,
2022-02-15 00:00:00+00:00,13.5686697257,13.5946356692,13.4124835994,13.4124835994,4786,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,63.27211837617557,5.017143527778828,False,False,True,False,True,
2022-02-16 00:00:00+00:00,13.6272395231,13.6793015652,13.5361309494,13.5361309494,6141,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,64.45720026268819,5.017143527778828,False,False,True,False,True,
2022-02-17 00:00:00+00:00,13.6207317678,13.6597782994,13.5686697257,13.6402550336,13758,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,65.14135483411582,5.215763706486328,False,False,True,False,True,
2022-02-18 00:00:00+00:00,13.7183480968,13.8615187126,13.6858093205,13.698824831,8473,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,66.40944378710098,7.047467655761295,False,False,True,False,True,
2022-02-22 00:00:00+00:00,13.5556542152,13.6858093205,13.4580378862,13.5426387047,13051,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,64.5507957378788,7.047467655761295,False,False,True,False,True,
2022-02-23 00:00:00+00:00,13.4007696399,13.7053325863,13.3994680889,13.6532705442,5429,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,61.08727726983553,7.047467655761295,False,False,True,False,False,
2022-02-24 00:00:00+00:00,13.3929603336,13.3929603336,12.885355423,12.9504329756,9399,,,,,,,,,,13.223758696733336,#000000,,13.223758696733336,,0,,,0.0,0.0,0.0,0.0,58.66909145610157,7.047467655761295,False,False,True,False,False,
2022-02-25 00:00:00+00:00,13.822472181,13.8289148587,13.5361309494,13.5361309494,8438,,,,,,,,,,13.462850643116662,#000000,,13.462850643116662,,0,,,0.0,0.0,0.0,0.0,61.179087065904135,7.047467655761295,False,False,True,False,False,
2022-02-28 00:00:00+00:00,13.8289799363,13.9103268771,13.7378713626,13.7378713626,10804,,,,,,,,,,13.599735039248161,#000000,,13.599735039248161,,0,,,0.0,0.0,0.0,0.0,62.90249340693059,7.047467655761295,False,False,True,False,True,
2022-03-01 00:00:00+00:00,13.698824831,13.9493734087,13.6467627889,13.9493734087,6551,,,,,,,,,,13.63049673671742,#000000,,13.63049673671742,,0,,,0.0,0.0,0.0,0.0,62.081528311142186,7.047467655761295,False,False,True,False,True,
2022-03-02 00:00:00+00:00,14.0827823916,14.1478599442,13.8419954468,13.8419954468,7106,,,,,,,,,,13.696640405053305,#000000,,13.696640405053305,,0,,,0.0,0.0,0.0,0.0,64.49100793360498,7.104429699577359,False,False,True,False,True,
2022-03-03 00:00:00+00:00,14.206950362,14.4081701548,14.1848890717,14.2975383153,11203,,,,,,,,,,13.8160034079039,#000000,,13.8160034079039,,0,,,0.0,0.0,0.0,0.0,66.85302486171526,9.627369243702269,False,False,True,False,True,
2022-03-04 00:00:00+00:00,14.1789019369,14.2715072943,14.1088134127,14.2715072943,5050,,,,,,,,,,13.847950614737547,#000000,,13.847950614737547,,0,,,0.0,0.0,0.0,0.0,67.99765522200201,10.989078213364536,False,False,True,False,True,
2022-03-07 00:00:00+00:00,13.615330331,14.1869064758,13.6077162573,14.0827823916,11651,,,,,,,,,,13.84054315869597,#000000,,13.84054315869597,,0,,,0.0,0.0,0.0,0.0,62.08614054314366,10.989078213364536,False,False,True,False,False,
2022-03-08 00:00:00+00:00,13.5231154389,13.6597782994,13.3864525783,13.477561152,14373,,,,,,,,,,13.786598274071594,#000000,,13.786598274071594,,0,,,0.0,0.0,0.0,0.0,57.32793144500552,14.783667340912245,False,False,True,False,False,
2022-03-09 00:00:00+00:00,14.0632591258,14.0925440245,13.8940574889,13.9005652442,9833,,,,,,,,,,13.810556050172544,#000000,,13.810556050172544,,0,,,0.0,0.0,0.0,0.0,58.31557019074063,14.783667340912245,False,False,True,False,False,
2022-03-10 00:00:00+00:00,13.8172008993,13.9200234324,13.7378713626,13.8680264679,17099,,,,,,,,,,13.81277584376139,#000000,,13.81277584376139,,0,,,0.0,0.0,0.0,0.0,56.823597380923616,14.335740669725013,False,False,True,False,False,
2022-03-11 00:00:00+00:00,13.9526272863,14.1023056574,13.9526272863,14.1023056574,11805,,,,,,,,,,13.830940585793364,#000000,,13.830940585793364,,0,,,0.0,0.0,0.0,0.0,56.76507526007629,14.054604837535024,False,False,True,False,False,
2022-03-14 00:00:00+00:00,13.9572477926,14.1543676995,13.92008851,14.0827823916,13730,,,,,,,,,,13.848937144561246,#000000,,13.848937144561246,,0,,,0.0,0.0,0.0,0.0,56.75898073157104,13.691938398598957,False,False,True,False,False,
2022-03-15 00:00:00+00:00,13.9786583074,13.9786583074,13.8094566705,13.8354876916,2462,,,,,,,,,,13.85023112437229,#000000,,13.85023112437229,,0,,,0.0,0.0,0.0,0.0,56.92041408795694,13.426622995022612,False,False,True,False,False,
2022-03-16 00:00:00+00:00,14.6834482025,14.6880036312,14.3170615811,14.3170615811,14783,,,,,,,,,,13.918509492340647,#000000,,13.918509492340647,,0,,,0.0,0.0,0.0,0.0,61.21257080697343,13.426622995022612,False,False,True,False,True,
2022-03-17 00:00:00+00:00,14.7010191417,14.7010191417,14.5708640364,14.5708640364,43895,,,,,,,,,,14.082216968009043,#000000,,14.082216968009043,,0,,,0.0,0.0,0.0,0.0,64.15442410267642,7.782791453066594,False,False,True,False,True,
2022-03-18 00:00:00+00:00,14.8996358324,14.9014580038,14.6684803654,14.6684803654,5215,,,,,,,,,,14.462203296022134,#000000,,14.462203296022134,,0,,,0.0,0.0,0.0,0.0,67.01795229728592,10.595220047638733,False,False,True,False,True,
