date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_34,aVWAP_BoS_CHoCH_bull_69,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,10.2637160359,10.3013195183,9.811569955,9.819105723,128177,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,10.5651467564,10.7211371543,10.2411087318,10.3616810201,123494,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,10.7233978848,10.7761482609,10.3616810201,10.5500752204,116450,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,10.6028255965,11.0399001414,10.4060565276,10.6706475086,189081,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,93.51059035342531,43.865479943472366,False,False,True,False,False,
2022-01-28 00:00:00+00:00,10.7239142543,10.8222987887,10.0957668421,10.5498493087,169272,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,90.14979625877062,40.95464646840439,False,False,True,False,False,
2022-02-04 00:00:00+00:00,10.905547241,11.2181830193,10.6406658021,10.7314822954,100976,,,,"rgba(38, 166, 154, 0.5)",,10.921465354133332,,0,,,0.0,0.0,0.0,0.0,89.0003499680736,40.19998583657542,False,False,True,False,False,
2022-02-11 00:00:00+00:00,10.8071627065,10.939603426,10.6633699254,10.8979791998,179234,,,,"rgba(38, 166, 154, 0.5)",,10.845932197278888,,0,,,0.0,0.0,0.0,0.0,85.17182538520375,36.86434715145677,False,False,True,False,False,
2022-02-18 00:00:00+00:00,10.3691281343,10.973659611,10.2471383915,10.8298668298,209594,,,,"rgba(38, 166, 154, 0.5)",,10.710729844124732,,0,,,0.0,0.0,0.0,0.0,74.48196499177884,27.11000861116534,False,False,True,False,False,
2022-02-25 00:00:00+00:00,10.4072499289,10.6664781322,10.0794024952,10.4224986467,96430,,,,"rgba(38, 166, 154, 0.5)",,10.5207123434786,,0,,,0.0,0.0,0.0,0.0,67.34193292592154,21.03564278616203,False,False,True,False,False,
2022-03-04 00:00:00+00:00,10.8570871053,10.9409550534,10.4072499289,10.4453717235,256225,,,,"rgba(38, 166, 154, 0.5)",,10.659991051581788,,0,,,0.0,0.0,0.0,0.0,66.50850485011827,21.005979307341818,False,False,True,False,False,
2022-03-11 00:00:00+00:00,10.7198486447,11.0164362068,10.5978589019,10.9562037713,113497,,,,"rgba(38, 166, 154, 0.5)",,10.682668373607097,,0,,,0.0,0.0,0.0,0.0,64.29104433772059,19.45489539788693,False,False,True,False,False,
2022-03-18 00:00:00+00:00,10.5216153127,10.7122242858,10.1785191612,10.7122242858,129985,,,,"rgba(38, 166, 154, 0.5)",,10.647362726452842,,0,,,0.0,0.0,0.0,0.0,60.69265445512469,16.482801875808462,False,False,True,False,False,
2022-03-25 00:00:00+00:00,10.9841398989,10.9995023323,10.5770354131,10.5826101841,129076,,,,"rgba(38, 166, 154, 0.5)",,10.677327006620509,,0,,,0.0,0.0,0.0,0.0,61.307461685176946,16.482801875808462,False,False,True,False,False,
2022-04-01 00:00:00+00:00,11.007183549,11.1023538241,10.8151531312,10.9457338153,159484,,,,"rgba(38, 166, 154, 0.5)",,10.721682837642739,,0,,,0.0,0.0,0.0,0.0,61.87579990696265,16.482801875808462,False,False,True,False,False,
2022-04-08 00:00:00+00:00,11.0686332827,11.1081915488,10.7921862932,11.060952066,90645,,,,"rgba(38, 166, 154, 0.5)",,10.742388744719879,,0,,,0.0,0.0,0.0,0.0,62.63412669900755,16.482801875808462,False,False,True,False,False,
2022-04-15 00:00:00+00:00,11.1531266666,11.2145764003,11.0340678075,11.060952066,73317,,,,"rgba(38, 166, 154, 0.5)",,10.765334604547949,,0,,,0.0,0.0,0.0,0.0,63.65380044061976,16.482801875808462,False,False,True,False,False,
2022-04-22 00:00:00+00:00,11.0788801842,11.5441622053,11.0647926744,11.0763144994,194606,,,11.229278354633333,"rgba(38, 166, 154, 0.5)",,10.961402218246512,,0,,,0.0,0.0,0.0,0.0,63.57787140462773,16.482801875808462,False,False,True,False,False,
2022-04-29 00:00:00+00:00,11.0092503506,11.380609463,10.3748452004,10.9396205171,128911,,,11.106665923279742,"rgba(38, 166, 154, 0.5)",,10.924510925507697,,0,,,0.0,0.0,0.0,0.0,62.78156864539574,16.482801875808462,False,False,True,False,False,
2022-05-06 00:00:00+00:00,11.0634068878,11.295506333,10.6920477755,10.9628304616,102827,,,11.085036875443006,"rgba(38, 166, 154, 0.5)",,10.935162442933107,,0,,,0.0,0.0,0.0,0.0,62.58266148901468,16.482801875808462,False,False,True,False,False,
2022-05-13 00:00:00+00:00,10.8390440908,11.1020901287,10.5953396734,11.0401969433,147360,,,11.023507870335782,"rgba(38, 166, 154, 0.5)",,10.908156903115724,,0,,,0.0,0.0,0.0,0.0,60.173171027923864,16.41495880425866,False,False,True,False,False,
2022-05-20 00:00:00+00:00,10.8316942751,10.9938544208,10.6317019198,10.9009372762,93190,,,10.994942156028017,"rgba(38, 166, 154, 0.5)",,10.895447967634633,,0,,,0.0,0.0,0.0,0.0,58.38300607935578,14.551045580852389,False,False,True,False,False,
2022-05-27 00:00:00+00:00,11.2868019398,11.3179809507,10.6632217221,10.889269551,93766,,,11.006577876717367,"rgba(38, 166, 154, 0.5)",,10.911893104656576,,0,,,0.0,0.0,0.0,0.0,60.114587579746335,14.551045580852389,False,False,True,False,False,
2022-06-03 00:00:00+00:00,11.0607541109,11.3055872939,11.0295751,11.2945966925,71180,,,11.017307783517326,"rgba(38, 166, 154, 0.5)",,10.924873583601123,,0,,,0.0,0.0,0.0,0.0,59.35456224488786,14.551045580852389,False,False,True,False,False,
2022-06-10 00:00:00+00:00,10.9906013364,11.2634176816,10.8343944919,11.0685488636,85997,,,11.01844743548656,"rgba(38, 166, 154, 0.5)",,10.930647200193594,,0,,,0.0,0.0,0.0,0.0,58.24031836917999,14.143449095952747,False,False,True,False,False,
2022-06-17 00:00:00+00:00,9.9928729881,11.1542911435,9.68295362,10.7801430129,80663,,,10.958526457930677,#000000,,10.887867745914424,,0,,,0.0,0.0,0.0,0.0,51.95331134606952,8.025073709322854,False,False,False,False,False,
2022-06-24 00:00:00+00:00,9.8336736364,10.165838551,9.5113869704,10.0396415045,98144,,,10.85815259758392,#000000,,10.813000032728622,,0,,,0.0,0.0,0.0,0.0,46.883491165384996,3.266746629524114,False,False,False,False,False,
2022-07-01 00:00:00+00:00,9.9437227418,10.1795422535,9.5821328239,9.8886981891,61384,,,10.807458838476052,"rgba(239, 83, 80, 0.5)",,10.774898188896245,,0,,,0.0,0.0,0.0,0.0,44.00995160385041,0.6891023014994602,False,False,False,True,False,
2022-07-08 00:00:00+00:00,9.8886981891,9.9201407906,9.4485017673,9.7786490837,53376,,,10.256710293923263,"rgba(239, 83, 80, 0.5)",,10.488139713923616,,0,,,0.0,0.0,0.0,0.0,41.737876702007505,-1.3365354456436407,False,False,False,True,False,
2022-07-15 00:00:00+00:00,9.967304693,9.9751653434,9.6017844499,9.8415342868,41318,,,10.262520510207887,"rgba(239, 83, 80, 0.5)",,10.478880014136028,,0,,,0.0,0.0,0.0,0.0,40.68038590986936,-2.255728573712645,False,False,False,True,False,
2022-07-22 00:00:00+00:00,10.1747846509,10.3649675416,10.0223292457,10.0223292457,44717,,,10.316212557774922,"rgba(239, 83, 80, 0.5)",,10.498458730380698,,0,,,0.0,0.0,0.0,0.0,41.34985282537548,-2.255728573712645,False,False,False,True,False,
