date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_401,aVWAP_BoS_CHoCH_bear_44,aVWAP_BoS_CHoCH_bear_125,aVWAP_BoS_CHoCH_bear_240,aVWAP_BoS_CHoCH_bear_537,aVWAP_BoS_CHoCH_bear_599,aVWAP_BoS_CHoCH_bear_720,aVWAP_BoS_CHoCH_bear_749,aVWAP_BoS_CHoCH_bear_817,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,2.1215212245,2.1408077811,2.0974130288,2.1215212245,9864,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,2.0250884416,2.1215212245,2.0154451633,2.1215212245,38055,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,1.9961586067,2.0347317199,1.9961586067,2.0347317199,34711,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,1.9865153284,2.1022346679,1.9575854935,2.1022346679,10504,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-07 00:00:00+00:00,2.0356960477,2.0540182765,1.9865153284,1.9865153284,2918,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,10.623952372095975,-40.26137699224536,False,False,False,True,True,
2022-01-10 00:00:00+00:00,2.0346352871,2.0346352871,1.9768720501,2.0202668024,11324,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,17.62685448967057,-34.432269627362864,False,False,False,True,True,
2022-01-11 00:00:00+00:00,2.0250884416,2.0250884416,2.0250884416,2.0250884416,360,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,21.566208083217838,-31.579132852729792,False,False,False,True,True,
2022-01-12 00:00:00+00:00,2.0443749982,2.0540182765,2.0443749982,2.0540182765,6400,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,27.325482633102027,-26.966744502472263,False,False,False,True,True,
2022-01-13 00:00:00+00:00,2.0250884416,2.0568148272,1.9382989369,1.9382989369,14012,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,29.51012152322384,-25.641379071390936,False,False,False,True,True,
2022-01-14 00:00:00+00:00,2.0347317199,2.0347317199,2.0347317199,2.0347317199,6172,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,32.41411040013502,-23.43300970870562,False,False,False,True,True,
2022-01-18 00:00:00+00:00,2.0540182765,2.0636615548,2.0347317199,2.0347317199,11656,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,36.949925565479845,-19.59582824455081,False,False,False,True,True,
2022-01-19 00:00:00+00:00,2.0540182765,2.0636615548,2.021327563,2.0588399156,11656,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,39.973802342376395,-17.127276996832293,False,False,False,True,True,
2022-01-20 00:00:00+00:00,2.0540182765,2.0829481113,1.9893118791,2.0347317199,20592,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,41.989720193640764,-15.467742824568901,False,False,False,True,True,
2022-01-21 00:00:00+00:00,1.9489065431,2.0443749982,1.9479422152,2.0443749982,8903,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,36.00046648691439,-15.467742824568901,False,False,False,True,False,
2022-01-24 00:00:00+00:00,1.9286556586,1.9479422152,1.8707959889,1.9190123804,34843,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.271054406174354,-10.185447667680783,False,False,False,True,False,
2022-01-25 00:00:00+00:00,1.9382989369,1.9421562483,1.9286556586,1.9286556586,3415,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,29.316187842508967,-11.835149240025586,False,False,False,True,False,
2022-01-26 00:00:00+00:00,1.9489065431,1.9575854935,1.9489065431,1.9498708709,11274,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,29.323099541336823,-11.861537625585711,False,False,False,True,False,
2022-01-27 00:00:00+00:00,1.8805357,1.9190123804,1.8805357,1.9141907412,16311,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,26.668041463546068,-14.563337111971045,False,False,False,True,False,
2022-01-28 00:00:00+00:00,1.8997258238,1.9093691021,1.8804392672,1.8949041846,36974,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,26.928718033066417,-14.563337111971045,False,False,False,True,False,
2022-01-31 00:00:00+00:00,1.9287520914,1.9575854935,1.9190123804,1.9190123804,36958,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,29.863622477449205,-14.563337111971045,False,False,False,True,False,
2022-02-01 00:00:00+00:00,1.9575854935,1.9672287718,1.9382989369,1.9382989369,32574,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,34.196364561052306,-14.563337111971045,False,False,False,True,True,
2022-02-02 00:00:00+00:00,1.955174674,1.9672287718,1.9479422152,1.9479422152,38861,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,36.94057764036777,-21.422380651230853,False,False,False,True,True,
2022-02-03 00:00:00+00:00,1.9575854935,1.9575854935,1.9286556586,1.9344416256,49120,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,38.980886159745836,-19.32325699254621,False,False,False,True,True,
2022-02-04 00:00:00+00:00,1.841866154,1.9479422152,1.7550766494,1.9479422152,102020,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,35.07148423685798,-19.32325699254621,False,False,False,True,True,
2022-02-07 00:00:00+00:00,1.7724441936,1.8415864989,1.7357900928,1.8415864989,83033,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,30.693610718909973,-19.32325699254621,False,False,False,True,False,
2022-02-08 00:00:00+00:00,1.8225795974,1.8225795974,1.7550766494,1.7550766494,5660,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.265507742939086,-19.32325699254621,False,False,False,True,False,
2022-02-09 00:00:00+00:00,1.8322228757,1.9382989369,1.7454333711,1.9382989369,5150,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,32.26857153324096,-19.32325699254621,False,False,False,True,False,
2022-02-10 00:00:00+00:00,1.7936497625,1.8129363191,1.7840064843,1.8129363191,31935,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.7001485078791,-19.32325699254621,False,False,False,True,False,
2022-02-11 00:00:00+00:00,1.7454333711,1.8032930408,1.7454333711,1.8032930408,45200,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,30.00091728872425,-12.365238615966206,False,False,False,True,False,
2022-02-14 00:00:00+00:00,1.7647199277,1.7656842555,1.7437940138,1.7437940138,12130,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,30.18792311032867,-12.58440751865669,False,False,False,True,False,
2022-02-15 00:00:00+00:00,1.7647199277,1.7647199277,1.7550766494,1.7647199277,12200,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,30.312593658064948,-12.932182133008695,False,False,False,True,False,
2022-02-16 00:00:00+00:00,1.774363206,1.8032930408,1.7550766494,1.7647199277,18963,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.127251608733214,-12.932182133008695,False,False,False,True,False,
2022-02-17 00:00:00+00:00,1.7317399159,1.7357900928,1.7261468145,1.7357900928,20747,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,30.21598308265097,-13.886905235623445,False,False,False,True,False,
2022-02-18 00:00:00+00:00,1.7454333711,1.7454333711,1.7296183947,1.7329935421,8540,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,30.68150323025602,-13.886905235623445,False,False,False,True,False,
2022-02-22 00:00:00+00:00,1.7165035362,1.7357900928,1.7068602579,1.7357900928,24857,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,29.995091925882143,-14.897610941845826,False,False,False,True,False,
2022-02-23 00:00:00+00:00,1.6875737013,1.7165035362,1.6847096477,1.7165035362,11975,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,28.638322022732883,-16.546998863169485,False,False,False,True,False,
2022-02-24 00:00:00+00:00,1.6490005881,1.6490005881,1.5911409184,1.6007841967,9935,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,26.684381207562247,-18.675059320644166,False,False,False,True,False,
2022-02-25 00:00:00+00:00,1.6782197214,1.6972169796,1.5525678052,1.5525678052,93810,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,27.74713022963725,-18.675059320644166,False,False,False,True,False,
