date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_163,aVWAP_BoS_CHoCH_bull_365,aVWAP_BoS_CHoCH_bull_550,aVWAP_BoS_CHoCH_bull_596,aVWAP_BoS_CHoCH_bull_737,aVWAP_BoS_CHoCH_bull_843,aVWAP_BoS_CHoCH_bear_145,aVWAP_BoS_CHoCH_bear_409,aVWAP_BoS_CHoCH_bear_453,aVWAP_BoS_CHoCH_bear_576,aVWAP_BoS_CHoCH_bear_728,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,115.3537950488,118.2493154103,110.2165815041,117.8756998798,330642,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,105.0793679594,113.7659290441,102.3706553631,113.7659290441,433552,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,99.1949233537,107.124912989,98.9147117058,99.8487505321,628790,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,107.974888321,110.9638125651,99.8487505321,103.67830972,433113,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,12.937937937957594,-38.14022355687221,False,False,False,True,True,
2022-01-07 00:00:00+00:00,113.6725251614,117.5954882319,110.3099853867,111.8978513914,312035,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,25.988097284731353,-26.896351818882792,False,False,False,True,True,
2022-01-10 00:00:00+00:00,115.7274105793,118.8097387061,110.781674994,117.2218727014,243019,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,35.953857443777856,-18.935314481867792,False,False,False,True,True,
2022-01-11 00:00:00+00:00,127.5897036734,128.1501269692,115.5499432023,117.2218727014,320712,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,47.520408401607924,-9.589001065666395,False,False,False,False,True,
2022-01-12 00:00:00+00:00,131.4192628612,137.6773229975,127.8970024472,136.0894569928,407534,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,56.270803535248234,-2.912153556313953,False,False,True,False,True,
2022-01-13 00:00:00+00:00,116.0076222272,126.5622609645,115.2603911661,126.5622609645,415622,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,54.23810015645496,-2.912153556313953,False,False,True,False,True,
2022-01-14 00:00:00+00:00,119.5569697672,122.2656823634,115.8320229278,118.6229309409,275831,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,54.128051486145516,-2.912153556313953,False,False,True,False,True,
2022-01-18 00:00:00+00:00,114.5131601051,120.3976047108,110.4033892694,112.0846591567,301499,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,52.16988904914287,-2.912153556313953,False,False,False,False,True,
2022-01-19 00:00:00+00:00,116.8482571709,120.9580280066,114.6999678704,118.342719293,346922,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,51.739090966356265,-2.912153556313953,False,False,False,False,True,
2022-01-20 00:00:00+00:00,127.0292803776,135.2488220491,126.0952415513,132.4467055702,523970,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,54.65500166938823,-2.912153556313953,False,False,True,False,True,
2022-01-21 00:00:00+00:00,117.0350649361,128.3360006956,115.9889414507,125.8150299034,408976,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,53.08273713566848,-2.912153556313953,False,False,True,False,True,
2022-01-24 00:00:00+00:00,112.8318902178,113.1121018656,102.4640592458,111.3374280957,546889,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,50.79184616470214,-2.912153556313953,False,False,False,False,False,
2022-01-25 00:00:00+00:00,111.1506203304,114.6065639877,107.3210611425,108.9089271473,301020,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,48.77470386121172,-2.912153556313953,False,False,False,False,False,
2022-01-26 00:00:00+00:00,104.0519252505,115.6340066967,103.538203896,115.0735834009,310651,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,45.510582962340095,5.6571258214259075,False,False,False,True,False,
2022-01-27 00:00:00+00:00,97.4202495837,104.7048183901,97.1400379358,104.2387330157,455445,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,41.81669370253641,1.8134792264494877,False,False,False,True,False,
2022-01-28 00:00:00+00:00,99.7553466495,100.7827893584,92.0962282738,95.7389796964,347898,,,,,,,,,,,,97.54478809389998,#000000,,97.54478809389998,,0,,,0.0,0.0,0.0,0.0,40.3001612187055,0.04163781340360373,False,False,False,True,False,
2022-01-31 00:00:00+00:00,119.2767581193,119.5569697672,104.6123485463,104.8925601942,481133,,,,,,,,,,,,107.3744130827505,#000000,,107.3744130827505,,0,,,0.0,0.0,0.0,0.0,45.24276129579431,0.04163781340360373,False,False,False,True,True,
2022-02-01 00:00:00+00:00,120.864624124,122.2656823634,114.9801795183,118.9031425887,240052,,,,,,,,,,,,110.06793970279747,#000000,,110.06793970279747,,0,,,0.0,0.0,0.0,0.0,48.90939077654123,0.04163781340360373,False,False,False,False,True,
2022-02-02 00:00:00+00:00,114.1395445746,122.0788745982,111.7577455675,121.611855185,261829,,,,,,,,,,,,111.23338502261244,#000000,,111.23338502261244,,0,,,0.0,0.0,0.0,0.0,49.40917371135136,0.04163781340360373,False,False,False,False,True,
2022-02-03 00:00:00+00:00,109.5627543257,113.7659290441,107.8814844383,109.2825426778,220814,,,,,,,,,,,,111.11527481355671,#000000,,111.11527481355671,,0,,,0.0,0.0,0.0,0.0,48.53160683444981,0.04163781340360373,False,False,False,False,True,
2022-02-04 00:00:00+00:00,113.1121018656,114.6999678704,107.1342533773,110.0297737388,240908,,,,,,,,,,,,111.18697060389017,#000000,,111.18697060389017,,0,,,0.0,0.0,0.0,0.0,48.973933445062386,0.04163781340360373,False,False,False,False,True,
2022-02-07 00:00:00+00:00,107.974888321,112.8318902178,107.3210611425,110.6836009173,237123,,,,,,,,,,,,110.9754007192899,#000000,,110.9754007192899,,0,,,0.0,0.0,0.0,0.0,47.86589270816198,0.04163781340360373,False,False,False,False,True,
2022-02-08 00:00:00+00:00,116.1944299925,116.4746416403,107.0408494947,108.4419077341,270554,,,,,,,,,,,,111.24135929360287,#000000,,111.24135929360287,,0,,,0.0,0.0,0.0,0.0,49.470624302114544,0.04163781340360373,False,False,False,False,True,
