date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_321,aVWAP_BoS_CHoCH_bear_126,aVWAP_BoS_CHoCH_bear_243,aVWAP_BoS_CHoCH_bear_300,aVWAP_BoS_CHoCH_bear_616,aVWAP_BoS_CHoCH_bear_649,aVWAP_BoS_CHoCH_bear_746,aVWAP_BoS_CHoCH_bear_794,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,3.0449828696,3.0545282704,2.9304380594,2.9686196628,429848,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,2.9972558653,3.016346667,2.9686196628,2.9984013134,516423,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,3.0354374687,3.1881638822,2.9590742619,2.9590742619,1319341,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.602836870737985,-81.20567374147596,False,False,False,True,True,
2022-01-06 00:00:00+00:00,3.1499822788,3.2073501379,3.0020285658,3.0020285658,849155,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,36.76755455987755,-60.504446120536535,False,False,False,True,True,
2022-01-07 00:00:00+00:00,3.1466413886,3.3408902957,3.0831644729,3.3408902957,309687,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,50.373695416156664,-47.04090730851927,False,False,False,False,True,
2022-01-10 00:00:00+00:00,3.1356641776,3.3122540932,3.0354374687,3.3122540932,1422784,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,57.77414715706234,-39.03911677885214,False,False,True,False,True,
2022-01-11 00:00:00+00:00,3.3790718991,3.3886173,3.1499822788,3.1499822788,784848,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,68.29972248466389,-27.67270790480208,False,False,True,False,True,
2022-01-12 00:00:00+00:00,3.4267989034,3.4840713084,3.3504356966,3.3599810974,586687,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,75.7305166942534,-19.00022240571507,False,False,True,False,True,
2022-01-13 00:00:00+00:00,3.2931632915,3.4497307743,3.2740724898,3.4267989034,321396,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,72.70736149757343,-19.00022240571507,False,False,True,False,True,
2022-01-14 00:00:00+00:00,3.4315716038,3.445889705,3.140436878,3.140436878,548352,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,73.2627461084834,-17.183626930942964,False,False,True,False,True,
2022-01-18 00:00:00+00:00,3.512707511,3.6177069203,3.4363443042,3.5508891143,1119595,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,74.74184008050534,-13.01574604438035,False,False,True,False,True,
2022-01-19 00:00:00+00:00,3.512707511,3.6272523211,3.4077081017,3.4077081017,1119595,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,75.72790272851998,-9.19582031180019,False,False,True,False,True,
2022-01-20 00:00:00+00:00,3.3980672468,3.5331346688,3.3886173,3.4840713084,505469,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,71.6813098201371,-9.19582031180019,False,False,True,False,True,
2022-01-21 00:00:00+00:00,3.2453408333,3.341491656,3.1786184814,3.2836178907,928410,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,64.52802329404656,-9.19582031180019,False,False,True,False,True,
2022-01-24 00:00:00+00:00,3.1690730805,3.1881638822,2.9399834603,2.9686196628,594309,,,,,,,,,3.0990734743333337,#000000,,3.0990734743333337,,0,,,0.0,0.0,0.0,0.0,58.02625100724904,-9.19582031180019,False,False,True,False,False,
2022-01-25 00:00:00+00:00,3.3695264983,3.3742991987,3.1118006755,3.140436878,528834,,,,,,,,,3.1867156391920926,#000000,,3.1867156391920926,,0,,,0.0,0.0,0.0,0.0,57.91292208017933,-9.19582031180019,False,False,True,False,False,
2022-01-26 00:00:00+00:00,3.3504356966,3.4840713084,3.2931632915,3.4172535025,768295,,,,,,,,,3.2635575930230223,#000000,,3.2635575930230223,,0,,,0.0,0.0,0.0,0.0,57.384293101062916,-9.19582031180019,False,False,True,False,False,
2022-01-27 00:00:00+00:00,3.3504356966,3.5031621101,3.3122540932,3.3408902957,489282,,,,,,,,,3.2892596762301194,#000000,,3.2892596762301194,,0,,,0.0,0.0,0.0,0.0,57.031873781651974,-9.19582031180019,False,False,True,False,False,
2022-01-28 00:00:00+00:00,3.4172535025,3.4363443042,3.2549816881,3.4363443042,512895,,,,,,,,,3.3034870187371337,#000000,,3.3034870187371337,,0,,,0.0,0.0,0.0,0.0,58.11778676901834,-9.19582031180019,False,False,True,False,False,
2022-01-31 00:00:00+00:00,3.5556618148,3.5604345152,3.3027086924,3.3886173,675073,,,,,,,,,3.335540748874263,#000000,,3.335540748874263,,0,,,0.0,0.0,0.0,0.0,61.109484922658936,-7.491255216730835,False,False,True,False,False,
2022-02-01 00:00:00+00:00,3.7188881692,3.7417971312,3.4983894097,3.6177069203,922926,,,,,,,,,3.400776626393804,#000000,,3.400776626393804,,0,,,0.0,0.0,0.0,0.0,65.09849701968804,-2.14380308296883,False,False,True,False,False,
2022-02-02 00:00:00+00:00,3.7513425321,3.818160338,3.6845247262,3.7990695363,650062,,,,,,,,,3.4450986672604746,#000000,,3.4450986672604746,,0,,,0.0,0.0,0.0,0.0,68.10109897108356,2.0308959563931523,False,False,True,False,True,
2022-02-03 00:00:00+00:00,3.7704333338,3.818160338,3.6463431228,3.6463431228,350316,,,,,,,,,3.4642270371960118,#000000,,3.4642270371960118,,0,,,0.0,0.0,0.0,0.0,70.31128895549264,5.317254281375149,False,False,True,False,True,
2022-02-04 00:00:00+00:00,3.9183870469,3.9327051481,3.7227063295,3.7704333338,1058751,,,,,,,,,3.527858966278355,#000000,,3.527858966278355,,0,,,0.0,0.0,0.0,0.0,73.22282661238548,9.150003888761361,False,False,True,False,True,
2022-02-07 00:00:00+00:00,3.8563419414,3.9517959498,3.8086149372,3.9040689456,536497,,,,,,,,,3.713090019122,#000000,,3.713090019122,,0,,,0.0,0.0,0.0,0.0,73.24016224822638,10.196537151781044,False,False,True,False,True,
2022-02-08 00:00:00+00:00,3.5890707177,3.818160338,3.569979916,3.7993558983,784943,,,,,,,,,3.655016625967679,#000000,,3.655016625967679,,0,,,0.0,0.0,0.0,0.0,66.97375775979735,10.196537151781044,False,False,True,False,False,
2022-02-09 00:00:00+00:00,3.6749793253,3.7322517304,3.5890707177,3.5890707177,742569,,,,,,,,,3.644946144938447,#000000,,3.644946144938447,,0,,,0.0,0.0,0.0,0.0,64.06129648027257,10.196537151781044,False,False,True,False,False,
2022-02-10 00:00:00+00:00,3.6845247262,3.8086149372,3.6081615194,3.6272523211,603725,,,,,,,,,3.6472663679557957,#000000,,3.6472663679557957,,0,,,0.0,0.0,0.0,0.0,62.259973575728694,10.196537151781044,False,False,True,False,False,
2022-02-11 00:00:00+00:00,3.9136143464,3.942250549,3.5908843439,3.5908843439,947690,,,,,,,,,3.6716139291179037,#000000,,3.6716139291179037,,0,,,0.0,0.0,0.0,0.0,63.95543781750034,10.196537151781044,False,False,True,False,False,
2022-02-14 00:00:00+00:00,3.8090922072,3.9327051481,3.6654339245,3.9136143464,1033340,,,,,,,,,3.6877428729275183,#000000,,3.6877428729275183,,0,,,0.0,0.0,0.0,0.0,62.94378957909694,10.196537151781044,False,False,True,False,False,
2022-02-15 00:00:00+00:00,3.818160338,3.818160338,3.6463431228,3.6657126502,323604,,,,,,,,,3.6899275810161365,#000000,,3.6899275810161365,,0,,,0.0,0.0,0.0,0.0,62.38690434019696,10.196537151781044,False,False,True,False,False,
2022-02-16 00:00:00+00:00,3.8215012283,3.9327051481,3.7608879329,3.7704333338,777568,,,,,,,,,3.702338264209391,#000000,,3.702338264209391,,0,,,0.0,0.0,0.0,0.0,62.062683078308986,10.196537151781044,False,False,True,False,False,
2022-02-17 00:00:00+00:00,3.7799787346,3.9327051481,3.7704333338,3.9327051481,329019,,,,,,,,,3.706475167297781,#000000,,3.706475167297781,,0,,,0.0,0.0,0.0,0.0,60.87516546745228,10.196537151781044,False,False,True,False,False,
2022-02-18 00:00:00+00:00,3.6463431228,3.7704333338,3.6081615194,3.7704333338,318637,,,,,,,,,3.7045153560895816,#000000,,3.7045153560895816,,0,,,0.0,0.0,0.0,0.0,57.278912530625405,15.261875490523835,False,False,True,False,False,
2022-02-22 00:00:00+00:00,3.6654339245,3.9708867515,3.5604345152,3.6463431228,371652,,,,,,,,,3.7139879989969438,#000000,,3.7139879989969438,,0,,,0.0,0.0,0.0,0.0,55.24913074658957,12.920552867921074,False,False,True,False,False,
2022-02-23 00:00:00+00:00,3.7131609287,3.8009786165,3.6870351666,3.7227063295,248905,,,,,,,,,3.714373364116882,#000000,,3.714373364116882,,0,,,0.0,0.0,0.0,0.0,54.8281643911853,12.105224178647582,False,False,True,False,False,
2022-02-24 00:00:00+00:00,3.7231835996,3.8658873422,3.6367977219,3.7227063295,676015,,,,,,,,,3.7168582164236503,#000000,,3.7168582164236503,,0,,,0.0,0.0,0.0,0.0,54.74787315427363,11.555620596639862,False,False,True,False,False,
2022-02-25 00:00:00+00:00,4.2763395786,4.2763395786,3.7384562409,3.818160338,1773946,,,,,,,,,3.8235267590090687,#000000,,3.8235267590090687,,0,,,0.0,0.0,0.0,0.0,61.38943341254584,11.555620596639862,False,False,True,False,True,
2022-02-28 00:00:00+00:00,4.3586782062,4.4099751904,4.3049757811,4.3908843887,879482,,,,,,,,,3.880676740791364,#000000,,3.880676740791364,,0,,,0.0,0.0,0.0,0.0,66.38724506649393,9.288037567797325,False,False,True,False,True,
2022-03-01 00:00:00+00:00,4.2286125743,4.5340654014,4.1617947684,4.247703376,1247495,,,,,,,,,3.9312306931001033,#000000,,3.9312306931001033,,0,,,0.0,0.0,0.0,0.0,67.0453338849243,9.912782979199527,False,False,True,False,True,
2022-03-02 00:00:00+00:00,4.2190671735,4.4481567938,4.2095217726,4.3908843887,562298,,,,,,,,,3.948394736707004,#000000,,3.948394736707004,,0,,,0.0,0.0,0.0,0.0,67.29250176507834,10.31432480628574,False,False,True,False,True,
2022-03-03 00:00:00+00:00,4.06634076,4.3431573845,4.0090683549,4.247703376,792029,,,,,,,,,3.9580734470291667,#000000,,3.9580734470291667,,0,,,0.0,0.0,0.0,0.0,64.54507009582703,10.31432480628574,False,False,True,False,True,
2022-03-04 00:00:00+00:00,4.4242932917,4.4386113929,4.0472499583,4.0567953591,605501,,,,,,,,,3.973483390684896,#000000,,3.973483390684896,,0,,,0.0,0.0,0.0,0.0,66.11782822590854,10.31432480628574,False,False,True,False,True,
2022-03-07 00:00:00+00:00,4.5245200005,4.7154280174,4.5149745997,4.6295194098,1397929,,,,,,,,,4.03380267239925,#000000,,4.03380267239925,,0,,,0.0,0.0,0.0,0.0,67.89722290998263,11.2194133860474,False,False,True,False,True,
2022-03-08 00:00:00+00:00,4.6963372157,4.9158814352,4.5436108022,4.7058826166,1330804,,,,,,,,,4.248714288363775,#000000,,4.248714288363775,,0,,,0.0,0.0,0.0,0.0,70.21165131353398,13.60802496327809,False,False,True,False,True,
2022-03-09 00:00:00+00:00,4.5388381018,4.7822458233,4.3908843887,4.6295194098,775239,,,,,,,,,4.251342453998185,#000000,,4.251342453998185,,0,,,0.0,0.0,0.0,0.0,69.09049560267695,13.60802496327809,False,False,True,False,True,
2022-03-10 00:00:00+00:00,4.5913378064,4.677246414,4.5531562031,4.5817924056,402614,,,,,,,,,4.25756749420114,#000000,,4.25756749420114,,0,,,0.0,0.0,0.0,0.0,68.75946039906316,13.60802496327809,False,False,True,False,True,
2022-03-11 00:00:00+00:00,4.5340654014,4.6152013086,4.5340654014,4.5650879541,339115,,,,,,,,,4.260887596768453,#000000,,4.260887596768453,,0,,,0.0,0.0,0.0,0.0,67.55677272094881,13.60802496327809,False,False,True,False,True,
2022-03-14 00:00:00+00:00,4.1971127515,4.5340654014,4.1808855701,4.5340654014,629765,,,,,,,,,4.249041065016671,#000000,,4.249041065016671,,0,,,0.0,0.0,0.0,0.0,62.00470603349712,18.09661035642715,False,False,True,False,False,
2022-03-15 00:00:00+00:00,4.0949769625,4.1283858655,3.694070127,3.7322517304,1691878,,,,,,,,,4.142737762587609,#000000,,4.142737762587609,,0,,,0.0,0.0,0.0,0.0,57.15001509470418,13.564805210993548,False,False,True,False,False,11.392145911202611
2022-03-16 00:00:00+00:00,4.06634076,4.2449352098,3.9613413507,3.9708867515,509818,,,,,,,,,4.142001325825026,#000000,,4.142001325825026,,0,,,0.0,0.0,0.0,0.0,53.588845154352,10.346437063384442,False,False,False,False,False,10.699263839567866
2022-03-17 00:00:00+00:00,4.190430971,4.2797759229,4.1283858655,4.1427039667,608303,,,,,,,,,4.148530939106399,#000000,,4.148530939106399,,0,,,0.0,0.0,0.0,0.0,52.80558830696599,9.678797534101271,False,False,False,False,False,12.901491700904838
2022-03-18 00:00:00+00:00,4.1045223633,4.2286125743,4.1045223633,4.1713401693,560242,,,,,,,,,4.148700154088462,#000000,,4.148700154088462,,0,,,0.0,0.0,0.0,0.0,51.19756368723768,8.094142291723543,False,False,False,False,False,10.824985985675124
2022-03-21 00:00:00+00:00,4.3527027853,4.4863383971,4.1999763718,4.4863383971,621076,,,,,,,,,4.161455442405613,#000000,,4.161455442405613,,0,,,0.0,0.0,0.0,0.0,53.039859181670124,8.094142291723543,False,False,False,False,False,15.003011608645792
2022-03-22 00:00:00+00:00,4.3527027853,4.4577021946,4.2381579752,4.4577021946,621076,,,,,,,,,4.171764126228497,#000000,,4.171764126228497,,0,,,0.0,0.0,0.0,0.0,54.268056177958414,8.094142291723543,False,False,True,False,False,15.003011608645792
2022-03-23 00:00:00+00:00,4.3889753085,4.4672475955,4.3240665828,4.3431573845,1266378,,,,,,,,,4.192326774206468,#000000,,4.192326774206468,,0,,,0.0,0.0,0.0,0.0,55.5032401119587,8.094142291723543,False,False,True,False,True,15.591599178287527
2022-03-24 00:00:00+00:00,4.3336119836,4.5531562031,4.2954303802,4.3431573845,514741,,,,,,,,,4.199108671641428,#000000,,4.199108671641428,,0,,,0.0,0.0,0.0,0.0,55.433457037117094,8.094142291723543,False,False,True,False,True,14.22826474560443
2022-03-25 00:00:00+00:00,4.5054291988,4.5340654014,4.2572487769,4.3431573845,668943,,,,,,,,,4.2087897010903665,#000000,,4.2087897010903665,,0,,,0.0,0.0,0.0,0.0,57.41793259498186,8.094142291723543,False,False,True,False,True,16.992755543435106
2022-03-28 00:00:00+00:00,4.3240665828,4.3908843887,4.2763395786,4.3908843887,422756,,,,,,,,,4.211356827477365,#000000,,4.211356827477365,,0,,,0.0,0.0,0.0,0.0,55.94521713481207,8.094142291723543,False,False,True,False,True,12.695927657071977
2022-03-29 00:00:00+00:00,4.2763395786,4.3119821053,4.0601648856,4.2954303802,549213,,,,,,,,,4.210325072194746,#000000,,4.210325072194746,,0,,,0.0,0.0,0.0,0.0,54.291277691252404,8.094142291723543,False,False,True,False,False,11.609625064082127
2022-03-30 00:00:00+00:00,4.3192938824,4.4386113929,4.1522493676,4.1808855701,404450,,,,,,,,,4.21190090247047,#000000,,4.21190090247047,,0,,,0.0,0.0,0.0,0.0,53.78171316772983,8.094142291723543,False,True,False,False,False,12.322639824382957
2022-03-31 00:00:00+00:00,4.1617947684,4.4577021946,4.0854315617,4.0854315617,443200,,,,,,,,,4.2116768066586925,#000000,,4.2116768066586925,,0,,,0.0,0.0,0.0,0.0,51.19599909277853,6.632893452566108,False,True,False,False,False,8.7961345304591
2022-04-01 00:00:00+00:00,4.2190671735,4.2763395786,3.9708867515,4.1999763718,259791,,,,,,,,,4.20117135075801,#000000,,4.20117135075801,,0,,,0.0,0.0,0.0,0.0,50.346577614965604,5.635582650973554,False,True,False,False,False,9.773557646478068
