date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_58,aVWAP_BoS_CHoCH_bull_117,aVWAP_BoS_CHoCH_bull_135,aVWAP_BoS_CHoCH_bull_152,aVWAP_BoS_CHoCH_bull_170,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,56.9867921313,57.7070199404,56.049509366,56.2172336503,2044727,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,59.9663647116,60.0748921896,57.2038470875,57.3222406999,3120546,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,60.8049861332,61.1009701643,59.2461369024,60.084758324,2913514,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,57.3715713718,60.8345845363,57.1742486843,60.6767263863,1711089,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,85.59859627696645,36.386173043069846,False,False,True,False,False,
2022-01-28 00:00:00+00:00,58.1016653153,59.2066723649,56.1481707097,56.7598710407,3646965,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,76.7953580729469,28.655044502910158,False,False,True,False,False,
2022-02-04 00:00:00+00:00,60.4498052958,61.1207024331,57.2137132218,57.5195633874,3892647,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,73.89148225194091,26.701750751789973,False,False,True,False,False,
2022-02-11 00:00:00+00:00,60.8148522675,62.3441030952,59.6901129491,60.93324588,4296185,,,,,,,"rgba(38, 166, 154, 0.5)",,60.94968943726667,,0,,,0.0,0.0,0.0,0.0,72.21590681144072,25.801687295138308,False,False,True,False,False,
2022-02-18 00:00:00+00:00,60.77538773,61.3081589861,59.660514546,61.0615056268,3659117,,,,,,,"rgba(38, 166, 154, 0.5)",,60.78026992808577,,0,,,0.0,0.0,0.0,0.0,70.92539035511737,25.1194695000964,False,False,True,False,False,
2022-02-25 00:00:00+00:00,61.0648009416,61.1635633562,56.8476458385,60.8870285953,3449791,,,,,,,"rgba(38, 166, 154, 0.5)",,60.45109311668739,,0,,,0.0,0.0,0.0,0.0,70.34033503526376,24.966605568950584,False,False,True,False,False,
2022-03-04 00:00:00+00:00,60.126558003,61.1438108733,58.7438841987,59.2772012375,3706331,,,,,,,"rgba(38, 166, 154, 0.5)",,60.34162020857325,,0,,,0.0,0.0,0.0,0.0,67.70884309444774,22.73763439853849,False,False,True,False,False,
