date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_120,aVWAP_BoS_CHoCH_bull_338,aVWAP_BoS_CHoCH_bull_459,aVWAP_BoS_CHoCH_bull_498,aVWAP_BoS_CHoCH_bear_138,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-07 15:00:00+00:00,1.275,1.285,1.225,1.225,593.0,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-07 16:00:00+00:00,1.225,1.235,1.225,1.23,0.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2025-02-07 17:00:00+00:00,1.23,1.235,1.2,1.23,362.0,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-02-07 18:00:00+00:00,1.23,1.235,1.21,1.21,268.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,72.16494845360815,24.948453608247334,False,False,True,False,False,
2025-02-07 19:00:00+00:00,1.21,1.215,1.21,1.215,0.0,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,58.902208439460864,14.682090688298288,False,False,True,False,False,
2025-02-07 20:00:00+00:00,1.215,1.225,1.19,1.215,423.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,50.06038176336267,8.410932730143287,False,False,False,True,False,
2025-02-10 15:00:00+00:00,1.23,1.45,1.23,1.4,681.0,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,64.43148266932543,3.332615671136111,False,False,True,False,True,
2025-02-10 16:00:00+00:00,1.4,1.515,1.37,1.505,3437.0,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,74.84206762549218,11.387174551512189,False,False,True,False,True,
2025-02-10 17:00:00+00:00,1.505,1.58,1.455,1.505,3499.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,81.78245759627,16.663864559665413,False,False,True,False,True,
2025-02-10 18:00:00+00:00,1.51,1.685,1.48,1.555,5528.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,86.66986627776897,20.6025081183989,False,False,True,False,True,
2025-02-10 19:00:00+00:00,1.575,1.8,1.57,1.62,5718.0,,,,,,1.6633333333333333,"rgba(239, 83, 80, 1.0)",,1.6633333333333333,,0,,,0.0,0.0,0.0,0.0,90.17531164360948,23.79289359546027,False,False,True,False,True,
2025-02-10 20:00:00+00:00,1.665,1.74,1.655,1.725,873.0,,,,,,1.6690729783037477,"rgba(38, 166, 154, 1.0)",,1.6690729783037477,,0,,,0.0,0.0,0.0,0.0,92.77006789606432,26.581832615776932,False,False,True,False,True,
2025-02-11 15:00:00+00:00,1.43,1.43,1.43,1.43,0.0,,,,,,1.6690729783037477,"rgba(239, 83, 80, 1.0)",,1.6690729783037477,,0,,,0.0,0.0,0.0,0.0,79.32019114240607,26.581832615776932,False,False,True,False,False,
2025-02-11 16:00:00+00:00,1.43,1.43,1.31,1.32,660.0,,,,,,1.64033374706937,"rgba(239, 83, 80, 1.0)",,1.64033374706937,,0,,,0.0,0.0,0.0,0.0,67.50214008512435,35.14174112828482,False,False,True,False,False,
2025-02-11 17:00:00+00:00,1.32,1.365,1.32,1.355,100.0,,,,,,1.6363388201151772,"rgba(239, 83, 80, 1.0)",,1.6363388201151772,,0,,,0.0,0.0,0.0,0.0,60.65611910780855,28.83677626787039,False,False,True,False,False,
2025-02-11 18:00:00+00:00,1.355,1.355,1.34,1.355,100.0,,,,,,1.6324958618529952,"rgba(239, 83, 80, 1.0)",,1.6324958618529952,,0,,,0.0,0.0,0.0,0.0,56.09210512293136,24.34821330989533,False,False,True,False,False,
2025-02-11 19:00:00+00:00,1.345,1.4,1.345,1.395,0.0,,,,,,1.6324958618529952,"rgba(239, 83, 80, 1.0)",,1.6324958618529952,,0,,,0.0,0.0,0.0,0.0,54.35635897357069,22.104086105209532,False,False,True,False,False,
2025-02-11 20:00:00+00:00,1.395,1.42,1.36,1.4,401.0,,,,,,1.6202818814739346,"rgba(239, 83, 80, 1.0)",,1.6202818814739346,,0,,,0.0,0.0,0.0,0.0,53.36764385647153,20.17896953914665,False,False,False,False,False,
2025-02-12 15:00:00+00:00,1.33,1.33,1.33,1.33,0.0,,,,,,1.6202818814739346,"rgba(239, 83, 80, 1.0)",,1.6202818814739346,,0,,,0.0,0.0,0.0,0.0,50.31965299986008,16.164027813552565,False,False,False,False,False,
2025-02-12 16:00:00+00:00,1.33,1.34,1.275,1.275,300.0,,,,,,1.608372587504089,"rgba(239, 83, 80, 1.0)",,1.608372587504089,,0,,,0.0,0.0,0.0,0.0,46.66996275594235,11.626683045330012,False,False,False,True,False,
2025-02-12 17:00:00+00:00,1.275,1.285,1.265,1.275,0.0,,,,,,1.608372587504089,"rgba(239, 83, 80, 1.0)",,1.608372587504089,,0,,,0.0,0.0,0.0,0.0,44.23683592666386,8.27050119184878,False,False,False,True,False,
