date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_33,aVWAP_BoS_CHoCH_bull_82,aVWAP_BoS_CHoCH_bull_104,aVWAP_BoS_CHoCH_bull_153,aVWAP_BoS_CHoCH_bear_28,aVWAP_BoS_CHoCH_bear_64,aVWAP_BoS_CHoCH_bear_73,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,91.4212229089,91.6365546003,90.0431000838,90.2842715782,3659098,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,96.5805702353,96.8002085606,91.6537811357,91.6537811357,7429313,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,101.0594694168,101.0680826845,95.7450832726,96.6925427149,5866512,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,98.9406055733,102.8510290895,98.3376768373,101.8777298442,10765682,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,94.39118235104739,44.69791456622448,False,False,True,False,False,
2022-01-28 00:00:00+00:00,97.4005858017,98.6861727721,95.4263923693,97.2351785772,12730000,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,87.34003131020668,38.26242250931257,False,False,True,False,False,
2022-02-04 00:00:00+00:00,99.9891325393,101.0401867516,97.2181714343,97.2963490203,6769543,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,83.97164988960333,35.53520099473292,False,False,True,False,False,
2022-02-11 00:00:00+00:00,99.6243038045,101.4918794709,99.1726110852,100.2670972897,6962157,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,80.95508506320732,33.1500621243122,False,False,True,False,False,
2022-02-18 00:00:00+00:00,96.0020756515,99.8762093595,95.7675428934,99.3550254526,5798676,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,73.94878344746587,26.976056609145417,False,False,True,False,False,
2022-02-25 00:00:00+00:00,95.9760164562,97.4266449971,91.6083215884,95.8544068779,7754430,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,68.91558656026771,22.80803823556714,False,False,True,False,False,
2022-03-04 00:00:00+00:00,94.4211511339,96.5319459569,93.1963689527,94.6643702905,8908497,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,63.67629670529615,18.456854786603017,False,False,True,False,False,
2022-03-11 00:00:00+00:00,94.1431863836,95.4461461508,90.5817630197,94.073695196,6543093,,,,,,,,,"rgba(38, 166, 154, 0.5)",,93.3903651847,,0,,,0.0,0.0,0.0,0.0,59.65662218743314,15.262266466014665,False,False,True,False,False,
2022-03-18 00:00:00+00:00,98.0520656853,98.3213440372,93.6306888751,94.6122518998,5076400,,,,,,,,,"rgba(38, 166, 154, 0.5)",,94.8223340508695,,0,,,0.0,0.0,0.0,0.0,60.01478004235848,15.262266466014665,False,False,True,False,False,
2022-03-25 00:00:00+00:00,98.4690128109,99.5026942262,96.8272835041,98.3908352248,3618126,,,,,,,,,"rgba(38, 166, 154, 0.5)",,96.95321528629789,,0,,,0.0,0.0,0.0,0.0,60.549741015930536,15.262266466014665,False,False,True,False,False,
2022-04-01 00:00:00+00:00,95.3245365726,98.7382911628,94.49932872,98.0911544784,4017642,,,,,,,,,"rgba(38, 166, 154, 0.5)",,96.4633816261258,,0,,,0.0,0.0,0.0,0.0,57.96092280566013,14.813233337680956,False,False,True,False,False,
2022-04-08 00:00:00+00:00,94.4211511339,97.2876626219,93.0137808573,95.5503829322,3796358,,,,,,,,,"rgba(38, 166, 154, 0.5)",,96.01758703367872,,0,,,0.0,0.0,0.0,0.0,55.38834075788666,12.518134829800204,False,False,True,False,False,
2022-04-15 00:00:00+00:00,94.2561095634,95.2984773772,92.9010314055,94.5253879153,3201577,,,,,,,,,#000000,,95.68023442574251,,0,,,0.0,0.0,0.0,0.0,53.41742458281503,10.75604843590952,False,False,False,False,False,
2022-04-22 00:00:00+00:00,91.5233686115,97.8696513179,91.4532424791,94.0910679929,6882483,,,,,,,,,#000000,,95.12188288751668,,0,,,0.0,0.0,0.0,0.0,50.005340028706286,7.575781559365659,False,False,False,False,False,
2022-04-29 00:00:00+00:00,88.5605395156,90.9974226182,88.0433592888,90.7081523218,5192937,,,,,,,,,"rgba(239, 83, 80, 0.5)",,94.14323392401593,,0,,,0.0,0.0,0.0,0.0,45.863220023259714,3.7193810021860116,False,False,False,True,False,
2022-05-06 00:00:00+00:00,88.2099088534,91.4094136463,87.0703592011,88.4115214842,4232930,,,,,,,,,"rgba(239, 83, 80, 0.5)",,93.52572005315463,,0,,,0.0,0.0,0.0,0.0,42.72280390244186,0.846707825259017,False,False,False,True,False,
2022-05-13 00:00:00+00:00,85.9483410819,87.4209898633,83.2887198511,86.89504387,5746567,,,,,,,,,"rgba(239, 83, 80, 0.5)",,90.13819262979955,,0,,,0.0,0.0,0.0,0.0,39.381974111644496,-2.2333656437316876,False,False,False,True,False,
2022-05-20 00:00:00+00:00,86.9301069362,88.1047196547,85.2032509246,85.965872615,5862832,,,,,,,,,"rgba(239, 83, 80, 0.5)",,89.87611185722085,,0,,,0.0,0.0,0.0,0.0,37.95621617220078,-3.5125212033011053,False,False,False,True,False,
