date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_32,aVWAP_BoS_CHoCH_bull_57,aVWAP_BoS_CHoCH_bull_82,aVWAP_BoS_CHoCH_bull_109,aVWAP_BoS_CHoCH_bull_152,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,192.2789444888,193.8799073236,188.1111269856,190.6630789656,161038,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,172.3238995551,194.8214266483,171.2180044705,194.1970363262,348942,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,161.9108697319,171.9715789971,160.3547872677,170.35677644,402959,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-21 00:00:00+00:00,151.7816536915,163.0901649327,151.5076265909,159.3173989583,306879,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-28 00:00:00+00:00,151.0476525291,160.1199068958,146.9568193843,150.029837584,756009,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-04 00:00:00+00:00,152.7994686366,157.2524090215,150.7149053355,151.4391198157,503547,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,1.4354136640778967,-48.643085520676365,False,False,False,True,True,
2022-02-11 00:00:00+00:00,149.0315960032,158.5442510673,148.1801546549,153.7389901244,368206,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,2.311767419380809,-47.873531749932276,False,False,False,True,True,
2022-02-18 00:00:00+00:00,135.1247206473,150.5093850101,133.4316246328,149.2273296465,630054,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,2.5634388231162393,-47.714497064745956,False,False,False,True,True,
2022-02-25 00:00:00+00:00,141.9068913874,142.0536916198,131.484074882,135.0562138721,508060,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,6.393222421335556,-44.16073699644558,False,False,False,True,True,
2022-03-04 00:00:00+00:00,138.1194453896,141.3099037753,136.8863234369,140.7814229384,396272,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,8.794921756804973,-42.093055492576,False,False,False,True,True,
