date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_205,aVWAP_BoS_CHoCH_bull_642,aVWAP_BoS_CHoCH_bear_90,aVWAP_BoS_CHoCH_bear_126,aVWAP_BoS_CHoCH_bear_183,aVWAP_BoS_CHoCH_bear_222,aVWAP_BoS_CHoCH_bear_307,aVWAP_BoS_CHoCH_bear_354,aVWAP_BoS_CHoCH_bear_492,aVWAP_BoS_CHoCH_bear_620,aVWAP_BoS_CHoCH_bear_751,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,9.06,9.49,9.06,9.49,32821,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,9.88,9.88,9.1,9.1,84720,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,10.21,10.4699,9.88,9.88,185022,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-06 00:00:00+00:00,10.2,10.4257,10.067,10.36,83895,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,99.6625108080216,49.69063490735313,False,False,True,False,False,
2022-01-07 00:00:00+00:00,10.43,10.6,10.12,10.12,134893,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,99.50633862469493,49.566226472191374,False,False,True,False,False,
2022-01-10 00:00:00+00:00,10.41,10.76,10.2001,10.42,106625,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,98.76962538948145,48.911300613707525,False,False,True,False,False,
2022-01-11 00:00:00+00:00,10.67,10.67,10.23,10.51,49941,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,98.4720915081564,48.691422588993305,False,False,True,False,False,
2022-01-12 00:00:00+00:00,10.86,11.07,10.72,10.72,128153,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,98.37794034291393,48.65295250236643,False,False,True,False,False,
2022-01-13 00:00:00+00:00,10.56,10.9999,10.53,10.81,107198,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,91.64920047878203,42.51596914929934,False,False,True,False,False,
2022-01-14 00:00:00+00:00,10.32,10.45,9.998,10.44,81122,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,83.20201553031724,35.15958139393169,False,False,True,False,False,
