date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_107,aVWAP_BoS_CHoCH_bull_217,aVWAP_BoS_CHoCH_bull_306,aVWAP_BoS_CHoCH_bull_446,aVWAP_BoS_CHoCH_bull_543,aVWAP_BoS_CHoCH_bull_659,aVWAP_BoS_CHoCH_bear_44,aVWAP_BoS_CHoCH_bear_90,aVWAP_BoS_CHoCH_bear_125,aVWAP_BoS_CHoCH_bear_576,aVWAP_BoS_CHoCH_bear_672,aVWAP_BoS_CHoCH_bear_723,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,103.61,104.41,101.355,102.0,274037,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,102.94,104.2499,97.56,103.58,433992,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,97.37,103.7,97.26,102.9,267172,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,98.94,100.0,96.0,96.99,320549,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,7.28130593596803,-43.32546955869597,False,False,False,True,True,
2022-01-07 00:00:00+00:00,95.22,100.92,95.19,98.31,486581,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,9.493949014348361,-41.70173039995667,False,False,False,True,True,
2022-01-10 00:00:00+00:00,92.56,93.69,88.07,93.69,499901,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,9.939003745408169,-41.66951130139409,False,False,False,True,True,
2022-01-11 00:00:00+00:00,95.11,95.48,91.025,92.46,342243,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.874173950832882,-36.470949051022224,False,False,False,True,True,
2022-01-12 00:00:00+00:00,97.21,99.65,95.37,95.65,354824,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,23.362877493283165,-30.05269513362241,False,False,False,True,True,
2022-01-13 00:00:00+00:00,95.16,100.9801,94.82,99.45,297498,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,26.616687177130842,-27.718527034521934,False,False,False,True,True,
2022-01-14 00:00:00+00:00,105.96,106.09,95.75,96.03,662329,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,38.6130298747025,-17.240096934165337,False,False,False,True,True,
2022-01-18 00:00:00+00:00,94.02,103.55,93.99,103.53,466979,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,39.327364587297886,-17.240096934165337,False,False,False,True,True,
2022-01-19 00:00:00+00:00,91.42,97.24,91.06,95.75,419772,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,38.75550507633446,-17.240096934165337,False,False,False,True,True,
2022-01-20 00:00:00+00:00,91.57,96.21,91.31,92.67,386883,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,38.47558551811635,-17.240096934165337,False,False,False,True,True,
2022-01-21 00:00:00+00:00,89.47,94.89,89.35,90.56,683743,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,37.40688255669747,-17.240096934165337,False,False,False,True,True,
2022-01-24 00:00:00+00:00,94.7,95.0,86.2393,86.79,513359,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,40.15773288274391,-17.240096934165337,False,False,False,True,True,
2022-01-25 00:00:00+00:00,89.41,93.47,89.255,92.29,370669,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,39.68542393559194,-17.240096934165337,False,False,False,True,True,
2022-01-26 00:00:00+00:00,88.91,94.59,87.32,93.11,401637,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,39.17026317214524,-17.240096934165337,False,False,False,True,True,
2022-01-27 00:00:00+00:00,84.19,89.335,83.74,89.25,419797,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,37.0633094737525,-17.240096934165337,False,False,False,True,True,
2022-01-28 00:00:00+00:00,84.67,84.7,80.02,84.19,723370,,,,,,,,,,,,,83.13,#000000,,83.13,,0,,,0.0,0.0,0.0,0.0,36.00069503920448,-17.240096934165337,False,False,False,True,False,
2022-01-31 00:00:00+00:00,91.54,91.63,84.8,84.81,393003,,,,,,,,,,,,,85.310273600311,#000000,,85.310273600311,,0,,,0.0,0.0,0.0,0.0,39.566482732593435,-17.030812023613947,False,False,False,True,True,
2022-02-01 00:00:00+00:00,92.97,93.69,89.5,92.25,346668,,,,,,,,,,,,,86.90804360916746,#000000,,86.90804360916746,,0,,,0.0,0.0,0.0,0.0,42.6990102144307,-13.934464776937475,False,False,False,True,True,
2022-02-02 00:00:00+00:00,92.95,95.74,91.18,95.0,291982,,,,,,,,,,,,,87.96980541565553,#000000,,87.96980541565553,,0,,,0.0,0.0,0.0,0.0,44.77669401336301,-11.870783263684295,False,False,False,True,True,
2022-02-03 00:00:00+00:00,87.85,90.57,87.29,88.86,319323,,,,,,,,,,,,,88.06219884243035,#000000,,88.06219884243035,,0,,,0.0,0.0,0.0,0.0,43.63474795316262,-11.870783263684295,False,False,False,True,True,
2022-02-04 00:00:00+00:00,90.05,91.18,85.84,86.96,396861,,,,,,,,,,,,,88.2165512682669,#000000,,88.2165512682669,,0,,,0.0,0.0,0.0,0.0,44.21226786085716,-11.870783263684295,False,False,False,True,True,
2022-02-07 00:00:00+00:00,90.42,93.71,89.95,89.97,337927,,,,,,,,,,,,,88.59469492377367,#000000,,88.59469492377367,,0,,,0.0,0.0,0.0,0.0,44.82511396962467,-11.29505967929785,False,False,False,True,True,
2022-02-08 00:00:00+00:00,93.09,93.52,90.0,90.0,463508,,,,,,,,,,,,,89.10579047652223,#000000,,89.10579047652223,,0,,,0.0,0.0,0.0,0.0,46.85822115325343,-9.082321512729507,False,False,False,False,True,
2022-02-09 00:00:00+00:00,93.04,97.93,90.1705,97.32,506344,,,,,,,,,,,,,91.71833731478057,#000000,,91.71833731478057,,0,,,0.0,0.0,0.0,0.0,48.182096483735464,-7.579010314246744,False,False,False,False,True,
2022-02-10 00:00:00+00:00,91.87,96.06,90.16,90.16,301644,,,,,,,,,,,,,91.638433141061,#000000,,91.638433141061,,0,,,0.0,0.0,0.0,0.0,48.29158117208932,-7.194010363866809,False,False,False,False,True,
2022-02-11 00:00:00+00:00,87.56,92.91,86.905,91.58,304523,,,,,,,,,,,,,91.03399053833292,#000000,,91.03399053833292,,0,,,0.0,0.0,0.0,0.0,45.841338742387876,-7.194010363866809,False,False,False,True,False,
2022-02-14 00:00:00+00:00,87.13,90.0399,86.25,88.11,355780,,,,,,,,,,,,,90.42588991604585,#000000,,90.42588991604585,,0,,,0.0,0.0,0.0,0.0,43.97807685419748,-7.194010363866809,False,False,False,True,False,
2022-02-15 00:00:00+00:00,91.08,91.29,88.29,89.2,237957,,,,,,,,,,,,,90.37472251319495,#000000,,90.37472251319495,,0,,,0.0,0.0,0.0,0.0,45.63154904463249,-7.194010363866809,False,False,False,True,False,
2022-02-16 00:00:00+00:00,92.07,92.635,89.685,90.21,205377,,,,,,,,,,,,,90.43369853727495,#000000,,90.43369853727495,,0,,,0.0,0.0,0.0,0.0,47.38982021571539,-7.194010363866809,False,False,False,False,True,
2022-02-17 00:00:00+00:00,88.99,91.7,88.95,91.05,154042,,,,,,,,,,,,,90.39106524142791,#000000,,90.39106524142791,,0,,,0.0,0.0,0.0,0.0,46.58476954788033,-7.194010363866809,False,False,False,False,True,
2022-02-18 00:00:00+00:00,85.78,89.05,85.26,88.31,238665,,,,,,,,,,,,,90.10343210764864,#000000,,90.10343210764864,,0,,,0.0,0.0,0.0,0.0,44.28143425536483,-7.194010363866809,False,False,False,True,False,
2022-02-22 00:00:00+00:00,84.45,87.23,83.44,84.37,238623,,,,,,,,,,,,,89.75104586708396,#000000,,89.75104586708396,,0,,,0.0,0.0,0.0,0.0,42.071796264248015,-2.891422287233418,False,False,False,True,False,
2022-02-23 00:00:00+00:00,82.25,86.81,82.07,85.69,194496,,,,,,,,,,,,,89.4338016592715,#000000,,89.4338016592715,,0,,,0.0,0.0,0.0,0.0,39.533488903102466,-5.337849217629376,False,False,False,True,False,
2022-02-24 00:00:00+00:00,86.7,87.06,77.37,78.28,314333,,,,,,,,,,,,,88.99351574521118,#000000,,88.99351574521118,,0,,,0.0,0.0,0.0,0.0,41.31166393651403,-5.337849217629376,False,False,False,True,False,
2022-02-25 00:00:00+00:00,87.85,88.8,85.47,86.57,262199,,,,,,,,,,,,,88.8979444655961,#000000,,88.8979444655961,,0,,,0.0,0.0,0.0,0.0,43.29108288495384,-5.337849217629376,False,False,False,True,True,
2022-02-28 00:00:00+00:00,86.21,88.575,85.4,87.17,436110,,,,,,,,,,,,,88.70628454033869,#000000,,88.70628454033869,,0,,,0.0,0.0,0.0,0.0,43.611016644223966,-5.337849217629376,False,False,False,True,True,
2022-03-01 00:00:00+00:00,83.2,87.63,82.04,86.68,308586,,,,,,,,,,,,,88.4475125687804,#000000,,88.4475125687804,,0,,,0.0,0.0,0.0,0.0,42.148852108043116,-5.337849217629376,False,False,False,True,True,
2022-03-02 00:00:00+00:00,87.47,88.07,83.695,84.36,171131,,,,,,,,,,,,,88.38477928903974,#000000,,88.38477928903974,,0,,,0.0,0.0,0.0,0.0,44.224247461129465,-5.337849217629376,False,False,False,True,True,
2022-03-03 00:00:00+00:00,84.9,87.84,84.25,87.78,151370,,,,,,,,,,,,,88.31234074102473,#000000,,88.31234074102473,,0,,,0.0,0.0,0.0,0.0,44.14617817943903,-5.337849217629376,False,False,False,True,True,
2022-03-04 00:00:00+00:00,78.64,83.88,77.75,83.88,325730,,,,,,,,,,,,,87.86307887880207,#000000,,87.86307887880207,,0,,,0.0,0.0,0.0,0.0,41.228715026121804,-5.337849217629376,False,False,False,True,False,
2022-03-07 00:00:00+00:00,73.98,80.75,73.74,79.23,366939,,,,,,,,,,,,,87.18699614963823,#000000,,87.18699614963823,,0,,,0.0,0.0,0.0,0.0,37.65631292884076,-7.22569036417584,False,False,False,True,False,
2022-03-08 00:00:00+00:00,76.74,78.835,73.675,74.26,290562,,,,,,,,,,,,,83.28485386307523,#000000,,83.28485386307523,,0,,,-1.0,0.0,73.675,67.0,37.184690900581415,-7.688027207830878,False,False,False,True,False,
