date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_328,aVWAP_BoS_CHoCH_bear_168,aVWAP_BoS_CHoCH_bear_297,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-14 17:00:00+00:00,15.32,15.37,15.32,15.37,821.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-15 17:00:00+00:00,15.58,15.58,15.58,15.58,90.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2023-12-18 17:00:00+00:00,15.58,15.58,15.58,15.58,0.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2023-12-19 17:00:00+00:00,15.58,15.58,15.58,15.58,0.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2023-12-20 17:00:00+00:00,16.475,16.5,16.34,16.34,494.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2023-12-21 17:00:00+00:00,16.34,16.71,16.34,16.71,100.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2023-12-22 17:00:00+00:00,15.49,15.49,15.49,15.49,0.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,82.05289409924562,33.84760468932106,False,False,True,False,False,
2023-12-25 17:00:00+00:00,15.49,15.49,15.49,15.49,0.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,70.08815683207604,24.156167502913704,False,False,True,False,False,
2023-12-26 17:00:00+00:00,15.14,15.18,15.13,15.18,919.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,59.840748760190586,16.225691863071106,False,False,True,False,False,
2023-12-27 17:00:00+00:00,15.21,15.23,15.2,15.23,290.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,53.5364832800843,11.779291963367655,False,False,False,False,False,
2023-12-28 17:00:00+00:00,15.23,15.23,15.23,15.23,0.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,49.333639626680096,8.856054299430362,False,False,False,True,False,
2023-12-29 17:00:00+00:00,15.01,15.01,15.01,15.01,0.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,44.80149344604049,5.21517398320352,False,False,False,True,False,
2024-01-01 17:00:00+00:00,15.01,15.01,15.01,15.01,0.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,41.780062658947415,2.649749206557402,False,False,False,True,False,
2024-01-02 17:00:00+00:00,15.19,15.19,15.19,15.19,0.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,42.252421771486155,2.649749206557402,False,False,False,True,False,
2024-01-03 17:00:00+00:00,15.28,15.32,15.28,15.32,130.0,,,,15.306666666666668,"rgba(38, 166, 154, 1.0)",,15.306666666666668,,0,,,0.0,0.0,0.0,0.0,44.19926724772762,2.649749206557402,False,False,False,True,False,
