date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_82,aVWAP_BoS_CHoCH_bull_123,aVWAP_BoS_CHoCH_bear_27,aVWAP_BoS_CHoCH_bear_70,aVWAP_BoS_CHoCH_bear_136,aVWAP_BoS_CHoCH_bear_158,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,51.2365251868,52.5488029454,49.8812069155,50.2200364833,1609195,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,51.3189431898,53.6632774968,51.0716891808,51.3097856339,1907132,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,50.3024544863,51.7768209841,49.276808227,51.2548402985,1822581,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,73.43862168013412,-69.52620243939647,False,False,True,False,True,
2022-01-21 00:00:00+00:00,46.3738630109,50.1376184804,46.3555478991,49.7255284654,1425043,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,52.87063543578339,-69.52620243939647,False,False,False,False,True,
2022-01-28 00:00:00+00:00,45.2841138603,48.0680108499,43.8005898067,45.6046283164,1999670,,,,,,,,"rgba(239, 83, 80, 0.5)",,45.71757150563333,,0,,,0.0,0.0,0.0,0.0,38.100099060483146,-69.52620243939647,False,False,False,True,True,
2022-02-04 00:00:00+00:00,44.2035222657,46.7218501346,43.8830078097,44.7529756189,2124423,,,,,,,,"rgba(239, 83, 80, 0.5)",,45.31502984606783,,0,,,0.0,0.0,0.0,0.0,27.493171791232715,-69.52620243939647,False,False,False,True,True,
2022-02-11 00:00:00+00:00,48.2053741882,49.0844995534,43.8005898067,44.0478438156,3161751,,,,,,,,"rgba(239, 83, 80, 0.5)",,46.54473830036666,,0,,,0.0,0.0,0.0,0.0,31.257785876659774,-69.52620243939647,False,False,False,True,True,
2022-02-18 00:00:00+00:00,48.1229561853,50.7694898365,47.8024417292,48.4801008648,2039282,,,,,,,,"rgba(239, 83, 80, 0.5)",,47.78036713845554,,0,,,0.0,0.0,0.0,0.0,33.84491882668668,-69.52620243939647,False,False,False,True,True,
2022-02-25 00:00:00+00:00,48.4617857531,48.6495156487,44.8537087337,48.1229561853,1456676,,,,,,,,"rgba(239, 83, 80, 0.5)",,47.558116804136226,,0,,,0.0,0.0,0.0,0.0,36.32697051458815,-69.52620243939647,False,False,False,True,True,
2022-03-04 00:00:00+00:00,45.9892456636,48.6540944267,45.471843756,47.5093999408,2181188,,,,,,,,"rgba(239, 83, 80, 0.5)",,47.27884420801123,,0,,,0.0,0.0,0.0,0.0,35.36278618854817,-69.52620243939647,False,False,False,True,True,
