date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_53,aVWAP_BoS_CHoCH_bull_222,aVWAP_BoS_CHoCH_bull_360,aVWAP_BoS_CHoCH_bull_594,aVWAP_BoS_CHoCH_bear_229,aVWAP_BoS_CHoCH_bear_346,aVWAP_BoS_CHoCH_bear_489,aVWAP_BoS_CHoCH_bear_551,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-06-28 00:00:00+00:00,10.8,12.04,10.1,11.75,5212075,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-06-29 00:00:00+00:00,9.71,10.69,8.36,10.38,1518037,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-06-30 00:00:00+00:00,8.7,9.37,8.3,9.37,735632,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-07-01 00:00:00+00:00,9.01,9.3409,8.3602,8.5,113354,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,4.8535900521460125,-45.550875785532824,False,False,False,True,True,
2022-07-05 00:00:00+00:00,8.7,9.5,8.5,9.5,98940,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,7.419248466116221,-43.468666131179354,False,False,False,True,True,
2022-07-06 00:00:00+00:00,8.87,9.5299,8.7633,9.1,218827,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,11.370632850875587,-40.15762778940335,False,False,False,True,True,
2022-07-07 00:00:00+00:00,9.12,10.47,8.86,10.47,174984,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,16.98113953750153,-35.41689639428249,False,False,False,True,True,
2022-07-08 00:00:00+00:00,8.97,9.49,8.85,9.27,356478,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,20.081919786146855,-33.111913009575474,False,False,False,True,True,
2022-07-11 00:00:00+00:00,8.81,9.66,8.75,9.15,634837,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,21.50144496743298,-32.274600726805836,False,False,False,True,True,
2022-07-12 00:00:00+00:00,8.05,8.8,8.0,8.74,112734,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,20.18711951434709,-32.274600726805836,False,False,False,True,True,
