date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_56,aVWAP_BoS_CHoCH_bull_163,aVWAP_BoS_CHoCH_bull_395,aVWAP_BoS_CHoCH_bull_534,aVWAP_BoS_CHoCH_bull_642,aVWAP_BoS_CHoCH_bull_781,aVWAP_BoS_CHoCH_bear_94,aVWAP_BoS_CHoCH_bear_521,aVWAP_BoS_CHoCH_bear_572,aVWAP_BoS_CHoCH_bear_606,aVWAP_BoS_CHoCH_bear_743,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-07 15:00:00+00:00,0.3243,0.3243,0.3243,0.3243,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-07 16:00:00+00:00,0.3243,0.3243,0.3243,0.3243,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-07 17:00:00+00:00,0.3243,0.3243,0.3227,0.3227,700.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-02-07 18:00:00+00:00,0.3227,0.3227,0.3227,0.3227,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-07 19:00:00+00:00,0.3227,0.3227,0.3202,0.3202,700.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-07 20:00:00+00:00,0.3202,0.3202,0.3202,0.3202,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-10 15:00:00+00:00,0.3276,0.3276,0.3267,0.3267,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,22.869171703391743,-29.41774546694743,False,False,False,True,True,
2025-02-10 16:00:00+00:00,0.3267,0.329,0.3267,0.329,700.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,40.360082626869776,-15.048075938020709,False,False,False,True,True,
2025-02-10 17:00:00+00:00,0.329,0.329,0.329,0.329,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,52.02068990918847,-6.334797533851102,False,False,True,False,True,
2025-02-10 18:00:00+00:00,0.329,0.329,0.329,0.329,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,59.79442809740093,-0.8905041487537204,False,False,True,False,True,
2025-02-10 19:00:00+00:00,0.329,0.329,0.3251,0.3251,700.0,,,,,,,,,,,,0.3264,"rgba(239, 83, 80, 1.0)",,0.3264,,0,,,0.0,0.0,0.0,0.0,56.407885649500784,-0.8905041487537204,False,False,True,False,True,
2025-02-10 20:00:00+00:00,0.3251,0.3251,0.3221,0.3221,2.0,,,,,,,,,,,,0.3263905982905983,"rgba(239, 83, 80, 1.0)",,0.3263905982905983,,0,,,0.0,0.0,0.0,0.0,50.37856149779632,-0.8905041487537204,False,False,False,False,False,
2025-02-11 15:00:00+00:00,0.3223,0.3267,0.3223,0.3267,0.0,,,,,,,,,,,,0.3263905982905983,"rgba(38, 166, 154, 1.0)",,0.3263905982905983,,0,,,0.0,0.0,0.0,0.0,52.162006475619414,-0.8905041487537204,False,False,True,False,False,
2025-02-11 16:00:00+00:00,0.3267,0.3267,0.3267,0.3267,0.0,,,,,,,,,,,,0.3263905982905983,"rgba(38, 166, 154, 1.0)",,0.3263905982905983,,0,,,0.0,0.0,0.0,0.0,53.350969794168144,-0.8905041487537204,False,False,True,False,False,
2025-02-11 17:00:00+00:00,0.3267,0.3267,0.3234,0.3257,1100.0,,,,,,,,,,,,0.3257045135035146,"rgba(38, 166, 154, 1.0)",,0.3257045135035146,,0,,,0.0,0.0,0.0,0.0,52.805000246945866,-0.8905041487537204,False,False,True,False,False,
2025-02-11 18:00:00+00:00,0.3257,0.3257,0.3229,0.3229,200.0,,,,,,,,,,,,0.3255175824175824,"rgba(239, 83, 80, 1.0)",,0.3255175824175824,,0,,,0.0,0.0,0.0,0.0,49.25209702750152,-0.8905041487537204,False,False,False,False,False,
2025-02-11 19:00:00+00:00,0.3229,0.3229,0.3229,0.3229,0.0,,,,,,,,,,,,0.3255175824175824,"rgba(239, 83, 80, 1.0)",,0.3255175824175824,,0,,,0.0,0.0,0.0,0.0,46.88349488120529,8.322855985060379,False,False,False,True,False,
2025-02-11 20:00:00+00:00,0.3229,0.3229,0.3229,0.3229,0.0,,,,,,,,,,,,0.3255175824175824,"rgba(239, 83, 80, 1.0)",,0.3255175824175824,,0,,,0.0,0.0,0.0,0.0,45.304426783674465,6.066045636811744,False,False,False,True,False,
2025-02-12 15:00:00+00:00,0.3229,0.3229,0.3182,0.3182,700.0,,,,,,,,,,,,0.32402770787071306,"rgba(239, 83, 80, 1.0)",,0.32402770787071306,,0,,,0.0,0.0,0.0,0.0,39.944541299421516,0.3779289063992053,False,False,False,True,False,
2025-02-12 16:00:00+00:00,0.3182,0.32,0.3179,0.32,1400.0,,,,,,,,,,,,0.3208570778482041,"rgba(239, 83, 80, 1.0)",,0.3208570778482041,,0,,,0.0,0.0,0.0,0.0,39.123986089191945,-0.9879742846286561,False,False,False,True,False,
