date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bear_18,aVWAP_BoS_CHoCH_bear_50,aVWAP_BoS_CHoCH_bear_95,aVWAP_BoS_CHoCH_bear_137,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,33.06,33.41,31.97,32.25,355899,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,30.13,34.45,29.97,33.06,618734,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,29.35,30.36,29.06,29.63,401034,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-21 00:00:00+00:00,27.25,29.38,27.175,28.83,583597,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-28 00:00:00+00:00,26.93,28.27,25.96,26.89,737274,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-04 00:00:00+00:00,26.43,29.86,26.07,27.12,1055155,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-11 00:00:00+00:00,26.26,28.598,26.12,26.5,1231423,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-18 00:00:00+00:00,24.12,26.63,24.0,26.1,590909,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-25 00:00:00+00:00,24.51,24.54,22.54,23.84,411317,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,1.592887828257176,-48.494223224850636,False,False,False,True,True,
2022-03-04 00:00:00+00:00,23.72,24.82,23.61,24.13,588376,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,2.55873185668876,-47.64653208155477,False,False,False,True,True,
2022-03-11 00:00:00+00:00,22.92,24.38,22.5,23.69,468130,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,3.0996555878525403,-47.22244367058598,False,False,False,True,True,
2022-03-18 00:00:00+00:00,26.38,26.39,22.31,22.81,433852,,,,,,"rgba(239, 83, 80, 0.5)",,25.026666666666667,,0,,,0.0,0.0,0.0,0.0,12.4118423153873,-38.50393639582447,False,False,False,True,True,
2022-03-25 00:00:00+00:00,25.07,26.44,24.88,26.44,286250,,,,,,"rgba(239, 83, 80, 0.5)",,25.331790366735085,,0,,,0.0,0.0,0.0,0.0,17.869224360603475,-33.78523171987289,False,False,False,True,True,
2022-04-01 00:00:00+00:00,24.36,26.02,24.29,25.18,334679,,,,,,"rgba(239, 83, 80, 0.5)",,25.128057525390926,,0,,,0.0,0.0,0.0,0.0,21.194084438794384,-31.181898911793805,False,False,False,True,True,
2022-04-08 00:00:00+00:00,23.77,25.24,23.3,24.5,590149,,,,,,"rgba(239, 83, 80, 0.5)",,24.69288113208534,,0,,,0.0,0.0,0.0,0.0,23.116714953336057,-29.879706829842558,False,False,False,True,True,
