date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_126,aVWAP_BoS_CHoCH_bull_173,aVWAP_BoS_CHoCH_bull_276,aVWAP_BoS_CHoCH_bull_429,aVWAP_BoS_CHoCH_bull_528,aVWAP_BoS_CHoCH_bull_852,aVWAP_BoS_CHoCH_bear_248,aVWAP_BoS_CHoCH_bear_759,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,36.4741094533,37.9490334958,36.2947873812,37.3527876063,225421,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,36.8506858046,37.6128046108,36.0885669984,36.886550219,267695,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,34.9678040481,37.2810587775,34.8871091157,36.9493129442,306741,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,71.79487179487175,-62.82051282051299,False,False,True,False,True,
2022-01-06 00:00:00+00:00,34.6181260077,35.4609397463,34.1518886203,34.8781430121,366420,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,52.23565174861209,-62.82051282051299,False,False,False,False,True,
2022-01-07 00:00:00+00:00,34.2774140708,34.9274565819,34.0711936879,34.6091599041,280129,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,38.599713976740816,-62.82051282051299,False,False,False,True,True,
2022-01-10 00:00:00+00:00,34.1787869312,34.3760412104,32.7262781476,33.7842783727,263748,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,29.35190032662491,-62.82051282051299,False,False,False,True,True,
2022-01-11 00:00:00+00:00,34.9947023589,35.8913127192,33.3987359178,34.1160242059,224227,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.3505843954215,-62.82051282051299,False,False,False,True,True,
2022-01-12 00:00:00+00:00,35.4161092282,36.0437364804,33.8201427871,35.3354142958,325598,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,35.59272604357897,-62.82051282051299,False,False,False,True,True,
2022-01-13 00:00:00+00:00,34.5284649716,36.381310281,34.2774140708,35.6043974039,286311,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,34.919790387950385,-62.82051282051299,False,False,False,True,True,
2022-01-14 00:00:00+00:00,33.3180409854,34.5732954896,32.8876680125,33.9367021339,320457,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.52431546460108,-62.82051282051299,False,False,False,True,True,
