date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_107,aVWAP_BoS_CHoCH_bull_238,aVWAP_BoS_CHoCH_bull_321,aVWAP_BoS_CHoCH_bull_392,aVWAP_BoS_CHoCH_bull_518,aVWAP_BoS_CHoCH_bull_565,aVWAP_BoS_CHoCH_bull_597,aVWAP_BoS_CHoCH_bear_88,aVWAP_BoS_CHoCH_bear_115,aVWAP_BoS_CHoCH_bear_245,aVWAP_BoS_CHoCH_bear_307,aVWAP_BoS_CHoCH_bear_350,aVWAP_BoS_CHoCH_bear_746,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,16.5506347574,16.566457544,16.400318285,16.4794322179,277046,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,16.6534828702,16.7246854098,16.6060145105,16.6060145105,220330,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,16.5585461507,16.8077550393,16.5585461507,16.6851284433,568949,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,83.20610687090408,-17.17557251638368,False,False,True,False,True,
2022-01-06 00:00:00+00:00,16.6060145105,16.6778499615,16.5779290643,16.5981031172,149906,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,75.65404136425708,-17.17557251638368,False,False,True,False,True,
2022-01-07 00:00:00+00:00,16.7167740165,16.758546173,16.6140050177,16.6376600836,331082,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,75.32309070477996,-17.17557251638368,False,False,True,False,True,
2022-01-10 00:00:00+00:00,16.6851284433,16.7483404757,16.6186727397,16.7167740165,318929,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,72.58739928494933,-17.17557251638368,False,False,True,False,True,
2022-01-11 00:00:00+00:00,16.7563309829,16.7800651628,16.6139259037,16.6930398366,155060,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,72.95671667527728,-17.17557251638368,False,False,True,False,True,
2022-01-12 00:00:00+00:00,16.8037993426,16.8196221292,16.7325968031,16.7642423762,304710,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,74.32482175516455,-15.016760650928596,False,False,True,False,True,
2022-01-13 00:00:00+00:00,16.7800651628,16.9295904959,16.7721537695,16.7800651628,189161,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,73.5480783414417,-12.627949401196176,False,False,True,False,True,
2022-01-14 00:00:00+00:00,16.8512677024,16.8670904889,16.7246854098,16.7721537695,219238,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,74.69452783725094,-8.373845854231604,False,False,True,False,True,
2022-01-18 00:00:00+00:00,16.7325968031,16.8354449158,16.6574385668,16.8275335225,209606,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,69.13727265670792,-8.373845854231604,False,False,True,False,True,
2022-01-19 00:00:00+00:00,16.621837297,16.7626600976,16.5981031172,16.7484195896,155023,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,61.52839505459934,-8.373845854231604,False,False,True,False,True,
2022-01-20 00:00:00+00:00,16.4398752514,16.7009512299,16.4161410716,16.6376600836,131695,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,52.32983185754114,-8.373845854231604,False,False,False,False,False,
2022-01-21 00:00:00+00:00,16.3291157454,16.5427233642,16.3212043521,16.4082296783,481982,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,44.48050584067455,-8.373845854231604,False,False,False,True,False,
2022-01-24 00:00:00+00:00,16.3132929588,16.3434353672,15.9516631717,16.2104448461,586800,,,,,,,,,,,,,,16.2027971659,#000000,,16.2027971659,,0,,,0.0,0.0,0.0,0.0,39.02410263789399,13.910623744989493,False,False,False,True,False,
2022-01-25 00:00:00+00:00,16.2737359924,16.3787992952,16.0363941938,16.2025334528,417731,,,,,,,,,,,,,,16.213960986783903,#000000,,16.213960986783903,,0,,,0.0,0.0,0.0,0.0,34.82229189870723,8.658335330801648,False,False,False,True,False,
2022-01-26 00:00:00+00:00,16.1234195199,16.4397961375,16.0363941938,16.3924068917,352297,,,,,,,,,,,,,,16.210302284394995,#000000,,16.210302284394995,,0,,,0.0,0.0,0.0,0.0,30.250359334511593,3.075786443980057,False,False,False,True,False,
2022-01-27 00:00:00+00:00,16.1155081266,16.3873436,16.0601283736,16.2262676327,179147,,,,,,,,,,,,,,16.207661426738458,#000000,,16.207661426738458,,0,,,0.0,0.0,0.0,0.0,27.121444588393306,-1.1282419392705236,False,False,False,True,False,
2022-01-28 00:00:00+00:00,16.2816473857,16.2816473857,15.9810144407,16.0996853401,207206,,,,,,,,,,,,,,16.204544147434333,#000000,,16.204544147434333,,0,,,0.0,0.0,0.0,0.0,30.574986253068772,-1.1282419392705236,False,False,False,True,False,
2022-01-31 00:00:00+00:00,16.3370271387,16.3370271387,16.1867106662,16.2579132058,124060,,,,,,,,,,,,,,16.21001733097285,#000000,,16.21001733097285,,0,,,0.0,0.0,0.0,0.0,34.36723610345196,-1.1282419392705236,False,False,False,True,False,
2022-02-01 00:00:00+00:00,16.3765841051,16.4082296783,16.2420904192,16.344938532,225528,,,,,,,,,,,,,,16.22427297109128,#000000,,16.22427297109128,,0,,,0.0,0.0,0.0,0.0,37.92452658560752,-1.1282419392705236,False,False,False,True,True,
2022-02-02 00:00:00+00:00,16.4161410716,16.455698038,16.3212043521,16.3765841051,190797,,,,,,,,,,,,,,16.238761609061612,#000000,,16.238761609061612,,0,,,0.0,0.0,0.0,0.0,41.30863979924444,-1.1282419392705236,False,False,False,True,True,
2022-02-03 00:00:00+00:00,16.2758720686,16.4189217254,16.2679248654,16.3632913033,144313,,,,,,,,,,,,,,16.24364428040128,#000000,,16.24364428040128,,0,,,0.0,0.0,0.0,0.0,40.72249141947185,-1.1282419392705236,False,False,False,True,True,
2022-02-04 00:00:00+00:00,16.1646112244,16.2917664749,16.0692447865,16.2758720686,170006,,,,,,,,,,,,,,16.23916576649724,#000000,,16.23916576649724,,0,,,0.0,0.0,0.0,0.0,38.565045484067895,-1.1282419392705236,False,False,False,True,True,
2022-02-07 00:00:00+00:00,16.2520304591,16.299713678,16.1328224117,16.1805056307,174055,,,,,,,,,,,,,,16.2384765065311,#000000,,16.2384765065311,,0,,,0.0,0.0,0.0,0.0,39.40167188608575,-1.1282419392705236,False,False,False,True,True,
2022-02-08 00:00:00+00:00,16.2917664749,16.3059919685,16.2122944433,16.2679248654,354766,,,,,,,,,,,,,,16.242055262518495,#000000,,16.242055262518495,,0,,,0.0,0.0,0.0,0.0,40.92852146209186,-1.1282419392705236,False,False,False,True,True,
