date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_109,aVWAP_BoS_CHoCH_bull_202,aVWAP_BoS_CHoCH_bear_164,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-19 17:00:00+00:00,31.77,31.77,31.77,31.77,100.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-20 17:00:00+00:00,31.83,31.83,31.54,31.54,500.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-21 17:00:00+00:00,31.54,31.54,31.54,31.54,0.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2023-12-22 17:00:00+00:00,32.19,32.19,32.16,32.16,400.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,25.77764089929162,-26.800123190637542,False,False,False,True,True,
2023-12-25 17:00:00+00:00,32.16,32.16,32.16,32.16,0.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,42.962734832152705,-12.88019710502006,False,False,False,False,True,
2023-12-26 17:00:00+00:00,32.165,32.305,32.165,32.305,117.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,55.82681863504707,-3.1585118271641335,False,False,True,False,True,
2023-12-27 17:00:00+00:00,32.42,32.44,32.42,32.425,319.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,65.31153127148914,3.7260077080975833,False,False,True,False,True,
2023-12-28 17:00:00+00:00,32.545,32.56,32.545,32.56,223.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,72.46030155303174,8.95919831926615,False,False,True,False,True,
2023-12-29 17:00:00+00:00,32.56,32.56,32.48,32.48,200.0,,,,,"rgba(239, 83, 80, 1.0)",,32.50666666666666,,0,,,0.0,0.0,0.0,0.0,74.47702117880033,10.088319122769128,False,False,True,False,True,
2024-01-01 17:00:00+00:00,32.48,32.48,32.48,32.48,0.0,,,,,"rgba(239, 83, 80, 1.0)",,32.50666666666666,,0,,,0.0,0.0,0.0,0.0,75.82150092931272,11.305835734221539,False,False,True,False,True,
2024-01-02 17:00:00+00:00,32.19,32.19,32.04,32.04,254.0,,,,,"rgba(239, 83, 80, 1.0)",,32.273553597650505,,0,,,0.0,0.0,0.0,0.0,66.29648998791244,11.305835734221539,False,False,True,False,False,
2024-01-03 17:00:00+00:00,31.64,31.745,31.64,31.735,755.0,,,,,"rgba(38, 166, 154, 1.0)",,31.81310449407224,,0,,,0.0,0.0,0.0,0.0,56.21471470537691,21.88294025345364,False,False,True,False,False,
2024-01-04 17:00:00+00:00,31.845,31.845,31.76,31.76,38.0,,,,,"rgba(239, 83, 80, 1.0)",,31.813062023930996,,0,,,0.0,0.0,0.0,0.0,49.949340613025655,16.06500940131093,False,False,False,True,False,
2024-01-05 17:00:00+00:00,31.76,31.76,31.76,31.76,0.0,,,,,"rgba(239, 83, 80, 1.0)",,31.813062023930996,,0,,,0.0,0.0,0.0,0.0,45.77242455145815,11.947521868102235,False,False,False,True,False,
2024-01-08 17:00:00+00:00,31.97,32.04,31.97,32.04,1010.0,,,,,"rgba(239, 83, 80, 1.0)",,31.921419466710375,,0,,,0.0,0.0,0.0,0.0,47.84001958621352,11.947521868102235,False,False,False,True,False,
2024-01-09 17:00:00+00:00,31.88,31.88,31.88,31.88,0.0,,,,,"rgba(239, 83, 80, 1.0)",,31.921419466710375,,0,,,0.0,0.0,0.0,0.0,46.964778424546274,11.936859755026383,False,False,False,True,False,
2024-01-10 17:00:00+00:00,32.0,32.0,32.0,32.0,100.0,,,,,"rgba(239, 83, 80, 1.0)",,31.925350357120216,,0,,,0.0,0.0,0.0,0.0,48.18738492055431,11.936859755026383,False,False,False,True,False,
2024-01-11 17:00:00+00:00,32.0,32.0,31.87,31.87,100.0,,,,,"rgba(239, 83, 80, 1.0)",,31.924977001327477,,0,,,0.0,0.0,0.0,0.0,47.186963728461905,10.07758256349625,False,False,False,True,False,
2024-01-12 17:00:00+00:00,31.87,32.02,31.87,32.015,200.0,,,,,"rgba(239, 83, 80, 1.0)",,31.928852050667327,,0,,,0.0,0.0,0.0,0.0,48.6929399971479,10.07758256349625,False,False,False,False,False,
2024-01-15 17:00:00+00:00,32.015,32.015,32.015,32.015,0.0,,,,,"rgba(239, 83, 80, 1.0)",,31.928852050667327,,0,,,0.0,0.0,0.0,0.0,49.69692417627191,10.07758256349625,False,False,False,False,False,
