date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_45,aVWAP_BoS_CHoCH_bull_83,aVWAP_BoS_CHoCH_bull_118,aVWAP_BoS_CHoCH_bull_165,aVWAP_BoS_CHoCH_bear_28,aVWAP_BoS_CHoCH_bear_51,aVWAP_BoS_CHoCH_bear_64,aVWAP_BoS_CHoCH_bear_113,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,90.1886580887,90.7579886448,88.8864818919,89.1504670747,2442102,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,94.7600475537,94.9693602581,90.4565783504,90.4565783504,3203618,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,98.8207140198,99.3398095268,93.5544063761,94.8186551109,2824165,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,95.4549657324,100.5789407371,94.7349300291,100.0263551974,4610323,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,91.3660288314359,41.83819912971674,False,False,True,False,False,
2022-01-28 00:00:00+00:00,94.6595774555,98.0085807266,91.8129246752,93.2111335408,5498724,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,83.78184209381439,35.022900328019546,False,False,True,False,False,
2022-02-04 00:00:00+00:00,98.2180375346,99.1643916471,93.9425448477,94.2974276399,6889573,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,80.9187178746006,32.885641505576615,False,False,True,False,False,
2022-02-11 00:00:00+00:00,99.8488084606,102.1259730439,98.3025334375,98.9447022996,3993230,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,100.09243831399999,,0,,,0.0,0.0,0.0,0.0,79.7052873179118,32.263577945125405,False,False,True,False,False,
2022-02-18 00:00:00+00:00,97.0012965328,100.1952416626,96.832304727,99.654467884,3540917,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,99.11354754736881,,0,,,0.0,0.0,0.0,0.0,75.07354395038564,28.297925108455047,False,False,True,False,False,
2022-02-25 00:00:00+00:00,96.6464137406,97.9138522842,91.5766595664,96.2830813581,5482101,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,96.4598095922515,,0,,,0.0,0.0,0.0,0.0,71.3581572858713,25.245318259247952,False,False,True,False,False,
2022-03-04 00:00:00+00:00,97.094242026,99.4601273073,94.8044030573,94.8044030573,5136671,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,96.82123587149522,,0,,,0.0,0.0,0.0,0.0,69.02335870446262,23.484907881145674,False,False,True,False,False,
2022-03-11 00:00:00+00:00,97.5843182628,98.6151682783,92.7765013877,95.8014547116,4498089,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,96.72792185622583,,0,,,0.0,0.0,0.0,0.0,67.70660475843904,22.61021817881604,False,False,True,False,False,
2022-03-18 00:00:00+00:00,102.4597318604,102.7047699788,97.0249553856,97.8124572007,4276368,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,97.50160139276923,,0,,,0.0,0.0,0.0,0.0,69.43342092611341,22.61021817881604,False,False,True,False,False,
2022-03-25 00:00:00+00:00,101.1922933168,103.7356199942,99.4770264879,102.9920560486,4262915,,,,,,,,,101.4683132663,"rgba(38, 166, 154, 0.5)",,99.24663044085969,,0,,,0.0,0.0,0.0,0.0,69.23195153256201,22.61021817881604,False,False,True,False,False,
2022-04-01 00:00:00+00:00,98.8517568064,101.7668654566,98.4123781113,100.761364212,3824817,,,,,,,,,100.62117281257824,"rgba(38, 166, 154, 0.5)",,99.09321050102268,,0,,,0.0,0.0,0.0,0.0,66.75645246415765,22.422335494986058,False,False,True,False,False,
2022-04-08 00:00:00+00:00,97.4406752279,101.0148519207,95.8521522533,98.868655987,3307312,,,,,,,,,99.89016738269473,"rgba(38, 166, 154, 0.5)",,98.83557057235915,,0,,,0.0,0.0,0.0,0.0,63.75551947961107,19.653476666220342,False,False,True,False,False,
2022-04-15 00:00:00+00:00,95.9281985659,97.8462555618,94.2382805079,97.153389158,2351355,,,,,,,,,99.22547088219503,"rgba(38, 166, 154, 0.5)",,98.51549845762419,,0,,,0.0,0.0,0.0,0.0,60.396593224014765,16.56376788470591,False,False,True,False,False,
2022-04-22 00:00:00+00:00,94.6607600224,100.5205508887,94.5002178069,95.6071141349,2902331,,,,,,,,,98.76089491619373,"rgba(38, 166, 154, 0.5)",,98.28262169565363,,0,,,0.0,0.0,0.0,0.0,57.05277100087194,13.512568463911848,False,False,True,False,False,
2022-04-29 00:00:00+00:00,90.4773678697,94.2130162329,90.2725907262,94.0016919798,6623557,,,,,,,,,96.73828444854271,#000000,,96.99757447180302,,0,,,0.0,0.0,0.0,0.0,52.110456941059965,8.963642201934114,False,False,False,False,False,
2022-05-06 00:00:00+00:00,89.2657697711,92.7298311235,88.3406890256,90.3152526311,3949831,,,,,,,,,95.77684853023024,#000000,,96.30902478740363,,0,,,0.0,0.0,0.0,0.0,47.96809092780621,5.241918343045853,False,False,False,False,False,
2022-05-13 00:00:00+00:00,87.166804051,88.3698697686,84.3596507099,88.1480278632,3721761,,,,,,,,,94.67696903536667,"rgba(239, 83, 80, 0.5)",,93.27163292662682,,0,,,0.0,0.0,0.0,0.0,44.03202838373145,1.7295098154231496,False,False,False,True,False,
2022-05-20 00:00:00+00:00,87.0729478602,90.2555259643,85.8528173807,87.1070773841,3573114,,,,,,,,,93.95753542701682,"rgba(239, 83, 80, 0.5)",,92.9724253403091,,0,,,0.0,0.0,0.0,0.0,41.17817875431163,-0.7641829534118614,False,False,False,True,False,
2022-05-27 00:00:00+00:00,91.6207069204,91.6377716824,87.2862573846,88.566114531,3847848,,,,,,,,,93.5788212891279,"rgba(239, 83, 80, 0.5)",,92.97511433978161,,0,,,0.0,0.0,0.0,0.0,42.603486785467595,-0.7641829534118614,False,False,False,True,False,
