date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_615,aVWAP_BoS_CHoCH_bear_114,aVWAP_BoS_CHoCH_bear_350,aVWAP_BoS_CHoCH_bear_535,aVWAP_BoS_CHoCH_bear_723,aVWAP_BoS_CHoCH_bear_760,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,118.7575390761,121.5156770108,118.7137591089,121.0165853846,502771,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,117.9432316858,118.3635193711,116.9639613791,117.9957676465,194444,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,117.2427522104,118.4510793056,117.1201683021,118.4510793056,307139,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,117.8731837383,117.9957676465,116.6736126365,117.0150963808,316335,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,10.830971206705687,-40.071609727186456,False,False,False,True,True,
2022-01-07 00:00:00+00:00,116.8049525382,117.768111817,116.0177887276,117.768111817,151498,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,13.966260731738494,-37.799314951834475,False,False,False,True,True,
2022-01-10 00:00:00+00:00,117.2690201907,117.3390681382,115.9030852135,116.2533249512,142253,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,20.116949975871,-32.71144128522545,False,False,False,True,True,
2022-01-11 00:00:00+00:00,118.1796435088,118.2059114892,117.4222500759,117.452896053,203681,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,29.802365045301244,-24.49264408760857,False,False,False,True,True,
2022-01-12 00:00:00+00:00,117.6542839022,118.696247122,117.4791640333,118.696247122,584183,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,34.031021568938655,-21.515554431563842,False,False,False,True,True,
2022-01-13 00:00:00+00:00,118.7838070564,118.9939508991,117.5842359547,117.8819397317,615228,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,41.514132585389916,-15.371108102297818,False,False,False,True,True,
2022-01-14 00:00:00+00:00,116.5510287283,118.0045236399,116.1981621925,118.0045236399,146126,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,39.98910705691896,-15.371108102297818,False,False,False,True,True,
2022-01-18 00:00:00+00:00,114.493370269,115.7628141985,114.4846142756,115.4477735544,181991,,,,,,,114.91359958103332,#000000,,114.91359958103332,,0,,,0.0,0.0,0.0,0.0,35.77521112539627,-15.371108102297818,False,False,False,True,False,
2022-01-19 00:00:00+00:00,115.7454773315,116.1657650168,114.7211136585,115.0887778232,118832,,,,,,,115.16266911445776,#000000,,115.16266911445776,,0,,,0.0,0.0,0.0,0.0,36.55186891908194,-15.371108102297818,False,False,False,True,False,
2022-01-20 00:00:00+00:00,116.4372008135,116.4372008135,115.500397075,115.8593052463,211389,,,,,,,115.55979370252463,#000000,,115.55979370252463,,0,,,0.0,0.0,0.0,0.0,38.77285204740774,-15.371108102297818,False,False,False,True,False,
2022-01-21 00:00:00+00:00,118.3109834105,118.7225151023,117.1465238424,117.8906957252,270291,,,,,,,116.42341374549875,#000000,,116.42341374549875,,0,,,0.0,0.0,0.0,0.0,43.99043424511932,-15.3214305401996,False,False,False,True,True,
2022-01-24 00:00:00+00:00,116.8574884988,118.8801229843,116.761172571,118.8275870236,772200,,,,,,,116.95793829536532,#000000,,116.95793829536532,,0,,,0.0,0.0,0.0,0.0,44.8533073044817,-14.485127311486458,False,False,False,True,True,
2022-01-25 00:00:00+00:00,116.6473446562,118.1271075482,116.1920329971,117.5929919481,561493,,,,,,,116.96613440659623,#000000,,116.96613440659623,,0,,,0.0,0.0,0.0,0.0,45.08054311856737,-14.035878124970793,False,False,False,True,True,
2022-01-26 00:00:00+00:00,115.0362418626,116.9362924398,115.0012178888,116.7086366103,151416,,,,,,,116.87878040303877,#000000,,116.87878040303877,,0,,,0.0,0.0,0.0,0.0,42.819032724520696,-14.035878124970793,False,False,False,True,True,
2022-01-27 00:00:00+00:00,117.6630398956,118.0307916203,116.8662444923,116.8662444923,276025,,,,,,,116.94836565936232,#000000,,116.94836565936232,,0,,,0.0,0.0,0.0,0.0,45.87464105455247,-12.878262498049864,False,False,False,True,True,
2022-01-28 00:00:00+00:00,117.768111817,118.1971554957,116.4722247873,116.6911246234,753488,,,,,,,117.0696683716364,#000000,,117.0696683716364,,0,,,0.0,0.0,0.0,0.0,48.06644055895201,-10.525582982880977,False,False,False,False,True,
2022-01-31 00:00:00+00:00,116.7874405513,117.4441400596,116.4722247873,116.7436605841,299655,,,,,,,117.05563863567716,#000000,,117.05563863567716,,0,,,0.0,0.0,0.0,0.0,47.94902998466539,-10.302388221384078,False,False,False,False,True,
2022-02-01 00:00:00+00:00,116.2445689578,116.9713164136,115.5791134561,116.761172571,305962,,,,,,,116.99365516410019,#000000,,116.99365516410019,,0,,,0.0,0.0,0.0,0.0,47.04186354838391,-10.302388221384078,False,False,False,False,True,
2022-02-02 00:00:00+00:00,116.8662444923,118.2583598899,116.4634687939,116.4634687939,135168,,,,,,,117.00042942202107,#000000,,117.00042942202107,,0,,,0.0,0.0,0.0,0.0,47.5618408191109,-9.853468862488832,False,False,False,False,True,
2022-02-03 00:00:00+00:00,115.7805013053,116.085384997,114.6860021248,115.044997856,241050,,,,,,,116.91687891510801,#000000,,116.91687891510801,,0,,,0.0,0.0,0.0,0.0,46.19403896190214,-9.853468862488832,False,False,False,True,True,
2022-02-04 00:00:00+00:00,113.3375791345,114.6071981838,113.0573873443,114.274470433,754798,,,,,,,116.42962683087353,#000000,,116.42962683087353,,0,,,0.0,0.0,0.0,0.0,42.275467652857685,-9.853468862488832,False,False,False,True,False,
2022-02-07 00:00:00+00:00,113.6002589378,113.7123356539,113.0354973607,113.2325072132,232341,,,,,,,116.29813723106265,#000000,,116.29813723106265,,0,,,0.0,0.0,0.0,0.0,40.18673932601461,-9.853468862488832,False,False,False,True,False,
