date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_105,aVWAP_BoS_CHoCH_bull_219,aVWAP_BoS_CHoCH_bull_337,aVWAP_BoS_CHoCH_bull_498,aVWAP_BoS_CHoCH_bull_599,aVWAP_BoS_CHoCH_bear_118,aVWAP_BoS_CHoCH_bear_307,aVWAP_BoS_CHoCH_bear_353,aVWAP_BoS_CHoCH_bear_583,aVWAP_BoS_CHoCH_bear_715,aVWAP_BoS_CHoCH_bear_757,aVWAP_BoS_CHoCH_bear_793,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,88.9960831683,91.7893013443,88.7884791147,90.5908597621,208417,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,87.5806009846,90.5719866663,87.10877359,90.0152303407,161996,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,85.617799023,88.0524283792,85.358293956,87.5617278888,270609,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,86.8634233448,86.9766619195,84.9006213833,85.7687837893,185463,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,9.886355196091802,-40.93750773691585,False,False,False,True,True,
2022-01-07 00:00:00+00:00,86.6558192912,89.0527024557,86.0471619521,86.9860984674,206464,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.967411472545088,-35.91244810550543,False,False,False,True,True,
2022-01-10 00:00:00+00:00,87.0710273984,87.5806009846,85.0610426974,87.1370832336,334916,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,22.462533440834527,-30.6396989831296,False,False,False,True,True,
2022-01-11 00:00:00+00:00,89.1187582909,89.458474015,86.7501847701,87.8448243255,309391,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,34.452095268007334,-20.411964217217744,False,False,False,True,True,
2022-01-12 00:00:00+00:00,93.5444992522,93.6577378269,90.1284689154,90.1379054633,245517,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,48.79671039824386,-8.351111932453676,False,False,False,False,True,
2022-01-13 00:00:00+00:00,93.563372348,96.092367183,92.9971794745,93.91252462,291558,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,58.37588933926784,-0.9575937033515203,False,False,True,False,True,
2022-01-14 00:00:00+00:00,91.7893013443,93.4218241296,90.9588851299,93.3085855549,319470,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,60.06928633623416,-0.66386964378313,False,False,True,False,True,
2022-01-18 00:00:00+00:00,91.3646566892,92.7764586193,89.8264993828,92.1384536163,249085,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,60.23312238355568,-0.66386964378313,False,False,True,False,True,
2022-01-19 00:00:00+00:00,90.8362100073,93.0302073921,90.6474790494,91.553387647,211722,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,59.155635216871396,-0.66386964378313,False,False,True,False,True,
2022-01-20 00:00:00+00:00,87.7882050382,91.2325450187,87.6372202719,91.0532506088,297464,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,53.27579389053241,-0.66386964378313,False,False,False,False,False,
2022-01-21 00:00:00+00:00,83.6549970615,87.10877359,83.0604945443,86.759621318,455586,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,45.36531681854392,7.936653767319996,False,False,False,True,False,
2022-01-24 00:00:00+00:00,83.787108732,83.9192204025,80.908961625,81.6733220042,363583,,,,,,,,,,,,,82.8717635865,#000000,,82.8717635865,,0,,,0.0,0.0,0.0,0.0,40.327387895077166,3.359133143606293,False,False,False,True,False,
2022-01-25 00:00:00+00:00,85.5045604483,86.3632863065,81.6261392648,82.7962712034,238736,,,,,,,,,,,,,83.51633907535515,#000000,,83.51633907535515,,0,,,0.0,0.0,0.0,0.0,39.88692387753551,2.9131095232291315,False,False,False,True,False,
2022-01-26 00:00:00+00:00,85.3913218736,87.7221492029,84.7873828086,87.7221492029,440486,,,,,,,,,,,,,84.55148982184865,#000000,,84.55148982184865,,0,,,0.0,0.0,0.0,0.0,39.47598822210764,2.1707191802929913,False,False,False,True,False,
2022-01-27 00:00:00+00:00,85.6744183104,87.8259512297,85.1931543679,86.2123015402,242006,,,,,,,,,,,,,84.86787394615449,#000000,,84.86787394615449,,0,,,0.0,0.0,0.0,0.0,39.69704363489374,1.8273875956476076,False,False,False,True,False,
2022-01-28 00:00:00+00:00,87.2975045478,87.5334182451,84.0607686209,85.5611797357,256258,,,,,,,,,,,,,85.10555574003406,#000000,,85.10555574003406,,0,,,0.0,0.0,0.0,0.0,42.48724089315223,1.8273875956476076,False,False,False,True,False,
2022-01-31 00:00:00+00:00,87.2314487126,88.2694689807,85.5611797357,87.278631452,271190,,,,,,,,,,,,,85.39214156438386,#000000,,85.39214156438386,,0,,,0.0,0.0,0.0,0.0,44.252928604019026,1.8273875956476076,False,False,False,True,False,
2022-02-01 00:00:00+00:00,89.6000222334,89.9208648617,87.4296162183,87.4296162183,181365,,,,,,,,,,,,,85.7188565933899,#000000,,85.7188565933899,,0,,,0.0,0.0,0.0,0.0,48.713315962074006,1.8273875956476076,False,False,False,False,True,
2022-02-02 00:00:00+00:00,91.6005703865,92.7140830377,89.6566415208,90.2700171337,360533,,,,,,,,,,,,,86.57723368376686,#000000,,86.57723368376686,,0,,,0.0,0.0,0.0,0.0,53.79282929527491,-6.93730568035388,False,False,True,False,True,
2022-02-03 00:00:00+00:00,92.4498596968,94.1673114131,90.4021288042,90.4021288042,256719,,,,,,,,,,,,,87.14384492745916,#000000,,87.14384492745916,,0,,,0.0,0.0,0.0,0.0,57.961467536366584,-2.7593224510156347,False,False,True,False,True,
2022-02-04 00:00:00+00:00,90.505930831,92.4771313202,90.2794536816,92.4498596968,179263,,,,,,,,,,,,,87.39722025583788,#000000,,87.39722025583788,,0,,,0.0,0.0,0.0,0.0,57.62820924533178,-2.7593224510156347,False,False,True,False,True,
2022-02-07 00:00:00+00:00,89.8548090265,90.595578036,87.6466568198,90.2322709422,225189,,,,,,,,,,,,,87.5442277365316,#000000,,87.5442277365316,,0,,,0.0,0.0,0.0,0.0,56.46940171719949,-2.7593224510156347,False,False,True,False,True,
2022-02-08 00:00:00+00:00,92.1290170684,92.6857733941,89.4018547277,90.5342404747,303159,,,,,,,,,,,,,87.89697707983959,#000000,,87.89697707983959,,0,,,0.0,0.0,0.0,0.0,58.131850362538756,-1.5182112170028859,False,False,True,False,True,
2022-02-09 00:00:00+00:00,92.7423926814,93.6388647311,92.1761998079,92.8273216124,168986,,,,,,,,,,,,,88.13709695645754,#000000,,88.13709695645754,,0,,,0.0,0.0,0.0,0.0,59.820049281290736,0.5811346588749302,False,False,True,False,True,
2022-02-10 00:00:00+00:00,92.4215500531,94.5542098767,91.8270475359,91.8270475359,209034,,,,,,,,,,,,,88.40837253997432,#000000,,88.40837253997432,,0,,,0.0,0.0,0.0,0.0,60.412277884299044,1.6661661158148178,False,False,True,False,True,
2022-02-11 00:00:00+00:00,93.9030880721,95.9696920604,92.7329561335,92.7329561335,459881,,,,,,,,,,,,,91.62565362861457,#000000,,91.62565362861457,,0,,,0.0,0.0,0.0,0.0,62.26550263621051,3.950127224977379,False,False,True,False,True,
2022-02-14 00:00:00+00:00,92.3649307657,94.1201286736,92.2847201087,93.9030880721,185779,,,,,,,,,,,,,91.52456848367235,#000000,,91.52456848367235,,0,,,0.0,0.0,0.0,0.0,60.96918641029346,3.950127224977379,False,False,True,False,True,
2022-02-15 00:00:00+00:00,91.5722607428,93.4501337733,90.8503648291,93.3085855549,363394,,,,,,,,,,,,,91.29258395233926,#000000,,91.29258395233926,,0,,,0.0,0.0,0.0,0.0,58.91281321798911,3.950127224977379,False,False,True,False,True,
2022-02-16 00:00:00+00:00,93.2330931718,94.176747961,89.5150933024,91.5345145513,356546,,,,,,,,,,,,,91.28310366861115,#000000,,91.28310366861115,,0,,,0.0,0.0,0.0,0.0,59.406120782336004,3.950127224977379,False,False,True,False,True,
2022-02-17 00:00:00+00:00,91.8364840838,92.8461947082,91.1570526356,92.8461947082,234637,,,,,,,,,,,,,91.26185462775354,#000000,,91.26185462775354,,0,,,0.0,0.0,0.0,0.0,57.667589322795244,3.950127224977379,False,False,True,False,False,
2022-02-18 00:00:00+00:00,91.0909968003,93.3274586507,90.8645196509,91.9685957543,296028,,,,,,,,,,,,,91.23512503382838,#000000,,91.23512503382838,,0,,,0.0,0.0,0.0,0.0,55.481278488854535,3.950127224977379,False,False,True,False,False,
