date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_105,aVWAP_BoS_CHoCH_bull_368,aVWAP_BoS_CHoCH_bear_279,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-19 17:00:00+00:00,21.02,21.095,21.01,21.08,800.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-20 17:00:00+00:00,21.125,21.17,20.715,20.72,1133.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-21 17:00:00+00:00,20.83,20.965,20.73,20.95,85.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,13.939393939393968,-70.90909090909096,False,False,False,True,True,
2023-12-22 17:00:00+00:00,21.125,21.15,20.98,21.05,1139.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,26.5256336954451,-58.18753573470554,False,False,False,True,True,
2023-12-25 17:00:00+00:00,21.05,21.05,21.05,21.05,0.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,34.91646019947919,-49.160663236134894,False,False,False,True,True,
2023-12-26 17:00:00+00:00,21.165,21.28,21.165,21.22,929.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,44.818748101231186,-38.47844975063014,False,False,False,False,True,
2023-12-27 17:00:00+00:00,21.21,21.285,21.165,21.22,404.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,51.42027336906585,-30.706036721902727,False,False,True,False,True,
2023-12-28 17:00:00+00:00,21.23,21.275,21.19,21.25,1302.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,56.4863135532166,-24.11217998555695,False,False,True,False,True,
2023-12-29 17:00:00+00:00,21.09,21.16,21.07,21.135,195.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,55.519563563702235,-22.973862639066994,False,False,True,False,True,
2024-01-01 17:00:00+00:00,21.135,21.135,21.135,21.135,0.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,54.87506357069266,-21.195832488223985,False,False,True,False,True,
2024-01-02 17:00:00+00:00,21.43,21.5,21.305,21.37,101.0,,,,21.391666666666662,"rgba(239, 83, 80, 1.0)",,21.391666666666662,,0,,,0.0,0.0,0.0,0.0,59.64321567980785,-14.311240455597996,False,False,True,False,True,
2024-01-03 17:00:00+00:00,21.11,21.215,20.965,20.985,200.0,,,,21.167967884828347,"rgba(239, 83, 80, 1.0)",,21.167967884828347,,0,,,0.0,0.0,0.0,0.0,54.003540066644256,-14.311240455597996,False,False,True,False,True,
2024-01-04 17:00:00+00:00,21.0,21.005,20.915,20.94,500.0,,,,21.033988764044942,"rgba(239, 83, 80, 1.0)",,21.033988764044942,,0,,,0.0,0.0,0.0,0.0,49.56191189060811,-14.311240455597996,False,False,False,False,True,
2024-01-05 17:00:00+00:00,21.1,21.135,20.99,21.07,40.0,,,,21.035463733650413,"rgba(38, 166, 154, 1.0)",,21.035463733650413,,0,,,0.0,0.0,0.0,0.0,49.26337423195234,-14.311240455597996,False,False,False,False,True,
2024-01-08 17:00:00+00:00,21.145,21.225,21.1,21.21,109.0,,,,21.05185614035087,"rgba(38, 166, 154, 1.0)",,21.05185614035087,,0,,,0.0,0.0,0.0,0.0,51.46426712324829,-14.311240455597996,False,False,False,False,True,
2024-01-09 17:00:00+00:00,21.02,21.05,20.965,21.0,601.0,,,,21.033699763593376,"rgba(38, 166, 154, 1.0)",,21.033699763593376,,0,,,0.0,0.0,0.0,0.0,49.36760226032844,-14.311240455597996,False,False,False,False,True,
2024-01-10 17:00:00+00:00,20.94,21.01,20.9,20.96,100.0,,,,21.02903391883706,"rgba(38, 166, 154, 1.0)",,21.02903391883706,,0,,,0.0,0.0,0.0,0.0,47.37661351131722,-14.311240455597996,False,False,False,True,False,
2024-01-11 17:00:00+00:00,20.62,20.75,20.615,20.735,432.0,,,,20.960794527124335,"rgba(239, 83, 80, 1.0)",,20.960794527124335,,0,,,0.0,0.0,0.0,0.0,43.16283354570163,-14.311240455597996,False,False,False,True,False,
2024-01-12 17:00:00+00:00,20.635,20.715,20.615,20.66,100.0,,,,20.947168269964877,"rgba(239, 83, 80, 1.0)",,20.947168269964877,,0,,,0.0,0.0,0.0,0.0,39.54754406802941,-14.311240455597996,False,False,False,True,False,
2024-01-15 17:00:00+00:00,20.66,20.66,20.66,20.66,0.0,,,,20.947168269964877,"rgba(239, 83, 80, 1.0)",,20.947168269964877,,0,,,0.0,0.0,0.0,0.0,37.1373510829146,-14.311240455597996,False,False,False,True,False,
2024-01-16 17:00:00+00:00,20.41,20.415,20.245,20.3,2528.0,,,,20.61061947215736,"rgba(239, 83, 80, 1.0)",,20.61061947215736,,0,,,0.0,0.0,0.0,0.0,32.32865799376873,-6.647926386552285,False,False,False,True,False,
