date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_31,aVWAP_BoS_CHoCH_bull_70,aVWAP_BoS_CHoCH_bull_94,aVWAP_BoS_CHoCH_bull_140,aVWAP_BoS_CHoCH_bull_152,aVWAP_BoS_CHoCH_bear_62,aVWAP_BoS_CHoCH_bear_171,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,60.65,63.47,60.58,62.13,620282,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,60.32,62.84,60.05,60.69,885534,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,59.65,60.9,58.9187,60.0,843086,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-21 00:00:00+00:00,57.97,59.288,55.93,59.02,1002515,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-28 00:00:00+00:00,57.88,59.35,55.6606,57.88,1624465,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-04 00:00:00+00:00,58.33,62.74,55.31,57.03,2323870,,,,,,,,,"rgba(239, 83, 80, 0.5)",,58.79333333333333,,0,,,0.0,0.0,0.0,0.0,4.603976617164375,-45.647803354086804,False,False,False,True,True,
2022-02-11 00:00:00+00:00,59.38,60.9,56.49,58.78,1619211,,,,,,,,,"rgba(239, 83, 80, 0.5)",,58.84671733178531,,0,,,0.0,0.0,0.0,0.0,14.775129671540899,-36.22172021080988,False,False,False,True,True,
2022-02-18 00:00:00+00:00,59.37,59.77,57.5,59.16,1295272,,,,,,,,,"rgba(239, 83, 80, 0.5)",,58.85494703837892,,0,,,0.0,0.0,0.0,0.0,22.006678814354665,-29.940514783017637,False,False,False,True,True,
2022-02-25 00:00:00+00:00,58.58,59.6789,56.26,59.48,855853,,,,,,,,,"rgba(239, 83, 80, 0.5)",,58.759171649908126,,0,,,0.0,0.0,0.0,0.0,24.901301958722428,-27.9013733487119,False,False,False,True,True,
2022-03-04 00:00:00+00:00,59.09,61.24,57.7601,58.14,1487291,,,,,,,,,"rgba(239, 83, 80, 0.5)",,58.87769887621578,,0,,,0.0,0.0,0.0,0.0,29.307218829710415,-24.34759143919365,False,False,False,True,True,
2022-03-11 00:00:00+00:00,56.06,59.295,55.5185,59.03,1324728,,,,,,,,,"rgba(239, 83, 80, 0.5)",,58.592134606180885,,0,,,0.0,0.0,0.0,0.0,27.451059389990935,-24.34759143919365,False,False,False,True,True,
2022-03-18 00:00:00+00:00,55.5,57.04,54.15,56.12,1666593,,,,,,,,,"rgba(239, 83, 80, 0.5)",,58.114704747866966,,0,,,0.0,0.0,0.0,0.0,25.60913931176409,-19.47299508263467,False,False,False,True,False,
2022-03-25 00:00:00+00:00,53.57,56.66,53.0,55.49,1362908,,,,,,,,,"rgba(239, 83, 80, 0.5)",,57.69167461643584,,0,,,0.0,0.0,0.0,0.0,22.935697250437787,-21.6435495766669,False,False,False,True,False,
2022-04-01 00:00:00+00:00,53.07,54.8299,52.31,53.41,1378001,,,,,,,,,"rgba(239, 83, 80, 0.5)",,57.24781809828558,,0,,,0.0,0.0,0.0,0.0,20.751714029789177,-23.407772189553253,False,False,False,True,False,
2022-04-08 00:00:00+00:00,53.4,54.09,51.7006,52.83,1284436,,,,,,,,53.06353333333334,"rgba(239, 83, 80, 0.5)",,54.97159618517412,,0,,,0.0,0.0,0.0,0.0,20.162460934574636,-23.734679318628043,False,False,False,True,False,
