date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_293,aVWAP_BoS_CHoCH_bull_320,aVWAP_BoS_CHoCH_bull_693,aVWAP_BoS_CHoCH_bull_814,aVWAP_BoS_CHoCH_bear_132,aVWAP_BoS_CHoCH_bear_183,aVWAP_BoS_CHoCH_bear_274,aVWAP_BoS_CHoCH_bear_607,aVWAP_BoS_CHoCH_bear_794,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,12.4620294306,12.5073788827,12.2352821702,12.2352821702,1487515,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,12.6162175676,12.6978465814,12.5345885539,12.5345885539,920489,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,12.5255186635,12.7522659239,12.5164487731,12.6978465814,1775903,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,86.90476190630886,-2.380952374764547,False,False,True,False,True,
2022-01-06 00:00:00+00:00,12.7704057047,12.842964828,12.711451417,12.8248250472,1469011,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,85.22621729622513,-2.380952374764547,False,False,True,False,True,
2022-01-07 00:00:00+00:00,12.734126143,12.8338949376,12.688776691,12.8157551568,1539810,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,81.9056175225135,-2.380952374764547,False,False,True,False,True,
2022-01-10 00:00:00+00:00,12.6162175676,12.7885454855,12.5708681156,12.7250562526,951341,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,74.07592238111881,-2.380952374764547,False,False,True,False,True,
2022-01-11 00:00:00+00:00,12.9880830747,13.0198276911,12.688776691,12.7976153759,1240345,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,74.9151457973944,-2.380952374764547,False,False,True,False,True,
2022-01-12 00:00:00+00:00,13.0969217597,13.174197226,13.0243626363,13.0515723076,1067219,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,76.43717715383885,-2.380952374764547,False,False,True,False,True,
2022-01-13 00:00:00+00:00,12.9971529651,13.1740158282,12.9790131843,13.1513411021,1335089,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,74.52072308526826,-2.380952374764547,False,False,True,False,True,
2022-01-14 00:00:00+00:00,13.2873894584,13.300994294,13.1604109926,13.169480883,1236281,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,75.79779454458333,-1.3245374791014726,False,False,True,False,True,
2022-01-18 00:00:00+00:00,13.4869270475,13.5322764996,13.3780883625,13.4234378146,1645593,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,77.84046502678953,2.844889511304814,False,False,True,False,True,
2022-01-19 00:00:00+00:00,13.5050668283,13.6592549654,13.4959969379,13.5866958421,1263911,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,79.30009201023584,6.354116696699677,False,False,True,False,True,
2022-01-20 00:00:00+00:00,13.4778571571,13.7499538696,13.4733222119,13.5322764996,1780095,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,79.55792268036222,8.651183154378018,False,False,True,False,True,
2022-01-21 00:00:00+00:00,13.5141367188,13.6048356229,13.3735534173,13.5141367188,2303873,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,79.97467868314723,11.030088218452704,False,False,True,False,True,
2022-01-24 00:00:00+00:00,13.3871582529,13.4143679242,13.1150615405,13.3508786913,2310504,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,76.90456163180926,11.030088218452704,False,False,True,False,True,
2022-01-25 00:00:00+00:00,13.5232066092,13.5685560612,13.3327389104,13.3690184721,1804146,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,76.10297281861736,11.030088218452704,False,False,True,False,True,
2022-01-26 00:00:00+00:00,13.6229754037,13.8134431025,13.5730910065,13.650185075,2454383,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,76.3628096240916,12.090618666699612,False,False,True,False,True,
2022-01-27 00:00:00+00:00,13.6592549654,13.8291340129,13.5594861708,13.8225129929,2180014,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,76.81366491646185,13.935973868055981,False,False,True,False,True,
2022-01-28 00:00:00+00:00,13.650185075,13.8406527737,13.5504162804,13.7953033216,2203163,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,76.86008852609915,15.304645198364028,False,False,True,False,True,
2022-01-31 00:00:00+00:00,13.7136743079,13.7408839791,13.5504162804,13.7136743079,1447026,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,77.43061808517888,17.06684274820111,False,False,True,False,True,
2022-02-01 00:00:00+00:00,13.7318140887,13.7680936504,13.547060421,13.5866958421,2306956,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,77.96523739619981,18.6723403140234,False,False,True,False,True,
2022-02-02 00:00:00+00:00,13.7499538696,13.8134431025,13.6139055133,13.7771635408,2342404,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,78.48382538286623,20.149514119917896,False,False,True,False,True,
2022-02-03 00:00:00+00:00,13.9313516779,13.9857710203,13.6320452942,13.6683248558,1735405,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,80.21772575465025,22.63611603693242,False,False,True,False,True,
2022-02-04 00:00:00+00:00,14.1399591574,14.2125182807,14.0855398149,14.0855398149,1986117,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,82.48636196711597,25.44900890803936,False,False,True,False,True,
2022-02-07 00:00:00+00:00,14.1490290478,14.2306580616,14.1127494862,14.1399591574,1349272,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,84.04070354913725,27.447260067256266,False,False,True,False,True,
2022-02-08 00:00:00+00:00,13.9585613491,14.022050582,13.8315828833,14.0039108012,1418850,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,79.7633595551083,27.447260067256266,False,False,True,False,False,
2022-02-09 00:00:00+00:00,14.1218193766,14.1762387191,14.022050582,14.0674000341,1963176,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,78.32346184083019,27.447260067256266,False,False,True,False,False,
2022-02-10 00:00:00+00:00,14.0674000341,14.2941472945,14.0129806916,14.0674000341,1888071,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,76.07661246214374,32.28767510103185,False,False,True,False,False,
2022-02-11 00:00:00+00:00,14.3122870753,14.4483354315,14.1490290478,14.1671688287,6136866,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,76.49320580733266,32.28767510103185,False,False,True,False,False,
2022-02-14 00:00:00+00:00,14.3848461986,14.502754774,14.1580989382,14.2034483903,3963979,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,77.2380325486699,32.28767510103185,False,False,True,False,False,
