date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_156,aVWAP_BoS_CHoCH_bull_338,aVWAP_BoS_CHoCH_bull_506,aVWAP_BoS_CHoCH_bear_49,aVWAP_BoS_CHoCH_bear_125,aVWAP_BoS_CHoCH_bear_182,aVWAP_BoS_CHoCH_bear_248,aVWAP_BoS_CHoCH_bear_329,aVWAP_BoS_CHoCH_bear_467,aVWAP_BoS_CHoCH_bear_621,aVWAP_BoS_CHoCH_bear_696,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,7.39,7.695,7.08,7.19,21604683,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,7.11,7.48,6.96,7.46,24622803,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,6.63,7.29,6.61,7.06,30015771,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,6.44,6.84,6.355,6.67,27322287,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-07 00:00:00+00:00,6.42,6.77,6.29,6.51,27456525,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-10 00:00:00+00:00,7.29,7.84,6.95,7.16,107145707,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,18.158121736125636,-33.35505507521817,False,False,False,True,True,
2022-01-11 00:00:00+00:00,7.38,7.56,6.8,6.955,33332795,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.149310856653116,-22.455249588963845,False,False,False,True,True,
2022-01-12 00:00:00+00:00,7.15,7.7,7.07,7.49,23457705,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,37.12576098654889,-18.32906003687083,False,False,False,True,True,
2022-01-13 00:00:00+00:00,6.87,7.31,6.85,7.2,16643337,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,38.51239648960479,-18.191357865226514,False,False,False,True,True,
2022-01-14 00:00:00+00:00,6.86,6.95,6.63,6.77,18055484,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,39.35150550895068,-18.103274012227732,False,False,False,True,True,
