date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_198,aVWAP_BoS_CHoCH_bull_563,aVWAP_BoS_CHoCH_bear_73,aVWAP_BoS_CHoCH_bear_169,aVWAP_BoS_CHoCH_bear_232,aVWAP_BoS_CHoCH_bear_393,aVWAP_BoS_CHoCH_bear_469,aVWAP_BoS_CHoCH_bear_615,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-03 15:00:00+00:00,23.48,23.61,23.475,23.545,6971.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-03 16:00:00+00:00,23.545,23.575,23.53,23.545,1530.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-03 17:00:00+00:00,23.545,23.575,23.525,23.555,2330.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2025-02-03 18:00:00+00:00,23.555,23.555,23.515,23.515,4313.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,72.72727272727185,-45.45454545454852,False,False,True,False,True,
2025-02-03 19:00:00+00:00,23.515,23.52,23.475,23.505,22772.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,53.41171530547825,-45.45454545454852,False,False,False,True,True,
2025-02-03 20:00:00+00:00,23.505,23.53,23.505,23.515,20563.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,45.47345930135464,-45.45454545454852,False,False,False,True,True,
2025-02-04 15:00:00+00:00,23.5,23.555,23.49,23.555,17044.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,50.482451157527365,-45.45454545454852,False,False,False,True,True,
2025-02-04 16:00:00+00:00,23.555,23.57,23.53,23.53,2928.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,49.065509517440226,-45.45454545454852,False,False,False,True,True,
2025-02-04 17:00:00+00:00,23.535,23.565,23.53,23.565,456.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,52.97525196397686,-45.45454545454852,False,False,True,False,True,
2025-02-04 18:00:00+00:00,23.565,23.575,23.545,23.545,4325.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,52.576535774666034,-44.13173690598162,False,False,True,False,True,
2025-02-04 19:00:00+00:00,23.545,23.575,23.545,23.565,3941.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,54.6089258866177,-37.146987047713914,False,False,True,False,True,
2025-02-04 20:00:00+00:00,23.565,23.575,23.555,23.57,7424.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,56.49638918122578,-30.608523327551104,False,False,True,False,True,
2025-02-05 15:00:00+00:00,23.69,23.715,23.665,23.675,15750.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,64.07611825353624,-19.325930389765595,False,False,True,False,True,
2025-02-05 16:00:00+00:00,23.675,23.685,23.655,23.675,11708.0,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,69.12927096840987,-11.072178126743225,False,False,True,False,True,
2025-02-05 17:00:00+00:00,23.675,23.695,23.67,23.695,16473.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,73.21232584821367,-4.140987060298485,False,False,True,False,True,
2025-02-05 18:00:00+00:00,23.695,23.715,23.68,23.71,7536.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,76.43155361919031,1.6732576093711842,False,False,True,False,True,
2025-02-05 19:00:00+00:00,23.71,23.71,23.695,23.695,1800.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,76.29428348603795,4.173403118459895,False,False,True,False,True,
