date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2024-12-27 00:00:00+00:00,36.992339875,37.8057839979,36.8470819959,37.3796942193,634574,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-01-03 00:00:00+00:00,38.1059836147,39.292256294,36.8180304201,37.1957009058,1866723,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2025-01-10 00:00:00+00:00,36.8373981373,40.236432508,36.4694115103,38.0478804631,2472573,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,84.29570429568976,-20.669330669396082,False,False,True,False,True,
2025-01-17 00:00:00+00:00,38.4061832315,39.2148822637,36.2466827624,36.7211918341,1879267,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,79.69594072320177,-20.669330669396082,False,False,True,False,True,
2025-01-24 00:00:00+00:00,41.4469148338,41.8923723297,38.8032214344,38.9291115962,2119271,,"rgba(38, 166, 154, 0.5)",,40.71416953263334,,0,,,0.0,0.0,0.0,0.0,80.65112451744643,-20.669330669396082,False,False,True,False,True,
2025-01-31 00:00:00+00:00,40.4010581044,41.6309081473,38.6676474139,41.417863258,2695406,,"rgba(38, 166, 154, 0.5)",,40.44491037236908,,0,,,0.0,0.0,0.0,0.0,77.85175949324984,-20.669330669396082,False,False,True,False,True,
2025-02-07 00:00:00+00:00,40.139593922,41.1079797826,38.5127056762,38.861324586,2259587,,"rgba(38, 166, 154, 0.5)",,40.27727876784281,,0,,,0.0,0.0,0.0,0.0,75.08657966488025,-20.669330669396082,False,False,True,False,True,
2025-02-14 00:00:00+00:00,40.0233876187,41.1559148827,38.493337959,40.3235872355,2426181,,"rgba(38, 166, 154, 0.5)",,40.17860202410863,,0,,,0.0,0.0,0.0,0.0,72.76685885081491,-20.669330669396082,False,False,True,False,True,
2025-02-21 00:00:00+00:00,40.9530380449,41.6309081473,39.7139883363,40.1202262048,2600765,,"rgba(38, 166, 154, 0.5)",,40.30483959358368,,0,,,0.0,0.0,0.0,0.0,72.35261693489497,-20.669330669396082,False,False,True,False,True,
2025-02-28 00:00:00+00:00,39.1905757786,41.369443965,38.4739702418,41.1079797826,3578974,,"rgba(38, 166, 154, 0.5)",,40.16176381367334,,0,,,0.0,0.0,0.0,0.0,67.75692583876678,-20.669330669396082,False,False,True,False,True,
2025-03-07 00:00:00+00:00,36.5087032103,39.5747491301,35.5494933137,39.1024850738,4283177,,"rgba(38, 166, 154, 0.5)",,39.5286679491947,,0,,,0.0,0.0,0.0,0.0,60.35914576566069,-20.669330669396082,False,False,True,False,True,
2025-03-14 00:00:00+00:00,34.0030120517,36.2933703764,33.4940435351,36.0682496863,4745795,,#000000,,36.58911643502982,,0,,,0.0,0.0,0.0,0.0,52.63521912849627,-20.669330669396082,False,False,False,False,False,
