date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_133,aVWAP_BoS_CHoCH_bear_39,aVWAP_BoS_CHoCH_bear_72,aVWAP_BoS_CHoCH_bear_121,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,9.95,9.97,9.92,9.96,733910,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,9.96,9.97,9.93,9.94,1362047,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,9.96,9.98,9.96,9.97,3479734,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,9.97,9.99,9.95,9.95,4231037,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-28 00:00:00+00:00,8.68,9.99,7.81,9.96,5541569,,,,,,"rgba(38, 166, 154, 0.5)",,8.826666666666666,,0,,,0.0,0.0,0.0,0.0,71.81019805541358,23.351827849258143,False,False,True,False,False,
2022-02-04 00:00:00+00:00,7.08,8.86,6.94,8.63,1529610,,,,,,#000000,,8.567087323533082,,0,,,0.0,0.0,0.0,0.0,51.458122482629406,5.26897875474404,False,False,False,False,False,
2022-02-11 00:00:00+00:00,5.41,7.67,5.08,7.25,5660282,,,,,,"rgba(239, 83, 80, 0.5)",,7.449497090710957,,0,,,0.0,0.0,0.0,0.0,36.85683011927466,-6.855973539316018,False,False,False,True,False,
2022-02-18 00:00:00+00:00,4.95,5.76,4.8,5.42,4448583,,,,,,"rgba(239, 83, 80, 0.5)",,6.859246448379294,,0,,,0.0,0.0,0.0,0.0,26.41695160673888,-14.927210772978277,False,False,False,True,False,
2022-02-25 00:00:00+00:00,5.02,5.15,4.32,4.88,1776736,,,,,,"rgba(239, 83, 80, 0.5)",,6.669054062451535,,0,,,0.0,0.0,0.0,0.0,19.42931145588718,-19.854470836759653,False,False,False,True,False,
2022-03-04 00:00:00+00:00,4.4,5.2311,4.3,4.9,1536675,,,,,,"rgba(239, 83, 80, 0.5)",,5.580442764555805,,0,,,0.0,0.0,0.0,0.0,14.36238934208603,-23.234258044976478,False,False,False,True,False,
2022-03-11 00:00:00+00:00,6.84,7.6519,4.56,4.7,5192759,,,,,,"rgba(239, 83, 80, 0.5)",,6.222184002549941,,0,,,0.0,0.0,0.0,0.0,20.943948021689526,-23.234258044976478,False,False,False,True,False,
2022-03-18 00:00:00+00:00,7.2,7.73,5.82,6.8,8745542,,,,,,"rgba(239, 83, 80, 0.5)",,6.547278202952799,,0,,,0.0,0.0,0.0,0.0,26.616196077717774,-23.234258044976478,False,False,False,True,True,
2022-03-25 00:00:00+00:00,9.9,10.18,7.03,7.3,6791795,,,,,9.036666666666665,"rgba(239, 83, 80, 0.5)",,7.769054125118916,,0,,,0.0,0.0,0.0,0.0,35.80605309630299,-30.45823969772026,False,False,False,True,True,
2022-04-01 00:00:00+00:00,9.34,10.0,7.9012,9.9,6512859,,,,,9.058074892209397,"rgba(239, 83, 80, 0.5)",,8.007211958346547,,0,,,0.0,0.0,0.0,0.0,41.30823988617058,-25.916461927561485,False,False,False,True,True,
2022-04-08 00:00:00+00:00,8.21,9.4,7.765,9.25,2052181,,,,,8.977929586745358,"rgba(239, 83, 80, 0.5)",,8.013879695108155,,0,,,0.0,0.0,0.0,0.0,43.34621835238615,-24.456112598592078,False,False,False,True,True,
2022-04-15 00:00:00+00:00,8.95,9.08,7.67,8.17,2119822,,,,,8.928045665251274,"rgba(239, 83, 80, 0.5)",,8.031939691858875,,0,,,0.0,0.0,0.0,0.0,45.948291796922405,-22.160425932648963,False,False,False,True,True,
2022-04-22 00:00:00+00:00,8.0,9.5,7.73,8.95,2203385,,,,,8.870045075205292,#000000,,8.03958251748791,,0,,,0.0,0.0,0.0,0.0,46.35784540432553,-21.72489845098651,False,False,False,False,True,
2022-04-29 00:00:00+00:00,6.44,8.05,6.33,7.93,2550267,,,,,8.648629787464191,"rgba(239, 83, 80, 0.5)",,7.938550924884452,,0,,,0.0,0.0,0.0,0.0,44.682220724369415,-21.72489845098651,False,False,False,True,True,
2022-05-06 00:00:00+00:00,5.99,6.54,5.89,6.38,1954875,,,,,8.445858634027068,"rgba(239, 83, 80, 0.5)",,7.830220205507273,,0,,,0.0,0.0,0.0,0.0,42.98784452341474,-21.72489845098651,False,False,False,True,True,
