date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_265,aVWAP_BoS_CHoCH_bull_490,aVWAP_BoS_CHoCH_bull_608,aVWAP_BoS_CHoCH_bull_645,aVWAP_BoS_CHoCH_bull_734,aVWAP_BoS_CHoCH_bull_771,aVWAP_BoS_CHoCH_bull_873,aVWAP_BoS_CHoCH_bear_49,aVWAP_BoS_CHoCH_bear_212,aVWAP_BoS_CHoCH_bear_248,aVWAP_BoS_CHoCH_bear_467,aVWAP_BoS_CHoCH_bear_630,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,100.49,101.72,98.13,99.71,843607,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,97.98,102.85,93.55,101.13,1305015,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,88.91,100.0,88.63,97.09,1245736,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,90.24,92.2,84.5,88.27,992295,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,3.8054903296136757,-46.511633864520796,False,False,False,True,True,
2022-01-07 00:00:00+00:00,87.83,93.1,87.42,90.6,851773,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,5.63704569898493,-45.0441242386868,False,False,False,True,True,
2022-01-10 00:00:00+00:00,92.41,92.93,85.31,86.08,2510433,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.301860372608925,-36.41859894483034,False,False,False,True,True,
2022-01-11 00:00:00+00:00,90.94,94.55,88.49,92.37,1241388,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,20.708963031848,-32.136026373215344,False,False,False,True,True,
2022-01-12 00:00:00+00:00,85.85,92.895,85.17,91.2,1135162,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,21.63669192854322,-31.987504406398568,False,False,False,True,True,
2022-01-13 00:00:00+00:00,78.8,85.89,78.48,85.18,1964785,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,20.065559402339865,-31.987504406398568,False,False,False,True,True,
2022-01-14 00:00:00+00:00,77.58,79.24,74.48,78.38,2014976,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,18.733054211787014,-31.987504406398568,False,False,False,True,False,
2022-01-18 00:00:00+00:00,72.55,76.21,71.9,75.94,1300379,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,16.846030240017495,-28.265552929752584,False,False,False,True,False,
2022-01-19 00:00:00+00:00,72.0,74.96,71.11,72.73,1304895,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.492435164482334,-29.432717868969824,False,False,False,True,False,
2022-01-20 00:00:00+00:00,72.75,77.14,72.32,73.36,1595434,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.516107122122106,-29.432717868969824,False,False,False,True,False,
2022-01-21 00:00:00+00:00,70.1,73.65,69.42,71.89,1111863,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,14.96035192767034,-30.075339370392744,False,False,False,True,False,
2022-01-24 00:00:00+00:00,71.37,71.86,65.21,68.94,1708569,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,16.166123999730587,-30.075339370392744,False,False,False,True,False,
2022-01-25 00:00:00+00:00,65.75,71.27,65.07,69.81,1629029,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.66426329319047,-30.075339370392744,False,False,False,True,False,
2022-01-26 00:00:00+00:00,64.31,69.58,63.445,68.06,2174518,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.055562167684222,-30.451513420323863,False,False,False,True,False,
2022-01-27 00:00:00+00:00,61.59,66.405,61.17,65.01,1567379,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,14.168256770591835,-31.525819045937467,False,False,False,True,False,
2022-01-28 00:00:00+00:00,62.75,63.55,59.57,61.33,1978518,,,,,,,,,,,,,61.95666666666667,#000000,,61.95666666666667,,0,,,0.0,0.0,0.0,0.0,14.939973514365235,-31.525819045937467,False,False,False,True,False,
2022-01-31 00:00:00+00:00,69.55,69.82,63.0,63.23,1888226,,,,,,,,,,,,,64.6424516578634,#000000,,64.6424516578634,,0,,,0.0,0.0,0.0,0.0,21.895714274256882,-32.56164505701666,False,False,False,True,True,
