date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_152,aVWAP_BoS_CHoCH_bull_327,aVWAP_BoS_CHoCH_bull_499,aVWAP_BoS_CHoCH_bear_44,aVWAP_BoS_CHoCH_bear_307,aVWAP_BoS_CHoCH_bear_584,aVWAP_BoS_CHoCH_bear_704,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,105.7516343238,107.413104696,104.9094407213,107.2698744915,150552,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,105.3792357921,106.5346261084,103.7082167396,106.0858381343,154154,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,100.0892669058,105.789829045,100.0033287831,105.6656962011,112471,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,97.7211941914,99.554540809,95.2671833543,99.5163460878,462592,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-07 00:00:00+00:00,98.1508848049,99.7837091362,97.2246628158,97.6829994702,263949,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,1.9799181851763354,-48.18507499692169,False,False,False,True,True,
2022-01-10 00:00:00+00:00,94.3600587258,96.8236182432,92.0731497939,96.8236182432,281318,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,2.5759038675351067,-47.74875024282484,False,False,False,True,True,
2022-01-11 00:00:00+00:00,95.735068689,95.8878475738,93.2428631307,94.1977311607,230033,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,7.057239057501834,-43.74271712691611,False,False,False,True,True,
2022-01-12 00:00:00+00:00,94.2741206031,96.7567774811,94.0449522759,96.4703170721,187830,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,9.35311899917025,-41.94601039335985,False,False,False,True,True,
2022-01-13 00:00:00+00:00,94.3791560864,94.8947848226,92.5744555097,94.1213417183,121152,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,11.174568090456553,-40.58690985996611,False,False,False,True,True,
2022-01-14 00:00:00+00:00,92.2020569779,93.7107484654,91.31402971,93.443385417,213777,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,11.461407788872824,-40.58690985996611,False,False,False,True,True,
2022-01-18 00:00:00+00:00,90.8079496541,92.2402516991,89.7384974605,91.8296584462,206932,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,11.18400218737354,-40.58690985996611,False,False,False,True,True,
2022-01-19 00:00:00+00:00,95.1907939119,95.7111969882,91.123056104,91.3569987714,305080,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,19.57084488376985,-33.414353566769044,False,False,False,True,True,
2022-01-20 00:00:00+00:00,95.4390595997,99.5067974075,95.4199622391,96.4798657524,313515,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,25.535793924997165,-28.388643879049976,False,False,False,True,True,
2022-01-21 00:00:00+00:00,92.2688977401,95.3913161982,92.2020569779,93.7584918669,285172,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,27.035582618501245,-27.5570749664951,False,False,False,True,True,
2022-01-24 00:00:00+00:00,92.2688977401,92.4407739855,86.4823974782,89.4138423303,350995,,,,,,,,90.39735640126665,#000000,,90.39735640126665,,0,,,0.0,0.0,0.0,0.0,28.035441747503963,-26.977005124318545,False,False,False,True,True,
2022-01-25 00:00:00+00:00,89.3851962894,91.695976922,87.7332745975,91.3044810297,211748,,,,,,,,90.0991405933832,#000000,,90.0991405933832,,0,,,0.0,0.0,0.0,0.0,26.90811865501985,-26.977005124318545,False,False,False,True,True,
2022-01-26 00:00:00+00:00,89.7194000999,93.3097038928,89.6430106575,90.2732235573,223719,,,,,,,,90.32431100390305,#000000,,90.32431100390305,,0,,,0.0,0.0,0.0,0.0,26.717457175604856,-26.977005124318545,False,False,False,True,True,
2022-01-27 00:00:00+00:00,87.8001153596,90.9989232601,87.0362209356,90.6360734087,212567,,,,,,,,89.95992390616163,#000000,,89.95992390616163,,0,,,0.0,0.0,0.0,0.0,25.50499820451437,-26.977005124318545,False,False,False,True,True,
2022-01-28 00:00:00+00:00,89.8053382226,89.8053382226,87.0553182962,87.6091417536,132175,,,,,,,,89.83475315242013,#000000,,89.83475315242013,,0,,,0.0,0.0,0.0,0.0,27.886567669962893,-26.977005124318545,False,False,False,True,True,
2022-01-31 00:00:00+00:00,91.9537912901,91.9919860113,89.3947449697,90.5119405648,123794,,,,,,,,89.96089048989703,#000000,,89.96089048989703,,0,,,0.0,0.0,0.0,0.0,32.34511662621453,-23.226981982813502,False,False,False,True,True,
2022-02-01 00:00:00+00:00,95.6777766072,95.9164936147,92.9468540414,93.5006774988,189296,,,,,,,,90.60129253177563,#000000,,90.60129253177563,,0,,,0.0,0.0,0.0,0.0,39.1554789690782,-17.003729655210492,False,False,False,True,True,
2022-02-02 00:00:00+00:00,95.544095083,97.4156364218,94.7992980196,96.0024317374,813569,,,,,,,,92.51764987199572,#000000,,92.51764987199572,,0,,,0.0,0.0,0.0,0.0,43.56059650546425,-13.20233140677962,False,False,False,True,True,
2022-02-03 00:00:00+00:00,93.0996329262,95.1144044695,93.0041461232,94.3123153243,163566,,,,,,,,92.60017795060328,#000000,,92.60017795060328,,0,,,0.0,0.0,0.0,0.0,44.16121871368974,-12.883151446090565,False,False,False,True,True,
2022-02-04 00:00:00+00:00,93.8921733911,94.1213417183,92.0397294128,92.2688977401,162899,,,,,,,,92.64750996051016,#000000,,92.64750996051016,,0,,,0.0,0.0,0.0,0.0,45.391255513671666,-11.755386769124655,False,False,False,False,True,
2022-02-07 00:00:00+00:00,92.2020569779,94.1308903986,91.7819150447,94.1308903986,225153,,,,,,,,92.6521135614723,#000000,,92.6521135614723,,0,,,0.0,0.0,0.0,0.0,44.671424617501486,-11.755386769124655,False,False,False,True,True,
