date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_90,aVWAP_BoS_CHoCH_bull_305,aVWAP_BoS_CHoCH_bull_353,aVWAP_BoS_CHoCH_bull_452,aVWAP_BoS_CHoCH_bull_759,aVWAP_BoS_CHoCH_bear_51,aVWAP_BoS_CHoCH_bear_113,aVWAP_BoS_CHoCH_bear_193,aVWAP_BoS_CHoCH_bear_253,aVWAP_BoS_CHoCH_bear_475,aVWAP_BoS_CHoCH_bear_542,aVWAP_BoS_CHoCH_bear_593,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-04-20 00:00:00+00:00,75.22,77.1,75.05,77.1,5670,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-04-21 00:00:00+00:00,73.284,77.5,73.0465,77.5,8615,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-04-22 00:00:00+00:00,73.049,74.15,72.8,73.35,3534,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-04-25 00:00:00+00:00,72.2395,74.95,71.5825,74.95,2758,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-04-26 00:00:00+00:00,70.879,72.025,70.755,72.0,735,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-04-27 00:00:00+00:00,68.1,71.15,68.1,70.8,1788,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-04-28 00:00:00+00:00,68.759,68.759,66.1,68.5,2493,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,3.497573339428906,-46.7938911055235,False,False,False,True,True,
2022-04-29 00:00:00+00:00,66.6185,72.65,66.6185,72.65,1355,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,4.875598021434779,-45.72501144365306,False,False,False,True,True,
2022-05-02 00:00:00+00:00,66.963,67.65,65.65,67.65,7475,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,7.212146117788235,-43.781176134170664,False,False,False,True,True,
2022-05-03 00:00:00+00:00,65.2555,67.4,65.2555,67.4,1462,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,7.974781341024647,-43.32721877453222,False,False,False,True,True,
2022-05-04 00:00:00+00:00,65.952,66.3,63.9,66.1,1666,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,10.975216499267647,-40.75501283709815,False,False,False,True,True,
2022-05-05 00:00:00+00:00,62.249,65.65,62.249,65.65,952,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,11.132229998640797,-40.75501283709815,False,False,False,True,True,
2022-05-06 00:00:00+00:00,63.8845,63.8845,59.65,63.05,1381,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.270055243364475,-37.194270830068916,False,False,False,True,True,
2022-05-09 00:00:00+00:00,60.223,67.6,59.8765,67.6,3116,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,16.052602025930092,-36.73604722280028,False,False,False,True,True,
2022-05-10 00:00:00+00:00,59.538,60.8,58.35,60.6,480,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,16.28502441034065,-36.67075531858211,False,False,False,True,True,
2022-05-11 00:00:00+00:00,57.968,60.5995,57.9505,60.5995,630,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.823184410130933,-36.67075531858211,False,False,False,True,True,
2022-05-12 00:00:00+00:00,58.737,59.85,57.55,58.45,947,,,,,,,,,,,,,58.71233333333333,#000000,,58.71233333333333,,0,,,0.0,0.0,0.0,0.0,17.108845300346363,-35.99270868975928,False,False,False,True,True,
2022-05-13 00:00:00+00:00,61.7075,62.65,60.75,62.65,547,,,,,,,,,,,,,59.80712661758144,#000000,,59.80712661758144,,0,,,0.0,0.0,0.0,0.0,23.125212562856007,-30.442474528221034,False,False,False,True,True,
2022-05-16 00:00:00+00:00,62.3305,63.95,62.3305,62.8,613,,,,,,,,,,,,,60.698320598006646,#000000,,60.698320598006646,,0,,,0.0,0.0,0.0,0.0,28.056111974642178,-26.14708452389504,False,False,False,True,True,
2022-05-17 00:00:00+00:00,62.5555,63.85,62.221,62.6,523,,,,,,,,,,,,,61.13127300380228,#000000,,61.13127300380228,,0,,,0.0,0.0,0.0,0.0,31.687487609530635,-23.142894044357487,False,False,False,True,True,
2022-05-18 00:00:00+00:00,59.7865,61.95,59.7865,61.95,802,,,,,,,,,,,,,60.98554681429682,#000000,,60.98554681429682,,0,,,0.0,0.0,0.0,0.0,31.722790509884646,-23.142894044357487,False,False,False,True,True,
2022-05-19 00:00:00+00:00,61.44,61.8,61.44,61.8,135,,,,,,,,,,,,,61.00728810391552,#000000,,61.00728810391552,,0,,,0.0,0.0,0.0,0.0,34.194844530899275,-21.214547501527733,False,False,False,True,True,
2022-05-20 00:00:00+00:00,62.6675,62.6675,59.85,61.4,883,,,,,,,,,,,,,61.15036292134831,#000000,,61.15036292134831,,0,,,0.0,0.0,0.0,0.0,37.482789408505525,-18.241101370854693,False,False,False,True,True,
2022-05-23 00:00:00+00:00,61.9225,62.4,61.9225,62.4,86,,,,,,,,,,,,,61.16801991475602,#000000,,61.16801991475602,,0,,,0.0,0.0,0.0,0.0,38.92276247757192,-16.980530999042998,False,False,False,True,True,
2022-05-24 00:00:00+00:00,59.6035,64.45,59.6035,64.45,181,,,,,,,,,,,,,61.19448805738109,#000000,,61.19448805738109,,0,,,0.0,0.0,0.0,0.0,37.80417280590482,-16.980530999042998,False,False,False,True,True,
2022-05-25 00:00:00+00:00,60.4975,60.55,59.805,60.55,294,,,,,,,,,,,,,60.879196112202266,#000000,,60.879196112202266,,0,,,0.0,0.0,0.0,0.0,38.336237964484646,-16.980530999042998,False,False,False,True,True,
2022-05-26 00:00:00+00:00,61.144,62.6,60.85,60.85,269,,,,,,,,,,,,,61.05078985724177,#000000,,61.05078985724177,,0,,,0.0,0.0,0.0,0.0,39.60372273030357,-16.153937746488296,False,False,False,True,True,
2022-05-27 00:00:00+00:00,59.5785,61.2,58.4505,61.2,999,,,,,,,,,,,,,60.590248902282156,#000000,,60.590248902282156,,0,,,0.0,0.0,0.0,0.0,38.93969876612283,-16.153937746488296,False,False,False,True,True,
2022-05-31 00:00:00+00:00,60.125,60.125,59.3,59.45,108,,,,,,,,,,,,,60.5691635151747,#000000,,60.5691635151747,,0,,,0.0,0.0,0.0,0.0,39.32094336965352,-16.000316371651152,False,False,False,True,True,
2022-06-01 00:00:00+00:00,58.8645,59.975,58.8645,59.975,129,,,,,,,,,,,,,60.51995904021801,#000000,,60.51995904021801,,0,,,0.0,0.0,0.0,0.0,38.35471894052324,-16.000316371651152,False,False,False,True,True,
2022-06-02 00:00:00+00:00,60.0325,60.0325,58.35,58.35,132,,,,,,,,,,,,,60.4841701209409,#000000,,60.4841701209409,,0,,,0.0,0.0,0.0,0.0,39.515543080144205,-15.351441862711354,False,False,False,True,True,
2022-06-03 00:00:00+00:00,58.854,59.1005,58.755,59.1005,93,,,,,,,,,,,,,60.44494817923014,#000000,,60.44494817923014,,0,,,0.0,0.0,0.0,0.0,39.0849990024109,-15.351441862711354,False,False,False,True,True,
2022-06-06 00:00:00+00:00,58.5695,59.05,57.75,59.05,1513,,,,,,,,,,,,,59.89910836040221,#000000,,59.89910836040221,,0,,,0.0,0.0,0.0,0.0,38.51230880190329,-15.351441862711354,False,False,False,True,True,
2022-06-07 00:00:00+00:00,58.9635,58.9635,58.45,58.55,291,,,,,,,,,,,,,59.849356628884976,#000000,,59.849356628884976,,0,,,0.0,0.0,0.0,0.0,38.82002541714078,-15.277489942486056,False,False,False,True,True,
2022-06-08 00:00:00+00:00,57.5,58.65,57.5,58.65,147,,,,,,,,,,,,,59.80235951247341,#000000,,59.80235951247341,,0,,,0.0,0.0,0.0,0.0,37.46224063316966,-15.277489942486056,False,False,False,True,False,
2022-06-09 00:00:00+00:00,55.0305,56.4,55.0305,56.4,112,,,,,,,,,,,,,59.721548605129065,#000000,,59.721548605129065,,0,,,0.0,0.0,0.0,0.0,34.46308676694332,-11.617706949153387,False,False,False,True,False,
2022-06-10 00:00:00+00:00,55.131,55.131,53.5005,55.0,1180,,,,,,,,,,,,,58.88685004582956,#000000,,58.88685004582956,,0,,,0.0,0.0,0.0,0.0,32.65508742876971,-13.376724475114386,False,False,False,True,False,
2022-06-13 00:00:00+00:00,50.7805,54.45,50.7805,54.45,171,,,,,,,,,,,,,58.728718303657594,#000000,,58.728718303657594,,0,,,0.0,0.0,0.0,0.0,28.772714598567283,-17.011778535877745,False,False,False,True,False,
2022-06-14 00:00:00+00:00,49.6685,50.1,49.6,50.1,290,,,,,,,,,,,,,58.3927389588132,#000000,,58.3927389588132,,0,,,0.0,0.0,0.0,0.0,25.6792321023254,-19.792819091587756,False,False,False,True,False,
2022-06-15 00:00:00+00:00,50.628,50.628,49.85,49.85,86,,,,,,,,,,,,,58.30479953750535,#000000,,58.30479953750535,,0,,,0.0,0.0,0.0,0.0,25.336847696542918,-20.015474249465868,False,False,False,True,False,
2022-06-16 00:00:00+00:00,49.223,49.6,48.95,49.6,99,,,,,,,,,,,,,58.191906797915536,#000000,,58.191906797915536,,0,,,0.0,0.0,0.0,0.0,24.33966430477096,-20.975515882378545,False,False,False,True,False,
2022-06-17 00:00:00+00:00,49.199,49.199,49.199,49.199,30,,,,,,,,,,,,,58.15806687888494,#000000,,58.15806687888494,,0,,,0.0,0.0,0.0,0.0,23.661802160607056,-21.70123051012236,False,False,False,True,False,
2022-06-21 00:00:00+00:00,49.192,50.35,47.5,47.5,170,,,,,,,,,,,,,57.96741033194637,#000000,,57.96741033194637,,0,,,0.0,0.0,0.0,0.0,23.205709459066885,-22.281351025944417,False,False,False,True,False,
