date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_80,aVWAP_BoS_CHoCH_bull_187,aVWAP_BoS_CHoCH_bull_419,aVWAP_BoS_CHoCH_bull_558,aVWAP_BoS_CHoCH_bull_666,aVWAP_BoS_CHoCH_bear_118,aVWAP_BoS_CHoCH_bear_545,aVWAP_BoS_CHoCH_bear_596,aVWAP_BoS_CHoCH_bear_630,aVWAP_BoS_CHoCH_bear_767,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-03 15:00:00+00:00,0.3273,0.3273,0.3273,0.3273,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-03 16:00:00+00:00,0.3273,0.3273,0.3273,0.3273,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-03 17:00:00+00:00,0.3273,0.3273,0.3243,0.3243,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-02-03 18:00:00+00:00,0.3243,0.3243,0.3243,0.3243,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-03 19:00:00+00:00,0.3243,0.3243,0.3243,0.3243,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-03 20:00:00+00:00,0.3243,0.3243,0.3243,0.3243,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-04 15:00:00+00:00,0.338,0.3381,0.3344,0.3344,900.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,28.11909244711606,-24.692816797595547,False,False,False,True,True,
2025-02-04 16:00:00+00:00,0.3344,0.3345,0.3344,0.3345,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,46.91369221682288,-9.464822551686375,False,False,True,False,True,
2025-02-04 17:00:00+00:00,0.3345,0.3379,0.3345,0.3379,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,60.799782034537266,1.0051713397664486,False,False,True,False,True,
2025-02-04 18:00:00+00:00,0.3379,0.3379,0.3379,0.3379,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,70.05717524634686,7.542308265378516,False,False,True,False,True,
2025-02-04 19:00:00+00:00,0.3379,0.3379,0.335,0.3369,100.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,73.60003887976643,9.490516191528442,False,False,True,False,True,
