date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bear_272,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-14 17:00:00+00:00,7.72,7.72,7.705,7.705,1500.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-15 17:00:00+00:00,7.7,7.71,7.69,7.69,1443.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-18 17:00:00+00:00,7.69,7.7,7.69,7.7,80.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,14.285714285714285,-71.42857142857142,False,False,False,True,True,
2023-12-19 17:00:00+00:00,7.7,7.725,7.7,7.725,160.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,34.22016579911317,-52.05899363794101,False,False,False,True,True,
2023-12-20 17:00:00+00:00,7.725,7.74,7.725,7.74,100.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,49.83747344093692,-36.91376956538928,False,False,True,False,True,
2023-12-21 17:00:00+00:00,7.76,7.765,7.76,7.765,990.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,62.36696234000557,-24.469313320308544,False,False,True,False,True,
2023-12-22 17:00:00+00:00,7.795,7.82,7.78,7.82,620.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,72.62198333578155,-13.820764296249862,False,False,True,False,True,
2023-12-25 17:00:00+00:00,7.82,7.82,7.82,7.82,0.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,79.45866399963221,-5.958183855402083,False,False,True,False,True,
2023-12-26 17:00:00+00:00,7.79,7.79,7.79,7.79,0.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,76.61105470691804,-5.958183855402083,False,False,True,False,True,
2023-12-27 17:00:00+00:00,7.79,7.79,7.78,7.78,25.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,72.77169696050233,-5.958183855402083,False,False,True,False,True,
2023-12-28 17:00:00+00:00,7.73,7.74,7.69,7.69,1289.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,60.36232174589689,-5.958183855402083,False,False,True,False,False,
