date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_65,aVWAP_BoS_CHoCH_bull_603,aVWAP_BoS_CHoCH_bull_642,aVWAP_BoS_CHoCH_bear_43,aVWAP_BoS_CHoCH_bear_221,aVWAP_BoS_CHoCH_bear_251,aVWAP_BoS_CHoCH_bear_335,aVWAP_BoS_CHoCH_bear_371,aVWAP_BoS_CHoCH_bear_441,aVWAP_BoS_CHoCH_bear_511,aVWAP_BoS_CHoCH_bear_593,aVWAP_BoS_CHoCH_bear_620,aVWAP_BoS_CHoCH_bear_746,aVWAP_BoS_CHoCH_bear_831,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-28 00:00:00+00:00,120.0,122.1,114.0,118.5,11044,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,5.98278154345053,-45.36280262420673,False,False,False,True,True,
2022-01-31 00:00:00+00:00,127.2,128.4,120.6,121.2,17823,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,11.277806018475964,-40.53309785006539,False,False,False,True,True,
2022-02-01 00:00:00+00:00,132.3,134.1,125.223,128.7,7281,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,17.352521912638007,-35.23744407634909,False,False,False,True,True,
2022-02-02 00:00:00+00:00,124.5,132.9,123.0,132.9,7443,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,20.014041650498555,-33.2667895117035,False,False,False,True,True,
2022-02-03 00:00:00+00:00,118.2,123.3,116.1,121.8,9894,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,20.847132194679006,-32.891756461987306,False,False,False,True,True,
2022-02-04 00:00:00+00:00,121.2,123.0,115.8,119.85,4430,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,22.827185191450532,-31.290945345639518,False,False,False,True,True,
2022-02-07 00:00:00+00:00,118.2,124.5,116.7,123.0,7525,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,23.63645242994201,-30.698086945730758,False,False,False,True,True,
2022-02-08 00:00:00+00:00,116.1,120.0,112.8,120.0,10503,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,23.820812809179593,-30.558969975565617,False,False,False,True,True,
2022-02-09 00:00:00+00:00,120.6,123.0,116.7,118.5,14100,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,26.229363159008763,-28.260890556057376,False,False,False,True,True,
2022-02-10 00:00:00+00:00,113.4,120.6,112.8,117.6,13825,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,26.413880912784602,-28.043735935733885,False,False,False,True,True,
2022-02-11 00:00:00+00:00,111.3,114.9,108.9,114.9,12902,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,26.160145707316346,-28.043735935733885,False,False,False,True,True,
2022-02-14 00:00:00+00:00,106.8,114.9,105.75,105.75,15057,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,25.217370962148827,-28.043735935733885,False,False,False,True,True,
2022-02-15 00:00:00+00:00,112.5,116.1,108.9,108.9,20511,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,27.44975863473995,-26.73350724011098,False,False,False,True,True,
2022-02-16 00:00:00+00:00,101.1,112.8,97.5,111.6,33790,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,26.835772977490706,-26.73350724011098,False,False,False,True,True,
2022-02-17 00:00:00+00:00,95.4,103.2,93.6,99.9,25912,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,25.589651324465088,-26.73350724011098,False,False,False,True,False,
2022-02-18 00:00:00+00:00,90.0,96.0,89.7,94.2,25065,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,24.04526477421818,-26.73350724011098,False,False,False,True,False,
2022-02-22 00:00:00+00:00,91.2,95.4,84.9,90.0,38022,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,23.599429617602624,-26.73350724011098,False,False,False,True,False,
2022-02-23 00:00:00+00:00,83.7,93.3,82.95,91.2,25323,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,22.30165647713651,-23.848077112504342,False,False,False,True,False,
2022-02-24 00:00:00+00:00,78.6,81.3,75.3,80.1,47125,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,20.845432129172604,-25.335756817659462,False,False,False,True,False,
2022-02-25 00:00:00+00:00,82.5,84.6,78.15,79.5,27766,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,21.799422651003372,-25.335756817659462,False,False,False,True,False,
2022-02-28 00:00:00+00:00,77.7,84.3,76.2,81.0,45613,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,21.74810310192641,-25.335756817659462,False,False,False,True,False,
2022-03-01 00:00:00+00:00,79.8,82.2,77.55,80.4,19410,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,22.76318529558015,-25.335756817659462,False,False,False,True,True,
2022-03-02 00:00:00+00:00,78.3,80.64,75.9,79.8,13408,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,23.1870140001876,-25.335756817659462,False,False,False,True,True,
2022-03-03 00:00:00+00:00,72.9,78.6,71.7,78.3,18364,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,22.603680586421593,-25.335756817659462,False,False,False,True,True,
2022-03-04 00:00:00+00:00,64.2,74.1,63.6,74.1,28948,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,21.066119948129913,-25.74818119044219,False,False,False,True,False,
2022-03-07 00:00:00+00:00,74.7,76.5,61.8,64.2,34032,,,,,,,,,,,,,,,71.0,#000000,,71.0,,0,,,-1.0,0.0,61.8,64.0,24.84889917256541,-28.52150136757873,False,False,False,True,True,
2022-03-08 00:00:00+00:00,87.0,90.0,73.5,76.2,32171,,,,,,,,,,,,,,,77.07430932132985,#000000,,77.07430932132985,,0,,,0.0,0.0,0.0,0.0,31.53307278338496,-22.42898504176531,False,False,False,True,True,
2022-03-09 00:00:00+00:00,90.0,96.9,85.2,86.4,28129,,,,,,,,,,,,,,,81.1373743798499,#000000,,81.1373743798499,,0,,,0.0,0.0,0.0,0.0,36.85658949945258,-17.849910671481176,False,False,False,True,True,
2022-03-10 00:00:00+00:00,93.3,94.179,84.636,87.0,18680,,,,,,,,,,,,,,,82.7188280890525,#000000,,82.7188280890525,,0,,,0.0,0.0,0.0,0.0,41.35153111619627,-14.115785258178732,False,False,False,True,True,
2022-03-11 00:00:00+00:00,90.0,94.797,88.5,93.3,17625,,,,,,,,,,,,,,,83.84944598390962,#000000,,83.84944598390962,,0,,,0.0,0.0,0.0,0.0,43.40635090313532,-12.608675139919491,False,False,False,True,True,
2022-03-14 00:00:00+00:00,86.7,94.5,86.1,89.7,21536,,,,,,,,,,,,,,,84.59252084798223,#000000,,84.59252084798223,,0,,,0.0,0.0,0.0,0.0,43.85524662292068,-12.410457276614586,False,False,False,True,True,
2022-03-15 00:00:00+00:00,85.8,86.7,78.0,86.7,11945,,,,,,,,,,,,,,,84.51300390572638,#000000,,84.51300390572638,,0,,,0.0,0.0,0.0,0.0,43.89874286716128,-12.370620233629488,False,False,False,True,True,0.0
2022-03-16 00:00:00+00:00,90.3,93.6,85.8,89.1,13335,,,,,,,,,,,,,,,84.91781866184286,#000000,,84.91781866184286,,0,,,0.0,0.0,0.0,0.0,45.53671165524289,-10.6975409815157,False,False,False,False,True,0.0
2022-03-17 00:00:00+00:00,94.2,101.4,89.7,89.7,19958,,,,,,,,,,,,,,,85.94722419216762,#000000,,85.94722419216762,,0,,,0.0,0.0,0.0,0.0,47.92398679658913,-8.311649484238224,True,False,False,False,True,0.0
2022-03-18 00:00:00+00:00,88.2,103.5,84.6,93.3,73320,,,,92.1,,,,,,,,,,,89.8567666336696,#000000,,89.8567666336696,,0,,,0.0,0.0,0.0,0.0,47.51567101735502,-8.311649484238224,True,False,False,False,True,0.0
2022-03-21 00:00:00+00:00,89.1,91.2,82.95,89.1,18580,,,,91.2205331882481,,,,,,,,,,,89.42141528014014,#000000,,89.42141528014014,,0,,,0.0,0.0,0.0,0.0,47.57105130845349,-8.265612977655124,True,False,False,False,True,0.0
2022-03-22 00:00:00+00:00,89.4,97.5,87.9,91.2,14844,,,,91.27330248070149,,,,,,,,,,,89.54486395261915,#000000,,89.54486395261915,,0,,,0.0,0.0,0.0,0.0,47.72508165919325,-7.781214582446424,True,False,False,False,True,0.0
2022-03-23 00:00:00+00:00,85.2,93.6,84.3,87.3,18380,,,,90.74840478245581,,,,,,,,,,,89.27909779017685,#000000,,89.27909779017685,,0,,,0.0,0.0,0.0,0.0,46.327169482726234,-7.781214582446424,True,False,False,False,True,0.0
2022-03-24 00:00:00+00:00,72.3,84.0,68.1,81.9,123683,,,,82.82038608238513,,,,,,,,,,,83.5120572364962,#000000,,83.5120572364962,,0,,,0.0,0.0,0.0,0.0,41.90552175385484,-2.815801108995174,True,False,False,True,False,0.0
2022-03-25 00:00:00+00:00,71.55,75.3,69.6,73.2,38591,,,,81.38759646900812,,,,,,,,,,,82.31592150882446,#000000,,82.31592150882446,,0,,,0.0,0.0,0.0,0.0,38.79081895974154,-5.791003631977951,True,False,False,True,False,0.0
2022-03-28 00:00:00+00:00,67.5,71.7,63.045,70.8,63683,,,,78.8530905830848,,,,,,,,,,,80.12973637728294,#000000,,80.12973637728294,,0,,,0.0,0.0,0.0,0.0,35.81837794520889,-8.569370968355585,True,False,False,True,False,0.0
2022-03-29 00:00:00+00:00,71.4,72.6,67.5,68.4,33000,,,,78.13539824932761,,,,,,,,,,,79.4614185309497,#000000,,79.4614185309497,,0,,,0.0,0.0,0.0,0.0,35.71637119069154,-8.683999635900932,True,False,False,True,False,0.0
2022-03-30 00:00:00+00:00,75.3,80.7,71.1,74.4,169592,,,,77.38942714381953,,,,,,,,,,,78.51407050801811,#000000,,78.51407050801811,,0,,,0.0,0.0,0.0,0.0,37.39518755500557,-8.683999635900932,True,False,False,True,False,0.0
2022-03-31 00:00:00+00:00,69.6,78.9,68.1,75.6,43248,,,,77.01344381417306,,,,,,,,,,,78.1235756722628,#000000,,78.1235756722628,,0,,,0.0,0.0,0.0,0.0,36.94473759765994,-8.683999635900932,True,False,False,True,False,0.0
2022-04-01 00:00:00+00:00,66.0,72.0,64.2,69.9,41764,,,,76.38481488527208,,,,,,,,,,,77.51370725150966,#000000,,77.51370725150966,,0,,,0.0,0.0,0.0,0.0,35.751616433003,-8.952404791355193,True,False,False,True,False,0.0
2022-04-04 00:00:00+00:00,66.3,69.9,64.788,66.0,41662,,,,75.80987767565668,,,,,,,,,,,76.94984091903979,#000000,,76.94984091903979,,0,,,0.0,0.0,0.0,0.0,35.106480716314906,-9.791556936452835,True,False,False,True,False,0.0
2022-04-05 00:00:00+00:00,60.6,68.4,59.55,66.6,43483,,,,75.03133249105451,,,,,,,,,,,71.75060362322547,#000000,,71.75060362322547,,0,,,0.0,0.0,0.0,0.0,33.27993153592002,-11.742348492300117,True,False,False,True,False,0.0
2022-04-06 00:00:00+00:00,108.9,119.4,74.1,77.4,5289870,,,,97.6983929023729,,,,,,,,,,,99.07847116565878,#000000,,99.07847116565878,,0,,,0.0,1.0,119.4,114.0,44.63345651729985,-11.065841109648062,True,False,False,True,True,0.0
2022-04-07 00:00:00+00:00,99.0,103.5,91.2,99.6,642519,,,,97.71785385922549,,,,,,,,,,,98.94865820603748,#000000,,98.94865820603748,,0,,,0.0,0.0,0.0,0.0,49.78262503116983,-6.688551742829837,True,False,False,False,True,0.0
2022-04-08 00:00:00+00:00,88.5,106.5,84.0,100.8,312759,,,,97.50612248983997,,,,,,,,,,,98.66455444765154,#000000,,98.66455444765154,,0,,,0.0,0.0,0.0,0.0,50.977994802035155,-5.949068394600346,True,False,False,False,True,0.0
2022-04-11 00:00:00+00:00,80.55,84.9,77.1,84.3,97369,,,,97.27661352421555,,,,,,,,,,,98.40606629609377,#000000,,98.40606629609377,,0,,,0.0,0.0,0.0,0.0,50.26055434383717,-5.949068394600346,True,False,False,False,True,0.0
2022-04-12 00:00:00+00:00,70.5,81.3,69.6,80.4,81988,,,,97.0073479414437,,,,,,,,,,,98.10945669936015,#000000,,98.10945669936015,,0,,,0.0,0.0,0.0,0.0,48.059624689689386,-5.949068394600346,True,False,False,False,True,0.0
2022-04-13 00:00:00+00:00,73.8,74.7,69.9,69.9,52111,,,,96.8321547508307,,,,,,,,,,,97.91705502414669,#000000,,97.91705502414669,,0,,,0.0,0.0,0.0,0.0,47.283892472175246,-5.949068394600346,True,False,False,False,True,0.0
2022-04-14 00:00:00+00:00,70.2,73.5,68.7,73.2,42553,,,,96.67921447276188,,,,,,,,,,,97.74980360866476,#000000,,97.74980360866476,,0,,,0.0,0.0,0.0,0.0,46.12164903470427,-5.949068394600346,True,False,False,True,False,0.0
2022-04-18 00:00:00+00:00,68.4,72.297,66.3,70.2,34215,,,,96.54907146223813,,,,,,,,,,,97.6079541016669,#000000,,97.6079541016669,,0,,,0.0,0.0,0.0,0.0,45.01476382309224,-5.949068394600346,True,False,False,True,False,0.0
2022-04-19 00:00:00+00:00,70.8,72.9,66.3,66.6,35719,,,,96.41939623021294,,,,,,,,,,,97.46647664813287,#000000,,97.46647664813287,,0,,,0.0,0.0,0.0,0.0,44.89234905621747,-5.949068394600346,True,False,False,True,False,0.0
2022-04-20 00:00:00+00:00,66.3,72.15,65.25,71.1,43803,,,,96.24958789223915,,,,,,,,,,,97.28187151808203,"rgba(239, 83, 80, 0.5)",37.5179218795786,97.28187151808203,-0.8257885822547594,0,,,0.0,0.0,0.0,0.0,43.881681906417384,0.06836332996678607,True,False,False,True,False,0.0
2022-04-21 00:00:00+00:00,61.5,67.65,60.6,66.3,47173,,,,96.03933550263784,,,,,,,,,,,97.05464634652172,"rgba(239, 83, 80, 0.5)",35.99814150608184,97.05464634652172,-0.9876800539970878,0,,,0.0,0.0,0.0,0.0,42.25561241168974,-1.8150122111096323,True,False,False,True,False,0.0
2022-04-22 00:00:00+00:00,61.2,63.0,58.8,60.0,37100,,,,95.86463347672337,,,,,,,,,,,96.86633831447449,"rgba(239, 83, 80, 1.0)",34.5546473191574,96.86633831447449,-1.0321719676386556,0,,,0.0,0.0,0.0,0.0,41.11084911635223,-3.2077681911667995,True,False,False,True,False,0.0
2022-04-25 00:00:00+00:00,62.4,63.0,58.8,59.4,35655,,,,95.70027722016127,,,,,,,,,,,96.68920894223285,"rgba(239, 83, 80, 1.0)",33.28252000431816,96.68920894223285,-1.0302467763193437,0,,,0.0,0.0,0.0,0.0,40.75828013758091,-3.8609897497758467,True,False,False,True,False,0.0
2022-04-26 00:00:00+00:00,59.1,61.95,58.95,60.6,27565,,,,95.56914074477203,,,,,,,,,,,96.54810637787412,"rgba(239, 83, 80, 1.0)",31.954902301228856,96.54810637787412,-1.1719048934921643,0,,,0.0,0.0,0.0,0.0,39.75673770311947,-5.137321553826233,True,False,False,True,False,0.0
2022-04-27 00:00:00+00:00,59.1,61.356,58.2,60.0,21056,,,,95.46836357613032,,,,,,,,,,,96.43974404909892,"rgba(239, 83, 80, 1.0)",30.467744530187282,96.43974404909892,-1.2255499914705827,0,,,0.0,0.0,0.0,0.0,39.08904274681184,-6.0820329021853965,False,False,False,True,False,0.0
2022-04-28 00:00:00+00:00,59.4,60.6,56.4,60.3,36234,,,,95.29265265272757,,,,,,,,,,,96.25098804696114,"rgba(239, 83, 80, 1.0)",29.46112303138274,96.25098804696114,-1.2508344643789215,0,,,0.0,0.0,0.0,0.0,38.774123296593054,-6.697218346894033,False,False,False,True,False,0.0
2022-04-29 00:00:00+00:00,58.5,63.0,58.05,59.4,23843,,,,95.181246082125,,,,,,,,,,,96.13126161982058,"rgba(239, 83, 80, 1.0)",28.21228211545749,96.13126161982058,-1.3338609569341586,0,,,0.0,0.0,0.0,0.0,38.306204441728845,-7.460458081040649,False,False,False,True,False,0.0
2022-05-02 00:00:00+00:00,57.0,59.85,54.6,57.6,48722,,,,94.93852431332951,,,,,,,,,,,95.87105063244987,"rgba(239, 83, 80, 1.0)",27.262476885748043,95.87105063244987,-1.4258077428309683,0,,,0.0,0.0,0.0,0.0,37.54752185248958,-8.478593772823608,False,False,False,True,False,0.0
2022-05-03 00:00:00+00:00,54.6,58.65,52.8,56.7,35439,,,,94.75559537327155,,,,,,,,,,,95.67527466188612,"rgba(255, 0, 0, 1.0)",26.513202167772747,95.67527466188612,-1.5492385416882546,0,,,0.0,0.0,0.0,0.0,36.32868128057204,-9.886425739811322,False,False,False,True,False,0.0
2022-05-04 00:00:00+00:00,59.1,59.4,52.05,54.6,32772,,,,94.59431329155788,,,,,,,,,,,95.50257557781396,"rgba(239, 83, 80, 1.0)",25.596791342412967,95.50257557781396,-1.4221538586946323,0,,,0.0,0.0,0.0,0.0,37.920159501959716,-9.886425739811322,False,False,False,True,True,0.0
2022-05-05 00:00:00+00:00,57.9,59.4,56.403,58.8,19541,,,,94.50145661407466,,,,,,,,,,,95.40310760318187,"rgba(255, 0, 0, 1.0)",24.759692123571618,95.40310760318187,-1.5146839232091387,0,,,0.0,0.0,0.0,0.0,38.556293736794586,-9.886425739811322,False,False,False,True,True,0.0
2022-05-06 00:00:00+00:00,57.9,58.65,54.6,57.0,21765,,,,94.39619151154608,,,,,,,,,,,95.29044217416765,"rgba(255, 0, 0, 1.0)",24.192853032204326,95.29044217416765,-1.5455160300604212,0,,,0.0,0.0,0.0,0.0,38.980383226684495,-9.886425739811322,False,False,False,True,True,0.0
2022-05-09 00:00:00+00:00,56.4,58.8,53.7,57.3,42013,,,,94.19061552306597,,,,,,,,,,,95.07060817060872,"rgba(255, 0, 0, 1.0)",23.572427262100675,95.07060817060872,-1.6405017498042145,0,,,0.0,0.0,0.0,0.0,38.66834278319699,-9.886425739811322,False,False,False,True,True,0.0
2022-05-10 00:00:00+00:00,55.2,57.6,50.7,57.3,25619,,,,94.06043967514472,,,,,,,,,,,94.9316134460719,"rgba(255, 0, 0, 1.0)",23.08105102061464,94.9316134460719,-1.7213953303333525,0,,,0.0,0.0,0.0,0.0,37.979331034392544,-9.886425739811322,False,False,False,True,True,0.0
2022-05-11 00:00:00+00:00,50.1,54.6,49.8,54.6,18438,,,,93.9602145971395,,,,,,,,,,,94.82479931907105,"rgba(255, 0, 0, 1.0)",22.67829054761761,94.82479931907105,-1.9721415608977395,0,,,0.0,0.0,0.0,0.0,35.682488039597004,-11.228175661802084,False,True,False,True,False,0.0
2022-05-12 00:00:00+00:00,50.7,54.0,45.6,45.9,29063,,,,93.79801170073955,,,,,,,,,,,94.652098920907,"rgba(255, 0, 0, 1.0)",22.186437968491692,94.652098920907,-1.9810344942854745,0,,,0.0,0.0,0.0,0.0,34.59040796799603,-12.314855728024583,False,True,False,True,False,0.0
2022-05-13 00:00:00+00:00,50.7,55.8,49.8,52.5,29964,,,,93.63962824853984,,,,,,,,,,,94.48336077770526,"rgba(255, 0, 0, 1.0)",21.907536096919657,94.48336077770526,-1.998552488239948,0,,,0.0,0.0,0.0,0.0,33.86235458692872,-13.064452887600666,False,True,False,True,False,0.0
2022-05-16 00:00:00+00:00,46.5,52.5,45.9,49.8,46814,,,,93.37215598502021,,,,,,,,,,,94.19903445334924,"rgba(255, 26, 202, 1.0)",21.919361489516707,94.19903445334924,-2.176114230159582,0,,,0.0,0.0,0.0,0.0,31.87157835093015,-14.989658520271291,False,True,False,True,False,0.0
2022-05-17 00:00:00+00:00,51.6,51.75,47.1,48.0,28597,,,,93.21695670350564,,,,,,,,,,,94.03399429622634,"rgba(255, 0, 0, 1.0)",21.720091272019662,94.03399429622634,-1.9536747688943101,0,,,0.0,0.0,0.0,0.0,34.316596985936364,-14.989658520271291,False,True,False,True,True,0.0
2022-05-18 00:00:00+00:00,49.8,53.7,48.6,50.1,23814,,,,93.09020300208198,,,,,,,,,,,93.89921021252684,"rgba(255, 26, 202, 1.0)",21.31292280233704,93.89921021252684,-2.0691301057821687,0,,,0.0,0.0,0.0,0.0,35.19607879525391,-18.19895133534609,False,True,False,True,True,0.0
2022-05-19 00:00:00+00:00,51.0,51.9,46.5,48.9,23306,,,,92.96426458849193,,,,,,,,,,,93.7653846491595,"rgba(255, 26, 202, 1.0)",20.65405260933527,93.7653846491595,-2.070556585579253,0,,,0.0,0.0,0.0,0.0,36.631668860024845,-16.854081947604087,False,True,False,True,True,0.0
2022-05-20 00:00:00+00:00,45.0,51.6,43.8,51.3,91359,,,,92.44374928541346,,,,,,,,,,,93.21332312078204,"rgba(255, 26, 202, 1.0)",20.299596521086787,93.21332312078204,-2.375087754611234,0,,,0.0,0.0,0.0,0.0,35.19420501854452,-16.854081947604087,False,True,False,True,True,0.0
2022-05-23 00:00:00+00:00,42.0,45.3,41.1,45.0,48168,,,,92.15037280406868,,,,,,,,,,,92.90284887653532,"rgba(255, 26, 202, 1.0)",20.13948058859459,92.90284887653532,-2.5275154765094916,0,,,0.0,0.0,0.0,0.0,33.25637060072671,-16.854081947604087,False,True,False,True,False,0.0
2022-05-24 00:00:00+00:00,40.8,42.6,39.15,41.4,28660,,,,91.9706205229077,,,,,,,,,,,92.71281600898546,"rgba(255, 26, 202, 1.0)",19.863096231249845,92.71281600898546,-2.6135309120293653,0,,,0.0,0.0,0.0,0.0,31.587748688219758,-14.597419788552763,False,True,False,True,False,0.0
2022-05-25 00:00:00+00:00,41.4,42.351,39.6,39.6,21068,,,,91.83997163960073,,,,,,,,,,,92.57472149125374,"rgba(255, 26, 202, 1.0)",19.603496034043435,92.57472149125374,-2.6104895474962073,0,,,0.0,0.0,0.0,0.0,30.97085238411257,-15.184743846933486,False,True,False,True,False,0.0
2022-05-26 00:00:00+00:00,41.7,44.4,40.2,40.5,20204,,,,91.71772561992373,,,,,,,,,,,92.44549919704559,"rgba(255, 26, 202, 1.0)",19.343074394393124,92.44549919704559,-2.623445382175386,2,0.25855022671337086,0.5171004534267417,0.0,0.0,0.0,0.0,30.8234696793972,-15.406097371416806,False,True,False,True,False,0.0
2022-05-27 00:00:00+00:00,44.7,45.6,41.25,42.0,20890,,,,91.59639487619962,,,,,,,,,,,92.31720138181613,"rgba(255, 26, 202, 1.0)",18.81646856318127,92.31720138181613,-2.530613075558189,2,0.2676362327482325,0.535272465496465,0.0,0.0,0.0,0.0,33.27873431246337,-15.406097371416806,False,True,False,True,True,0.0
