date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bear_100,aVWAP_BoS_CHoCH_bear_146,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,14.1360240979,14.2296401516,13.2747564046,13.4713501172,100801,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,14.1360240979,14.6509123929,13.6304974083,14.3138945998,160791,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-14 00:00:00+00:00,14.5292115232,14.7351668412,13.7521982781,14.2858097837,201006,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-21 00:00:00+00:00,13.3590108528,14.9036757377,13.2935732313,14.7538900519,196280,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,78.24952149007498,-47.87715329466258,False,False,True,False,True,
2022-01-28 00:00:00+00:00,13.0875242973,13.8692183451,12.6568904506,13.1717787456,212320,,,,"rgba(38, 166, 154, 0.5)",,13.204544364333334,,0,,,0.0,0.0,0.0,0.0,61.62812146672445,-47.87715329466258,False,False,True,False,True,
2022-02-04 00:00:00+00:00,13.7147518566,13.9207071746,12.9985890464,13.0875242973,130706,,,,"rgba(38, 166, 154, 0.5)",,13.334150051149228,,0,,,0.0,0.0,0.0,0.0,56.20858207620793,-47.87715329466258,False,False,True,False,True,
2022-02-11 00:00:00+00:00,14.1828321248,14.5198499178,13.5041157359,13.6773054352,193497,,,,"rgba(38, 166, 154, 0.5)",,13.599149347485545,,0,,,0.0,0.0,0.0,0.0,55.35686336205883,-47.87715329466258,False,False,True,False,True,
2022-02-18 00:00:00+00:00,14.6228275768,15.090907845,13.6866670405,14.1828321248,267707,,,,"rgba(38, 166, 154, 0.5)",,14.177384253740314,,0,,,0.0,0.0,0.0,0.0,56.8406527967619,-47.87715329466258,False,False,True,False,True,
2022-02-25 00:00:00+00:00,13.7990063049,14.8943141323,13.2279483777,14.8943141323,182603,,,,#000000,,14.085355349744578,,0,,,0.0,0.0,0.0,0.0,53.76573757354535,-47.87715329466258,False,False,False,False,True,
2022-03-04 00:00:00+00:00,14.5986341192,14.622134818,13.724113462,13.8458143317,207273,,,,"rgba(38, 166, 154, 0.5)",,14.1286157799236,,0,,,0.0,0.0,0.0,0.0,54.63633358835004,-47.87715329466258,False,False,True,False,True,
