date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_46,aVWAP_BoS_CHoCH_bull_104,aVWAP_BoS_CHoCH_bull_117,aVWAP_BoS_CHoCH_bear_25,aVWAP_BoS_CHoCH_bear_51,aVWAP_BoS_CHoCH_bear_74,aVWAP_BoS_CHoCH_bear_132,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,89.986920697,92.0912708769,85.1459716285,85.4951239005,1126818,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,86.6558192912,91.7893013443,84.9006213833,90.5908597621,1032949,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,91.7893013443,96.092367183,85.0610426974,87.1370832336,1500852,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,17.794447957741426,-94.48611989435356,False,False,False,True,True,
2022-01-21 00:00:00+00:00,83.6549970615,93.0302073921,83.0604945443,92.1384536163,1213857,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,21.359472808532676,-90.14292346740098,False,False,False,True,True,
2022-01-28 00:00:00+00:00,87.2975045478,87.8259512297,80.908961625,81.6733220042,1541069,,,,,,,,,"rgba(239, 83, 80, 0.5)",,85.34413913416665,,0,,,0.0,0.0,0.0,0.0,27.8466387176664,-82.453761889113,False,False,False,True,True,
2022-02-04 00:00:00+00:00,90.505930831,94.1673114131,85.5611797357,87.278631452,1249070,,,,,,,,,"rgba(239, 83, 80, 0.5)",,87.4634239747389,,0,,,0.0,0.0,0.0,0.0,34.99440154742384,-73.83442064543078,False,False,False,True,True,
2022-02-11 00:00:00+00:00,93.9030880721,95.9696920604,87.6466568198,90.2322709422,1366249,,,,,,,,,"rgba(239, 83, 80, 0.5)",,89.121129863478,,0,,,0.0,0.0,0.0,0.0,42.139412528233095,-65.03427488271001,False,False,False,True,True,
2022-02-18 00:00:00+00:00,91.0909968003,94.176747961,89.5150933024,93.9030880721,1436384,,,,,,,,,"rgba(239, 83, 80, 0.5)",,89.75630547203275,,0,,,0.0,0.0,0.0,0.0,45.21310099324297,-59.96812732243339,False,False,False,True,True,
2022-02-25 00:00:00+00:00,92.1573267121,94.3182961794,84.1079513603,90.6191694057,1549810,,,,,,,,,#000000,,89.85139106154593,,0,,,0.0,0.0,0.0,0.0,48.0262863594284,-54.92110484371517,False,False,False,False,True,
2022-03-04 00:00:00+00:00,91.7798647964,96.8284179186,90.680506967,91.2514181145,1508737,,,,,,,,,#000000,,91.75677005157286,,0,,,0.0,0.0,0.0,0.0,49.76654630847795,-50.73843083379723,False,False,False,False,True,
