date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bear_26,aVWAP_BoS_CHoCH_bear_51,aVWAP_BoS_CHoCH_bear_102,aVWAP_BoS_CHoCH_bear_143,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,131.5,156.0,130.0,152.5,571355,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,133.0,159.0,120.5,132.5,1282338,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,144.5,157.5,125.0,131.0,3266298,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,119.0,168.5,118.0,144.46,2485139,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,80.59213029910953,31.653498173376974,False,False,True,False,False,
2022-01-28 00:00:00+00:00,104.5,124.0,96.5,110.5,1010382,,,,,,"rgba(38, 166, 154, 0.5)",,108.33333333333333,,0,,,0.0,0.0,0.0,0.0,64.0471143842031,16.809313722017578,False,False,True,False,False,
2022-02-04 00:00:00+00:00,127.0,130.5,103.0,104.5,1231863,,,,,,"rgba(38, 166, 154, 0.5)",,114.83442732618425,,0,,,0.0,0.0,0.0,0.0,59.46033425021886,13.732412851235445,False,False,True,False,False,
2022-02-11 00:00:00+00:00,167.0,193.5,140.0,151.0,4759680,,,,,,"rgba(38, 166, 154, 0.5)",,158.5074595914695,,0,,,0.0,0.0,0.0,0.0,61.890706388800325,13.732412851235445,False,False,True,False,False,
2022-02-18 00:00:00+00:00,159.0,189.5,150.5,168.0,1285448,,,,,,"rgba(38, 166, 154, 0.5)",,159.70694161001023,,0,,,0.0,0.0,0.0,0.0,62.15008008593291,13.732412851235445,False,False,True,False,True,
2022-02-25 00:00:00+00:00,148.5,181.0,113.0,179.5,1610882,,,,,,"rgba(38, 166, 154, 0.5)",,157.26212155617202,,0,,,0.0,0.0,0.0,0.0,60.6020989789443,13.732412851235445,False,False,True,False,True,
2022-03-04 00:00:00+00:00,127.5,154.0,126.5,146.0,574932,,,,,,"rgba(38, 166, 154, 0.5)",,155.89542046603808,,0,,,0.0,0.0,0.0,0.0,56.716517728830254,13.732412851235445,False,False,True,False,False,
2022-03-11 00:00:00+00:00,117.0,127.0,105.5,126.5,502964,,,,,,#000000,,141.38633949563214,,0,,,0.0,0.0,0.0,0.0,52.81110188779419,10.967356998991875,False,False,False,False,False,
2022-03-18 00:00:00+00:00,136.5,140.0,109.0,113.5,529863,,,,,,#000000,,142.55020231960987,,0,,,0.0,0.0,0.0,0.0,52.355230197278885,10.832236708488061,False,False,False,False,False,
2022-03-25 00:00:00+00:00,137.0,147.75,122.5,137.0,491539,,,,,,#000000,,143.43482922859945,,0,,,0.0,0.0,0.0,0.0,52.084310040131854,10.689254561331161,False,False,False,False,False,
2022-04-01 00:00:00+00:00,130.0,151.5,128.5,134.0,362947,,,,,,#000000,,143.72686238372373,,0,,,0.0,0.0,0.0,0.0,51.07421878487889,9.697902952354795,False,False,False,False,False,
2022-04-08 00:00:00+00:00,110.0,132.0,110.0,128.0,338839,,,,,,#000000,,142.47296629561734,,0,,,0.0,0.0,0.0,0.0,48.3353197253884,6.9883899117439086,False,False,False,False,False,
2022-04-15 00:00:00+00:00,110.0,118.5,108.5,111.0,316937,,,,,,#000000,,141.17838148294462,,0,,,0.0,0.0,0.0,0.0,46.378963254323764,5.026316134233511,False,False,False,False,False,
2022-04-22 00:00:00+00:00,102.0,113.25,98.5,109.0,263871,,,,,,"rgba(239, 83, 80, 0.5)",,139.8776506752195,,0,,,0.0,0.0,0.0,0.0,44.23949305802889,2.864356012802382,False,False,False,True,False,
2022-04-29 00:00:00+00:00,101.0,109.0,98.25,99.0,505566,,,,,,"rgba(239, 83, 80, 0.5)",,137.60840003840278,,0,,,0.0,0.0,0.0,0.0,42.61891165682861,1.180417824379461,False,False,False,True,False,
2022-05-06 00:00:00+00:00,95.0,105.0,90.5,99.5,275372,,,,,,"rgba(239, 83, 80, 0.5)",,136.30126112374415,,0,,,0.0,0.0,0.0,0.0,40.90225068317113,-0.6246443263664361,False,False,False,True,False,
2022-05-13 00:00:00+00:00,79.0,92.75,64.5,91.0,292075,,,,,,"rgba(239, 83, 80, 0.5)",,120.42634497273934,,0,,,0.0,0.0,0.0,0.0,38.35167305500599,-3.2358116571755957,False,False,False,True,False,
2022-05-20 00:00:00+00:00,72.0,78.5,67.0,78.0,203421,,,,,,"rgba(239, 83, 80, 0.5)",,118.70602772259727,,0,,,0.0,0.0,0.0,0.0,36.01800270480495,-5.619693952559004,False,False,False,True,False,
2022-05-27 00:00:00+00:00,72.0,74.0,67.5,70.0,107859,,,,,,"rgba(239, 83, 80, 0.5)",,117.92360627659394,,0,,,0.0,0.0,0.0,0.0,34.35109531180421,-7.364546857763955,False,False,False,True,False,
2022-06-03 00:00:00+00:00,69.0,76.0,68.5,72.5,123409,,,,,,"rgba(239, 83, 80, 0.5)",,117.13227911910228,,0,,,0.0,0.0,0.0,0.0,32.92911991122965,-8.897878102501444,False,False,False,True,False,
