date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_106,aVWAP_BoS_CHoCH_bear_95,aVWAP_BoS_CHoCH_bear_157,aVWAP_BoS_CHoCH_bear_334,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-14 17:00:00+00:00,2.05,2.115,2.025,2.1,1003.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-15 17:00:00+00:00,2.12,2.13,2.075,2.13,248.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2023-12-18 17:00:00+00:00,2.14,2.15,2.1,2.15,700.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2023-12-19 17:00:00+00:00,2.2,2.38,2.18,2.18,1250.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2023-12-20 17:00:00+00:00,2.18,2.38,2.15,2.38,836.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2023-12-21 17:00:00+00:00,2.38,2.38,2.19,2.19,100.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,85.07194050762516,36.564746456862636,False,False,True,False,False,
2023-12-22 17:00:00+00:00,2.31,2.38,2.31,2.38,577.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,80.12121407837093,33.004776240076325,False,False,True,False,False,
2023-12-25 17:00:00+00:00,2.38,2.38,2.38,2.38,0.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,76.82072979220143,30.809081872035037,False,False,True,False,False,
2023-12-26 17:00:00+00:00,2.44,2.44,2.43,2.44,257.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,75.79264339603029,30.431335579889705,False,False,True,False,False,
2023-12-27 17:00:00+00:00,2.54,2.54,2.54,2.54,0.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,76.6942552933884,30.431335579889705,False,False,True,False,False,
2023-12-28 17:00:00+00:00,2.775,2.775,2.66,2.66,1.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,78.70453462193075,30.431335579889705,False,False,True,False,True,
2023-12-29 17:00:00+00:00,2.55,2.55,2.55,2.55,0.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,75.39626139256282,30.431335579889705,False,False,True,False,False,
2024-01-01 17:00:00+00:00,2.55,2.55,2.55,2.55,0.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,73.19074590631755,28.78367367376461,False,False,True,False,False,
2024-01-02 17:00:00+00:00,2.55,2.55,2.55,2.55,0.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,71.72040224882069,27.344289966235507,False,False,True,False,False,
2024-01-03 17:00:00+00:00,2.55,2.55,2.53,2.54,74.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,70.25059438355113,25.81632174677567,False,False,True,False,False,
