date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_287,aVWAP_BoS_CHoCH_bull_433,aVWAP_BoS_CHoCH_bull_544,aVWAP_BoS_CHoCH_bull_680,aVWAP_BoS_CHoCH_bear_50,aVWAP_BoS_CHoCH_bear_97,aVWAP_BoS_CHoCH_bear_155,aVWAP_BoS_CHoCH_bear_528,aVWAP_BoS_CHoCH_bear_703,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-03 15:00:00+00:00,61.97,63.04,61.45,63.04,737.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-03 16:00:00+00:00,62.79,63.27,62.79,62.95,948.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-02-03 17:00:00+00:00,62.96,63.16,62.855,62.95,524.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-03 18:00:00+00:00,62.95,63.245,62.81,63.015,1478.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,15.918367346938826,-35.673469387755055,False,False,False,True,True,
2025-02-03 19:00:00+00:00,63.015,63.4,63.0,63.4,491.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,39.78145314487894,-15.151794210425287,False,False,False,True,True,
2025-02-03 20:00:00+00:00,63.29,63.36,62.75,63.1,2749.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,44.018864771156366,-13.279296649754052,False,False,False,False,True,
2025-02-04 15:00:00+00:00,62.4,63.24,62.24,62.8,3423.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,41.41225963153893,-13.279296649754052,False,False,False,True,False,
2025-02-04 16:00:00+00:00,62.8,63.0,62.62,62.64,1040.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,37.7800440993492,-13.279296649754052,False,False,False,True,False,
2025-02-04 17:00:00+00:00,62.64,62.72,62.37,62.68,983.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,36.338071153339264,-5.285299499816837,False,False,False,True,False,
2025-02-04 18:00:00+00:00,62.72,62.925,62.65,62.65,875.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,34.99255716087128,-5.285299499816837,False,False,False,True,False,
