date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_60,aVWAP_BoS_CHoCH_bear_91,aVWAP_BoS_CHoCH_bear_169,aVWAP_BoS_CHoCH_bear_352,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-14 17:00:00+00:00,97.85,98.42,97.66,97.95,71314.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-15 17:00:00+00:00,96.64,97.425,96.615,97.175,37965.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-18 17:00:00+00:00,98.67,99.24,98.6,99.035,28974.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,24.324324324324273,-86.4864864864864,False,False,False,True,True,
2023-12-19 17:00:00+00:00,100.12,100.215,99.64,100.0,38986.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,43.2315208763992,-67.03757715718656,False,False,False,False,True,
2023-12-20 17:00:00+00:00,102.58,102.86,101.445,101.51,34042.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,58.01359939096269,-50.97624639531204,False,False,True,False,True,
2023-12-21 17:00:00+00:00,103.025,103.47,102.57,103.47,29655.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,69.25449489048202,-37.68112517601458,False,False,True,False,True,
2023-12-22 17:00:00+00:00,103.115,103.47,102.63,102.75,19116.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,73.03209712154523,-30.689153904739825,False,False,True,False,True,
2023-12-25 17:00:00+00:00,102.75,102.75,102.75,102.75,0.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,75.5504986089207,-24.216546339315123,False,False,True,False,True,
2023-12-26 17:00:00+00:00,102.97,103.075,102.67,102.68,13426.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,76.83364401494512,-18.5403417860122,False,False,True,False,True,
2023-12-27 17:00:00+00:00,103.355,103.81,103.25,103.61,26709.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,78.9283418809273,-12.028596420331695,False,False,True,False,True,
