date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_56,aVWAP_BoS_CHoCH_bull_103,aVWAP_BoS_CHoCH_bull_147,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,48.296219768,48.3780161507,46.1240713817,46.5421417824,7999269,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,45.5605851895,48.9278696125,44.8880371536,47.2873977141,12239886,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,46.7239115218,47.8508839063,45.2061341976,45.3151960412,9627258,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,8.943127299376714,-72.35781824844179,False,False,False,True,True,
2022-01-21 00:00:00+00:00,46.2513101993,49.9139704489,45.6696470331,46.4603453997,11448199,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,14.258735969291445,-66.84382965347835,False,False,False,True,True,
2022-01-28 00:00:00+00:00,42.0433407314,46.3058411211,41.2764542007,45.9150361814,13794738,,,,,"rgba(239, 83, 80, 0.5)",,43.20854535106667,,0,,,0.0,0.0,0.0,0.0,13.856078652625246,-66.63064507417855,False,False,False,True,True,
2022-02-04 00:00:00+00:00,43.8065072039,44.8153292578,42.3341723145,42.3796147493,10814186,,,,,"rgba(239, 83, 80, 0.5)",,43.40341907622221,,0,,,0.0,0.0,0.0,0.0,18.380287896779443,-61.40599451323374,False,False,False,True,True,
2022-02-11 00:00:00+00:00,45.2061341976,45.8241513116,42.5795614627,44.1791351698,18105874,,,,,"rgba(239, 83, 80, 0.5)",,43.883756464548966,,0,,,0.0,0.0,0.0,0.0,24.44748092625906,-54.66891505672953,False,False,False,True,True,
2022-02-18 00:00:00+00:00,49.9139704489,51.5408096169,45.696912494,45.8423282856,22587748,,,,,"rgba(239, 83, 80, 0.5)",,45.67092339660308,,0,,,0.0,0.0,0.0,0.0,34.59854635195667,-44.105160538574864,False,False,False,True,True,
2022-02-25 00:00:00+00:00,47.0783625137,51.0227658595,45.8786822335,50.1593595972,20420504,,,,,"rgba(239, 83, 80, 0.5)",,46.224140906173254,,0,,,0.0,0.0,0.0,0.0,38.786900689445304,-39.38139632234065,False,False,False,True,True,
2022-03-04 00:00:00+00:00,51.7044023824,51.878214845,45.7605319028,47.7145566018,22809516,,,,,"rgba(239, 83, 80, 0.5)",,46.971671083179736,,0,,,0.0,0.0,0.0,0.0,45.22939382868682,-32.44117419742766,False,False,False,True,True,
2022-03-11 00:00:00+00:00,56.198447624,58.0198631088,51.265065984,52.0247518395,37347762,,,,,#000000,,49.06830605351138,,0,,,0.0,0.0,0.0,0.0,52.02462096389351,-25.204134666114822,False,False,False,False,True,
2022-03-18 00:00:00+00:00,55.2465520942,56.820840855,52.4823939211,54.5967003383,20229631,,,,,"rgba(38, 166, 154, 0.5)",,49.77241854994516,,0,,,0.0,0.0,0.0,0.0,56.02815975153712,-20.655827483432827,False,False,True,False,True,
2022-03-25 00:00:00+00:00,56.7933823301,58.3310597244,55.4479146101,55.5577487097,14978655,,,,,"rgba(38, 166, 154, 0.5)",,50.35845360033271,,0,,,0.0,0.0,0.0,0.0,59.565432503547996,-16.477973732049875,False,False,True,False,True,
2022-04-01 00:00:00+00:00,57.9191818509,58.0290159505,53.3610667179,55.8414868003,13032893,,,,,"rgba(38, 166, 154, 0.5)",,50.76651505937363,,0,,,0.0,0.0,0.0,0.0,62.55816983597278,-12.751528672416612,False,False,True,False,True,
