date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_230,aVWAP_BoS_CHoCH_bull_399,aVWAP_BoS_CHoCH_bull_594,aVWAP_BoS_CHoCH_bull_845,aVWAP_BoS_CHoCH_bear_39,aVWAP_BoS_CHoCH_bear_117,aVWAP_BoS_CHoCH_bear_241,aVWAP_BoS_CHoCH_bear_530,aVWAP_BoS_CHoCH_bear_758,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,34.2109396025,35.5497272014,34.0521003959,35.2396125599,48503,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,34.2033758308,34.7857862552,34.0528567731,34.7857862552,48735,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,34.4907991571,34.7209647313,34.0370484901,34.3092686352,50423,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,32.55451713845524,-115.10903427691048,False,False,False,True,True,
2022-01-06 00:00:00+00:00,35.738821495,35.8825331582,34.0672279394,34.5210542441,35085,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,54.89885936760459,-91.91384413865232,False,False,True,False,True,
2022-01-07 00:00:00+00:00,36.4422522673,37.1531711736,35.8371505277,35.8371505277,60975,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,69.84155617338727,-74.93626369907436,False,False,True,False,True,
2022-01-10 00:00:00+00:00,38.291594459,38.5601083559,36.4422522673,36.4422522673,116871,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,79.84834332812207,-61.71754462064128,False,False,True,False,True,
2022-01-11 00:00:00+00:00,37.6297644313,38.2273023991,37.3274404746,38.0306443338,47272,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,81.0973885369944,-55.798581344696615,False,False,True,False,True,
2022-01-12 00:00:00+00:00,37.8491138119,37.9171877576,37.1003004091,37.5238716268,64156,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,82.23660884360513,-49.09752046478958,False,False,True,False,True,
2022-01-13 00:00:00+00:00,39.3543043891,39.9960904217,37.8944964423,38.0608994207,101758,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,84.53075760566738,-40.87288010954356,False,False,True,False,True,
2022-01-14 00:00:00+00:00,35.1715386142,37.0624059127,34.8312445234,36.1926477997,105791,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,71.9162968149834,-40.87288010954356,False,False,True,False,True,
