date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_303,aVWAP_BoS_CHoCH_bull_342,aVWAP_BoS_CHoCH_bull_394,aVWAP_BoS_CHoCH_bull_432,aVWAP_BoS_CHoCH_bull_669,aVWAP_BoS_CHoCH_bull_786,aVWAP_BoS_CHoCH_bear_51,aVWAP_BoS_CHoCH_bear_246,aVWAP_BoS_CHoCH_bear_279,aVWAP_BoS_CHoCH_bear_550,aVWAP_BoS_CHoCH_bear_707,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-07 15:00:00+00:00,0.971,0.971,0.97,0.97,100.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-07 16:00:00+00:00,0.97,0.97,0.97,0.97,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-07 17:00:00+00:00,0.97,0.97,0.97,0.97,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-07 18:00:00+00:00,0.97,0.97,0.97,0.97,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-07 19:00:00+00:00,0.97,0.97,0.9245,0.9245,100.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-02-07 20:00:00+00:00,0.9245,0.9245,0.8924,0.902,475.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-10 15:00:00+00:00,0.902,0.902,0.902,0.902,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-10 16:00:00+00:00,0.902,0.902,0.902,0.902,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-10 17:00:00+00:00,0.902,0.902,0.902,0.902,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-10 18:00:00+00:00,0.902,0.902,0.902,0.902,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-10 19:00:00+00:00,0.902,0.902,0.902,0.902,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-10 20:00:00+00:00,0.902,0.9328,0.902,0.93,100.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,15.80618428557302,-35.77443414298428,False,False,False,True,True,
2025-02-11 15:00:00+00:00,0.93,0.93,0.93,0.93,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,26.343640475955034,-27.23909462877485,False,False,False,True,True,
2025-02-11 16:00:00+00:00,0.93,0.93,0.93,0.93,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,33.368611269543045,-22.0546661831069,False,False,False,True,True,
2025-02-11 17:00:00+00:00,0.93,0.93,0.93,0.93,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,38.05192513193505,-18.800699711516934,False,False,False,True,True,
2025-02-11 18:00:00+00:00,0.93,0.93,0.93,0.93,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,41.174134373529725,-16.631388730456955,False,False,False,True,True,
2025-02-11 19:00:00+00:00,0.93,0.93,0.93,0.93,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,43.25560720125951,-15.055697148082885,False,False,False,True,True,
2025-02-11 20:00:00+00:00,0.93,0.93,0.93,0.93,0.0,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,44.64325575307936,-13.798061274498984,False,False,False,True,True,
2025-02-12 15:00:00+00:00,0.93,0.93,0.8303,0.8303,3577.0,,,,,,,,,,,,0.8635333333333335,"rgba(239, 83, 80, 1.0)",,0.8635333333333335,,0,,,0.0,0.0,0.0,0.0,33.020627483815964,-7.630237228711479,False,False,False,True,False,
2025-02-12 16:00:00+00:00,0.8303,0.8303,0.8303,0.8303,0.0,,,,,,,,,,,,0.8635333333333335,"rgba(239, 83, 80, 1.0)",,0.8635333333333335,,0,,,0.0,0.0,0.0,0.0,25.272208637640368,-14.396775915436123,False,False,False,True,False,
2025-02-12 17:00:00+00:00,0.8303,0.8303,0.8303,0.8303,0.0,,,,,,,,,,,,0.8635333333333335,"rgba(239, 83, 80, 1.0)",,0.8635333333333335,,0,,,0.0,0.0,0.0,0.0,20.106596073523306,-18.830664538969806,False,False,False,True,False,
2025-02-12 18:00:00+00:00,0.8303,0.8303,0.8303,0.8303,0.0,,,,,,,,,,,,0.8635333333333335,"rgba(239, 83, 80, 1.0)",,0.8635333333333335,,0,,,0.0,0.0,0.0,0.0,16.66285436411193,-21.90423833096696,False,False,False,True,False,
2025-02-12 19:00:00+00:00,0.8303,0.8303,0.8303,0.8303,0.0,,,,,,,,,,,,0.8635333333333335,"rgba(239, 83, 80, 1.0)",,0.8635333333333335,,0,,,0.0,0.0,0.0,0.0,14.367026557837676,-24.19089218166553,False,False,False,True,False,
2025-02-12 20:00:00+00:00,0.8303,0.8303,0.8303,0.8303,0.0,,,,,,,,,,,,0.8635333333333335,"rgba(239, 83, 80, 1.0)",,0.8635333333333335,,0,,,0.0,0.0,0.0,0.0,12.836474686988174,-26.020200784281514,False,False,False,True,False,
2025-02-13 15:00:00+00:00,0.8303,0.8303,0.8303,0.8303,0.0,,,,,,,,,,,,0.8635333333333335,"rgba(239, 83, 80, 1.0)",,0.8635333333333335,,0,,,0.0,0.0,0.0,0.0,11.816106773088507,-27.575469196270976,False,False,False,True,False,
2025-02-13 16:00:00+00:00,0.8303,0.8303,0.8303,0.8303,0.0,,,,,,,,,,,,0.8635333333333335,"rgba(239, 83, 80, 1.0)",,0.8635333333333335,,0,,,0.0,0.0,0.0,0.0,11.135861497155394,-28.954363224613864,False,False,False,True,False,
2025-02-13 17:00:00+00:00,0.8303,0.8303,0.8303,0.8303,0.0,,,,,,,,,,,,0.8635333333333335,"rgba(239, 83, 80, 1.0)",,0.8635333333333335,,0,,,0.0,0.0,0.0,0.0,10.682364646533319,-30.206036602845224,False,False,False,True,False,
2025-02-13 18:00:00+00:00,0.8303,0.8303,0.8303,0.8303,0.0,,,,,,,,,,,,0.8635333333333335,"rgba(239, 83, 80, 1.0)",,0.8635333333333335,,0,,,0.0,0.0,0.0,0.0,10.38003341278527,-31.353431640913264,False,False,False,True,False,
2025-02-13 19:00:00+00:00,0.8303,0.8303,0.8303,0.8303,0.0,,,,,,,,,,,,0.8635333333333335,"rgba(239, 83, 80, 1.0)",,0.8635333333333335,,0,,,0.0,0.0,0.0,0.0,10.178479256953237,-32.40633261377894,False,False,False,True,False,
2025-02-13 20:00:00+00:00,0.8303,0.8303,0.8156,0.8277,200.0,,,,,,,,,,,,0.833767050569235,"rgba(239, 83, 80, 1.0)",,0.833767050569235,,0,,,0.0,0.0,0.0,0.0,9.815000338529643,-33.574933128432434,False,False,False,True,False,
2025-02-14 15:00:00+00:00,0.8277,0.8277,0.8277,0.8277,0.0,,,,,,,,,,,,0.833767050569235,"rgba(239, 83, 80, 1.0)",,0.833767050569235,,0,,,0.0,0.0,0.0,0.0,9.57268105958058,-34.57270096239523,False,False,False,True,False,
2025-02-14 16:00:00+00:00,0.8277,0.8277,0.8277,0.8277,0.0,,,,,,,,,,,,0.833767050569235,"rgba(239, 83, 80, 1.0)",,0.833767050569235,,0,,,0.0,0.0,0.0,0.0,9.411134873614538,-35.435764324094436,False,False,False,True,False,
2025-02-14 17:00:00+00:00,0.8277,0.8277,0.8277,0.8277,0.0,,,,,,,,,,,,0.833767050569235,"rgba(239, 83, 80, 1.0)",,0.833767050569235,,0,,,0.0,0.0,0.0,0.0,9.303437416303844,-36.18778706023492,False,False,False,True,False,
2025-02-14 18:00:00+00:00,0.8277,0.8277,0.8277,0.8277,0.0,,,,,,,,,,,,0.833767050569235,"rgba(239, 83, 80, 1.0)",,0.833767050569235,,0,,,0.0,0.0,0.0,0.0,9.231639111430047,-36.84512473401085,False,False,False,True,False,
2025-02-14 19:00:00+00:00,0.8277,0.8277,0.8277,0.8277,0.0,,,,,,,,,,,,0.833767050569235,"rgba(239, 83, 80, 1.0)",,0.833767050569235,,0,,,0.0,0.0,0.0,0.0,9.183773574847516,-37.41987835921486,False,False,False,True,False,
2025-02-14 20:00:00+00:00,0.8277,0.8277,0.8277,0.8277,0.0,,,,,,,,,,,,0.833767050569235,"rgba(239, 83, 80, 1.0)",,0.833767050569235,,0,,,0.0,0.0,0.0,0.0,9.151863217125829,-37.92165998051963,False,False,False,True,False,
2025-02-17 15:00:00+00:00,0.8277,0.8277,0.8277,0.8277,0.0,,,,,,,,,,,,0.833767050569235,"rgba(239, 83, 80, 1.0)",,0.833767050569235,,0,,,0.0,0.0,0.0,0.0,9.130589645311371,-38.358582875939994,False,False,False,True,False,
2025-02-17 16:00:00+00:00,0.8277,0.8277,0.8277,0.8277,0.0,,,,,,,,,,,,0.833767050569235,"rgba(239, 83, 80, 1.0)",,0.833767050569235,,0,,,0.0,0.0,0.0,0.0,9.116407264101731,-38.7377956852864,False,False,False,True,False,
2025-02-17 17:00:00+00:00,0.8277,0.8277,0.8277,0.8277,0.0,,,,,,,,,,,,0.833767050569235,"rgba(239, 83, 80, 1.0)",,0.833767050569235,,0,,,0.0,0.0,0.0,0.0,9.106952343295305,-39.065756470044185,False,False,False,True,False,
