date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_34,aVWAP_BoS_CHoCH_bull_61,aVWAP_BoS_CHoCH_bull_90,aVWAP_BoS_CHoCH_bull_125,aVWAP_BoS_CHoCH_bull_163,aVWAP_BoS_CHoCH_bear_28,aVWAP_BoS_CHoCH_bear_51,aVWAP_BoS_CHoCH_bear_156,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,21.3334515128,21.6232387087,20.5493214532,20.796492885,18307226,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,22.6374938945,23.2000219807,21.3931135825,21.4527756523,35753573,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,24.0608604157,24.4955412096,22.3391835457,22.6460170473,39276727,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,23.0721746884,24.9302220036,22.9826815838,24.9302220036,37282517,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,91.81954095401802,42.266909808095164,False,False,True,False,False,
2022-01-28 00:00:00+00:00,24.1205224855,24.6787889953,21.5380071805,22.3391835457,50088677,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,87.98418349284108,38.976825098634194,False,False,True,False,False,
2022-02-04 00:00:00+00:00,24.478494904,26.0041392591,23.9074436649,24.1546150968,55049630,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.796692609333334,,0,,,0.0,0.0,0.0,0.0,85.75324829868127,37.269858598347014,False,False,True,False,False,
2022-02-11 00:00:00+00:00,25.6632131462,25.7867988621,23.9841520403,24.4699717512,31046319,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.922192257283292,,0,,,0.0,0.0,0.0,0.0,85.44041416801268,37.269858598347014,False,False,True,False,False,
2022-02-18 00:00:00+00:00,24.7768052528,25.7825372857,24.3762170701,25.4757037841,39264561,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.939834806497363,,0,,,0.0,0.0,0.0,0.0,81.50539489847242,33.90401009921993,False,False,True,False,False,
2022-02-25 00:00:00+00:00,25.3989954087,25.5183195483,24.073645145,25.43308802,36157272,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.952628794609424,,0,,,0.0,0.0,0.0,0.0,79.53217484152061,32.37441096682565,False,False,True,False,False,
2022-03-04 00:00:00+00:00,27.1101778369,27.118792447,25.2711481164,25.4075185616,57027773,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,25.356413646465874,,0,,,0.0,0.0,0.0,0.0,79.81834759429194,32.37441096682565,False,False,True,False,False,
2022-03-11 00:00:00+00:00,27.3600015285,28.9537043883,26.6105304538,27.4375330189,58075297,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,25.83613874398036,,0,,,0.0,0.0,0.0,0.0,80.21885420609931,32.37441096682565,False,False,True,False,False,
2022-03-18 00:00:00+00:00,26.8086664851,27.0498755665,25.1501817577,26.8258957052,43062753,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,25.903504699587035,,0,,,0.0,0.0,0.0,0.0,78.71917105611077,32.2736930090137,False,False,True,False,False,
2022-03-25 00:00:00+00:00,29.3327472306,29.3672056708,27.2135531576,27.2566262078,34297076,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,26.168433130043486,,0,,,0.0,0.0,0.0,0.0,79.60767362365007,32.2736930090137,False,False,True,False,False,
2022-04-01 00:00:00+00:00,28.2300771438,28.7124953068,27.1101778369,28.5315884957,33782166,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,26.329532376263764,,0,,,0.0,0.0,0.0,0.0,77.58446436722093,31.437491622227853,False,False,True,False,False,
