date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_124,aVWAP_BoS_CHoCH_bear_19,aVWAP_BoS_CHoCH_bear_74,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,117.2218727014,124.0394220946,101.5300204195,113.5791212788,1687206,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,113.6725251614,118.2493154103,98.9147117058,117.8756998798,2138132,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,119.5569697672,137.6773229975,110.781674994,117.2218727014,1662718,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,18.280297901162758,-95.7007447529069,False,False,False,True,True,
2022-01-21 00:00:00+00:00,117.0350649361,135.2488220491,110.4033892694,112.0846591567,1581367,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,27.186612175617913,-86.28179074886617,False,False,False,True,True,
2022-01-28 00:00:00+00:00,99.7553466495,115.6340066967,92.0962282738,111.3374280957,1961903,,,,,"rgba(239, 83, 80, 0.5)",,102.49519387333333,,0,,,0.0,0.0,0.0,0.0,24.71674614657356,-86.28179074886617,False,False,False,True,True,
2022-02-04 00:00:00+00:00,113.1121018656,122.2656823634,104.6123485463,104.8925601942,1444736,,,,,"rgba(239, 83, 80, 0.5)",,107.09019158397066,,0,,,0.0,0.0,0.0,0.0,30.890988408961096,-79.73742721070984,False,False,False,True,True,
2022-02-11 00:00:00+00:00,112.9252941004,128.8048881864,107.0408494947,110.6836009173,1329096,,,,,"rgba(239, 83, 80, 0.5)",,109.66288251341084,,0,,,0.0,0.0,0.0,0.0,35.23385218735942,-73.46673150088131,False,False,False,True,True,
2022-02-18 00:00:00+00:00,107.1342533773,126.6556648471,104.8925601942,112.0846591567,1128669,,,,,"rgba(239, 83, 80, 0.5)",,110.28477727621231,,0,,,0.0,0.0,0.0,0.0,36.43303634378801,-69.93993478537737,False,False,False,True,True,
2022-02-25 00:00:00+00:00,97.607057349,103.0244825415,83.9700904849,100.3157699453,1224936,,,,,"rgba(239, 83, 80, 0.5)",,107.62084339297719,,0,,,0.0,0.0,0.0,0.0,35.00262823606657,-68.78566229705459,False,False,False,True,True,
2022-03-04 00:00:00+00:00,74.1626828087,100.4091738279,73.2389184095,94.057709809,2009821,,,,,"rgba(239, 83, 80, 0.5)",,102.09503745867832,,0,,,0.0,0.0,0.0,0.0,30.850594700811662,-68.78566229705459,False,False,False,True,True,
