date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_306,aVWAP_BoS_CHoCH_bull_539,aVWAP_BoS_CHoCH_bear_171,aVWAP_BoS_CHoCH_bear_506,aVWAP_BoS_CHoCH_bear_774,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-03 15:00:00+00:00,57.37,58.54,57.145,58.54,10468.0,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-03 16:00:00+00:00,58.54,58.585,58.05,58.21,899.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-02-03 17:00:00+00:00,58.26,58.36,57.845,58.13,2114.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2025-02-03 18:00:00+00:00,58.13,58.68,57.86,58.315,1917.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,11.931207452525843,-39.261913292726746,False,False,False,True,True,
2025-02-03 19:00:00+00:00,58.33,58.68,58.33,58.61,5222.0,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,28.25415193866742,-25.287135702350874,False,False,False,True,True,
2025-02-03 20:00:00+00:00,58.6,58.68,58.19,58.285,8918.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,32.50944649021744,-22.818545913605174,False,False,False,True,True,
2025-02-04 15:00:00+00:00,58.65,58.775,58.085,58.18,13048.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,33.8960723831493,-22.500953962008364,False,False,False,True,True,
2025-02-04 16:00:00+00:00,58.25,58.41,57.805,57.91,14201.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,31.950665171976677,-22.500953962008364,False,False,False,True,True,
2025-02-04 17:00:00+00:00,57.9,57.92,57.195,57.53,23014.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,28.118968986317675,-22.500953962008364,False,False,False,True,False,
2025-02-04 18:00:00+00:00,57.55,57.69,57.495,57.495,6131.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,25.378265016513225,-16.807002123190074,False,False,False,True,False,
2025-02-04 19:00:00+00:00,57.495,58.16,57.405,57.415,6907.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,23.115877336759752,-18.967662444256987,False,False,False,True,False,
2025-02-04 20:00:00+00:00,57.4,57.54,57.18,57.28,28904.0,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,20.9210813549972,-21.194531727043213,False,False,False,True,False,
2025-02-05 15:00:00+00:00,56.58,57.38,56.38,57.11,11175.0,,,,,,56.95666666666666,"rgba(38, 166, 154, 1.0)",,56.95666666666666,,0,,,0.0,0.0,0.0,0.0,18.710358532216457,-23.520084656919416,False,False,False,True,False,
2025-02-05 16:00:00+00:00,57.11,57.37,56.92,57.32,6787.0,,,,,,57.04987046728277,"rgba(239, 83, 80, 1.0)",,57.04987046728277,,0,,,0.0,0.0,0.0,0.0,21.768307643868447,-23.520084656919416,False,False,False,True,False,
