date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_62,aVWAP_BoS_CHoCH_bull_85,aVWAP_BoS_CHoCH_bear_19,aVWAP_BoS_CHoCH_bear_53,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,16.0971352279,16.3335417532,15.7648049638,15.7648049638,11603,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,16.0971352279,17.157382675,16.0971352279,16.3836885919,10727,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-14 00:00:00+00:00,16.0899713938,16.2281617536,15.2446389697,16.2281617536,22978,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-21 00:00:00+00:00,15.617158343,16.1186267302,15.2374751356,15.6601413476,20554,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-28 00:00:00+00:00,16.104299062,16.3478694214,15.6708870988,15.9610223799,24431,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,14.891090650684255,-35.92326586927504,False,False,False,True,True,
2022-02-04 00:00:00+00:00,16.0326607209,16.1687735689,15.760435025,15.8177456979,20619,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,24.397528006750633,-27.547479196088013,False,False,False,True,True,
2022-02-11 00:00:00+00:00,15.5670115043,16.0326607209,15.5670115043,15.8678925366,8218,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,26.4297364001609,-26.46167089072752,False,False,False,True,True,
2022-02-18 00:00:00+00:00,16.104299062,16.6917334583,15.473881661,15.5383561679,14349,,,,,,"rgba(239, 83, 80, 0.5)",,16.089971393766664,,0,,,0.0,0.0,0.0,0.0,33.74118361645432,-20.22947777256812,False,False,False,True,True,
2022-02-25 00:00:00+00:00,16.4195077625,16.455326933,15.2088197992,16.0541522232,7638,,,,,,"rgba(239, 83, 80, 0.5)",,16.04814407750763,,0,,,0.0,0.0,0.0,0.0,41.13524267359032,-14.00404365479963,False,False,False,True,True,
2022-03-04 00:00:00+00:00,16.2762310804,16.4624907671,15.760435025,16.1401182325,17415,,,,,,"rgba(239, 83, 80, 0.5)",,16.117935089484966,,0,,,0.0,0.0,0.0,0.0,45.19666506094846,-10.9791574245723,False,False,False,True,True,
