date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_85,aVWAP_BoS_CHoCH_bull_108,aVWAP_BoS_CHoCH_bull_161,aVWAP_BoS_CHoCH_bull_209,aVWAP_BoS_CHoCH_bull_356,aVWAP_BoS_CHoCH_bull_452,aVWAP_BoS_CHoCH_bull_597,aVWAP_BoS_CHoCH_bull_731,aVWAP_BoS_CHoCH_bear_88,aVWAP_BoS_CHoCH_bear_745,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,6.4069741487,6.4363976809,6.0759594108,6.0833152938,29432477,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,6.561447693,6.6570741728,6.443753564,6.4731770962,24559038,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,6.4805329793,6.6864977051,6.4731770962,6.6423624067,16002223,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,87.81470291862328,1.2588116744931312,False,False,True,False,True,
2022-01-06 00:00:00+00:00,6.679141822,6.7012094712,6.4777377437,6.679141822,14648447,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,85.74398673037221,1.2588116744931312,False,False,True,False,True,
2022-01-07 00:00:00+00:00,6.796835951,6.8483271325,6.6644300559,6.6938535881,21862142,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,85.8634901384283,1.7178846022312086,False,False,True,False,True,
2022-01-10 00:00:00+00:00,6.7085653543,6.8924624309,6.5724815176,6.8189036002,25295330,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,81.12402877570248,1.7178846022312086,False,False,True,False,True,
2022-01-11 00:00:00+00:00,6.8630388986,6.8703947817,6.679141822,6.7306330035,14785659,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,80.2731436421318,1.7178846022312086,False,False,True,False,True,
2022-01-12 00:00:00+00:00,7.0837153905,7.1057830397,6.8924624309,6.9145300801,27000650,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,81.68718001498232,3.25571562507335,False,False,True,False,True,
2022-01-13 00:00:00+00:00,6.9439536123,7.1057830397,6.9292418462,7.0984271567,13804153,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,78.06754690317209,3.25571562507335,False,False,True,False,True,
2022-01-14 00:00:00+00:00,7.0542918583,7.0837153905,6.9292418462,6.9586653784,14440629,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,76.8533929788828,3.25571562507335,False,False,True,False,True,
2022-01-18 00:00:00+00:00,7.135206572,7.1793418704,7.0101565599,7.1057830397,20562307,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,76.81514878612546,4.372847626322333,False,False,True,False,True,
2022-01-19 00:00:00+00:00,7.0542918583,7.1940536365,6.9586653784,7.1866977534,13469704,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,74.4746243071861,4.372847626322333,False,False,True,False,True,
2022-01-20 00:00:00+00:00,7.0101565599,7.1057830397,6.9586653784,7.0322242091,19031672,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,71.71603460834034,4.372847626322333,False,False,True,False,True,
2022-01-21 00:00:00+00:00,6.7453447696,6.9880889107,6.7012094712,6.907174197,21973678,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,64.2788876972735,4.372847626322333,False,False,True,False,False,
2022-01-24 00:00:00+00:00,6.7527006527,6.7821241849,6.4363976809,6.5835153422,31092478,,,,,,,,,,,6.657074172833333,#000000,,6.657074172833333,,0,,,0.0,0.0,0.0,0.0,59.45051869918544,4.372847626322333,False,False,True,False,False,
2022-01-25 00:00:00+00:00,6.8336153664,6.8703947817,6.6386844652,6.7085653543,17401640,,,,,,,,,,,6.701507215645903,#000000,,6.701507215645903,,0,,,0.0,0.0,0.0,0.0,57.65661885227245,4.372847626322333,False,False,True,False,False,
