date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_217,aVWAP_BoS_CHoCH_bull_401,aVWAP_BoS_CHoCH_bull_533,aVWAP_BoS_CHoCH_bull_641,aVWAP_BoS_CHoCH_bull_775,aVWAP_BoS_CHoCH_bear_126,aVWAP_BoS_CHoCH_bear_297,aVWAP_BoS_CHoCH_bear_396,aVWAP_BoS_CHoCH_bear_616,aVWAP_BoS_CHoCH_bear_722,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,40.3048574302,40.9585085024,40.0873362748,40.6130124005,36895,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,40.014829223,40.5384207709,39.4683073199,40.3864278635,44417,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,39.4347728084,40.8024370733,39.3803925195,39.7791813045,51710,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,38.002758535,39.8698151193,37.6855401833,39.1538079826,75892,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-07 00:00:00+00:00,37.3411316871,38.0571388238,37.0123122071,37.7217937092,96943,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-10 00:00:00+00:00,36.7157583652,37.0778404552,36.2535259098,36.9423429021,88444,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-11 00:00:00+00:00,37.4589556463,38.193089546,36.579807643,36.8154555614,57405,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,7.056532637713445,-43.531511748762675,False,False,False,True,True,
2022-01-12 00:00:00+00:00,36.996723191,38.174962783,36.9242161391,37.8214909054,30529,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,10.86817530207927,-40.42953556407808,False,False,False,True,True,
2022-01-13 00:00:00+00:00,36.3532231061,37.2958147797,36.162892095,37.1598640576,43621,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,12.408938195951947,-39.47394599819128,False,False,False,True,True,
2022-01-14 00:00:00+00:00,35.3925046695,36.1719554765,35.0571595548,36.1719554765,61196,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,12.349526152615445,-39.47394599819128,False,False,False,True,True,
