date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_100,aVWAP_BoS_CHoCH_bull_126,aVWAP_BoS_CHoCH_bull_168,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,3.6548244441,3.8087936441,3.5916426386,3.7228663886,4980246,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,3.3243349997,3.6742649997,3.2562930553,3.5965027775,5362896,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,3.4312580553,3.6450069636,3.2562930553,3.3437755553,4702962,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,7.354579900486206,-68.38644975121551,False,False,False,True,True,
2022-01-21 00:00:00+00:00,3.440978333,3.8069467913,3.3632161108,3.4020972219,5385953,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,13.126797981931691,-62.527696257791234,False,False,False,True,True,
2022-01-28 00:00:00+00:00,3.0618874997,3.4701391664,2.9938455553,3.3632161108,7545872,,,,,"rgba(239, 83, 80, 0.5)",,3.1752907404666666,,0,,,0.0,0.0,0.0,0.0,13.27012900211569,-61.92509850548162,False,False,False,True,True,
2022-02-04 00:00:00+00:00,3.1396497219,3.3291951386,3.0327266664,3.1007686108,5716679,,,,,"rgba(239, 83, 80, 0.5)",,3.1717992233889047,,0,,,0.0,0.0,0.0,0.0,15.839807342062425,-58.75064792816083,False,False,False,True,True,
2022-02-11 00:00:00+00:00,3.4312580553,3.4944398608,3.1689077581,3.1882511108,7068255,,,,,"rgba(239, 83, 80, 0.5)",,3.2389221544809024,,0,,,0.0,0.0,0.0,0.0,24.040451705939535,-50.15122169509651,False,False,False,True,True,
2022-02-18 00:00:00+00:00,3.4798594441,3.6694048608,3.3048944442,3.4798594441,5897699,,,,,"rgba(239, 83, 80, 0.5)",,3.294191764722746,,0,,,0.0,0.0,0.0,0.0,30.669468528005815,-43.201416964999325,False,False,False,True,True,
2022-02-25 00:00:00+00:00,3.6256636108,3.7811880552,3.3632161108,3.4992999997,6167957,,,,,"rgba(239, 83, 80, 0.5)",,3.350514946666667,,0,,,0.0,0.0,0.0,0.0,37.44413163523507,-36.17865741853231,False,False,False,True,True,
2022-03-04 00:00:00+00:00,3.8686705552,3.9172719441,3.5479985914,3.6742649997,6402324,,,,,"rgba(239, 83, 80, 0.5)",,3.421052517037783,,0,,,0.0,0.0,0.0,0.0,44.819682209978794,-28.647402350588358,False,False,False,True,True,
2022-03-11 00:00:00+00:00,4.0047544441,4.0825166663,3.6742649997,3.8881111108,13189747,,,,3.9205120367,#000000,,3.7341399475025883,,0,,,0.0,0.0,0.0,0.0,51.185507722529735,-22.14382347188976,False,False,False,False,True,
2022-03-18 00:00:00+00:00,3.8686705552,3.9610131941,3.5041601386,3.8395097219,9894278,,,,3.859406203482951,#000000,,3.721988473115974,,0,,,0.0,0.0,0.0,0.0,53.80122354878451,-19.201166384013685,False,False,False,False,True,
2022-03-25 00:00:00+00:00,3.7617474997,3.9950341663,3.7325866663,3.9075516663,6805275,,,,3.852662981252594,"rgba(38, 166, 154, 0.5)",,3.730764388559014,,0,,,0.0,0.0,0.0,0.0,54.321832648484,-18.099301348325238,False,False,True,False,True,
