date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_287,aVWAP_BoS_CHoCH_bull_396,aVWAP_BoS_CHoCH_bull_564,aVWAP_BoS_CHoCH_bear_107,aVWAP_BoS_CHoCH_bear_345,aVWAP_BoS_CHoCH_bear_492,aVWAP_BoS_CHoCH_bear_675,aVWAP_BoS_CHoCH_bear_706,aVWAP_BoS_CHoCH_bear_761,aVWAP_BoS_CHoCH_bear_793,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-10 15:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-10 16:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-10 17:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-10 18:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-10 19:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-10 20:00:00+00:00,0.98,0.98,0.98,0.98,100.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-11 15:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-11 16:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-11 17:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-11 18:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-11 19:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-11 20:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-12 15:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-12 16:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-12 17:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-12 18:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-12 19:00:00+00:00,0.98,0.98,0.98,0.98,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-12 20:00:00+00:00,0.98,1.0,0.9432,1.0,534.0,,,,,,,,,,,0.9810666666666666,"rgba(38, 166, 154, 1.0)",,0.9810666666666666,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2025-02-13 15:00:00+00:00,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,0.9810666666666666,"rgba(38, 166, 154, 1.0)",,0.9810666666666666,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-02-13 16:00:00+00:00,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,0.9810666666666666,"rgba(38, 166, 154, 1.0)",,0.9810666666666666,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-02-13 17:00:00+00:00,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,0.9810666666666666,"rgba(38, 166, 154, 1.0)",,0.9810666666666666,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-02-13 18:00:00+00:00,1.0,1.0,0.945,0.945,200.0,,,,,,,,,,,0.9659136058128972,"rgba(239, 83, 80, 1.0)",,0.9659136058128972,,0,,,0.0,0.0,0.0,0.0,72.83383208175711,25.550448873581402,False,False,True,False,False,
2025-02-13 19:00:00+00:00,0.945,0.945,0.945,0.945,0.0,,,,,,,,,,,0.9659136058128972,"rgba(239, 83, 80, 1.0)",,0.9659136058128972,,0,,,0.0,0.0,0.0,0.0,54.72305346959517,10.880718197730232,False,False,False,True,False,
2025-02-13 20:00:00+00:00,0.945,0.945,0.93,0.93,100.0,,,,,,,,,,,0.9573692086330935,"rgba(239, 83, 80, 1.0)",,0.9573692086330935,,0,,,0.0,0.0,0.0,0.0,41.2952123197748,0.7516252530053862,False,False,False,True,False,
2025-02-14 15:00:00+00:00,0.93,0.93,0.93,0.93,0.0,,,,,,,,,,,0.9573692086330935,"rgba(239, 83, 80, 1.0)",,0.9573692086330935,,0,,,0.0,0.0,0.0,0.0,32.34331821989454,-5.572137102954933,False,False,False,True,False,
2025-02-14 16:00:00+00:00,0.93,0.93,0.93,0.93,0.0,,,,,,,,,,,0.9573692086330935,"rgba(239, 83, 80, 1.0)",,0.9573692086330935,,0,,,0.0,0.0,0.0,0.0,26.37538881997437,-9.74465103386035,False,False,False,True,False,
2025-02-14 17:00:00+00:00,0.93,0.93,0.93,0.93,0.0,,,,,,,,,,,0.9573692086330935,"rgba(239, 83, 80, 1.0)",,0.9573692086330935,,0,,,0.0,0.0,0.0,0.0,22.396769220027586,-12.731541179489618,False,False,False,True,False,
2025-02-14 18:00:00+00:00,0.93,0.93,0.93,0.93,0.0,,,,,,,,,,,0.9573692086330935,"rgba(239, 83, 80, 1.0)",,0.9573692086330935,,0,,,0.0,0.0,0.0,0.0,19.744356153396403,-15.07887367271379,False,False,False,True,False,
2025-02-14 19:00:00+00:00,0.93,0.93,0.93,0.93,0.0,,,,,,,,,,,0.9573692086330935,"rgba(239, 83, 80, 1.0)",,0.9573692086330935,,0,,,0.0,0.0,0.0,0.0,17.97608077564228,-17.0821407526676,False,False,False,True,False,
2025-02-14 20:00:00+00:00,0.93,0.93,0.9,0.9,329.0,,,,,,,,,,,0.9312804779287404,"rgba(239, 83, 80, 1.0)",,0.9312804779287404,,0,,,0.0,0.0,0.0,0.0,14.53047462337958,-20.931252117979433,False,False,False,True,False,
2025-02-17 15:00:00+00:00,0.9,0.9,0.9,0.9,0.0,,,,,,,,,,,0.9312804779287404,"rgba(239, 83, 80, 1.0)",,0.9312804779287404,,0,,,0.0,0.0,0.0,0.0,12.233403855204449,-23.83839007603414,False,False,False,True,False,
2025-02-17 16:00:00+00:00,0.9,0.9,0.9,0.9,0.0,,,,,,,,,,,0.9312804779287404,"rgba(239, 83, 80, 1.0)",,0.9312804779287404,,0,,,0.0,0.0,0.0,0.0,10.702023343087694,-26.164203781212603,False,False,False,True,False,
2025-02-17 17:00:00+00:00,0.9,0.9,0.9,0.9,0.0,,,,,,,,,,,0.9312804779287404,"rgba(239, 83, 80, 1.0)",,0.9312804779287404,,0,,,0.0,0.0,0.0,0.0,9.681103001676522,-28.116820247070137,False,False,False,True,False,
2025-02-17 18:00:00+00:00,0.9,0.9,0.9,0.9,0.0,,,,,,,,,,,0.9312804779287404,"rgba(239, 83, 80, 1.0)",,0.9312804779287404,,0,,,0.0,0.0,0.0,0.0,9.000489440735741,-29.813741041612648,False,False,False,True,False,
2025-02-17 19:00:00+00:00,0.9,0.9,0.9,0.9,0.0,,,,,,,,,,,0.9312804779287404,"rgba(239, 83, 80, 1.0)",,0.9312804779287404,,0,,,0.0,0.0,0.0,0.0,8.546747066775222,-31.319976588388286,False,False,False,True,False,
2025-02-17 20:00:00+00:00,0.9,0.9,0.9,0.9,0.0,,,,,,,,,,,0.9312804779287404,"rgba(239, 83, 80, 1.0)",,0.9312804779287404,,0,,,0.0,0.0,0.0,0.0,8.244252150801541,-32.67114869715974,False,False,False,True,False,
