date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_172,aVWAP_BoS_CHoCH_bull_386,aVWAP_BoS_CHoCH_bear_136,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-20 17:00:00+00:00,28.89,28.89,28.89,28.89,145.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-21 17:00:00+00:00,28.89,28.89,28.89,28.89,0.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-22 17:00:00+00:00,28.89,28.89,28.89,28.89,0.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-25 17:00:00+00:00,28.89,28.89,28.89,28.89,0.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-26 17:00:00+00:00,30.15,30.15,30.15,30.15,0.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2023-12-27 17:00:00+00:00,30.15,30.15,30.15,30.15,0.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2023-12-28 17:00:00+00:00,30.15,30.59,30.15,30.59,300.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2023-12-29 17:00:00+00:00,30.59,30.59,30.59,30.59,0.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2024-01-01 17:00:00+00:00,30.59,30.59,30.59,30.59,0.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2024-01-02 17:00:00+00:00,29.19,29.225,29.19,29.225,2.0,,,,,"rgba(239, 83, 80, 1.0)",,29.21333333333334,,0,,,0.0,0.0,0.0,0.0,80.8278698500174,32.74508286501566,False,False,True,False,False,
2024-01-03 17:00:00+00:00,29.225,29.725,29.225,29.725,136.0,,,,,"rgba(239, 83, 80, 1.0)",,29.553333333333338,,0,,,0.0,0.0,0.0,0.0,71.71991398233988,25.698250393104843,False,False,True,False,False,
2024-01-04 17:00:00+00:00,29.725,29.725,29.725,29.725,0.0,,,,,"rgba(239, 83, 80, 1.0)",,29.553333333333338,,0,,,0.0,0.0,0.0,0.0,65.64794340388819,21.39346238935842,False,False,True,False,False,
