date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_75,aVWAP_BoS_CHoCH_bull_108,aVWAP_BoS_CHoCH_bull_144,aVWAP_BoS_CHoCH_bull_470,aVWAP_BoS_CHoCH_bull_700,aVWAP_BoS_CHoCH_bull_835,aVWAP_BoS_CHoCH_bear_122,aVWAP_BoS_CHoCH_bear_353,aVWAP_BoS_CHoCH_bear_460,aVWAP_BoS_CHoCH_bear_491,aVWAP_BoS_CHoCH_bear_544,aVWAP_BoS_CHoCH_bear_630,aVWAP_BoS_CHoCH_bear_671,aVWAP_BoS_CHoCH_bear_745,aVWAP_BoS_CHoCH_bear_817,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,5.75,5.75,5.5,5.63,44514,,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,5.58,5.91,5.58,5.65,150333,,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,5.8,5.8865,5.64,5.835,59441,,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,19.579288025889962,-89.15857605177992,False,False,False,True,True,
2022-01-06 00:00:00+00:00,5.87,5.95,5.63,5.7,32689,,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,34.97756172399107,-73.41188449302975,False,False,False,True,True,
2022-01-07 00:00:00+00:00,5.89,6.0,5.67,5.67,51209,,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,45.82340645799766,-61.605974244266825,False,False,False,True,True,
2022-01-10 00:00:00+00:00,5.765,5.925,5.7,5.81,47767,,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,47.22286009492095,-58.06116900566569,False,False,False,False,True,
2022-01-11 00:00:00+00:00,5.89,5.9,5.81,5.81,27258,,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,51.85084635446144,-50.793353291572096,False,False,False,False,True,
2022-01-12 00:00:00+00:00,5.87,5.9026,5.8,5.9,18271,,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,54.17091379730394,-45.37107102424811,False,False,True,False,True,
2022-01-13 00:00:00+00:00,5.77,5.9,5.7207,5.9,39407,,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,52.36053068467884,-43.801837300881154,False,False,False,False,True,
2022-01-14 00:00:00+00:00,5.66,5.75,5.6,5.7,31126,,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,48.364980856408344,-43.801837300881154,False,False,False,False,True,
