date,Open,High,Low,Close,Volume,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-14 17:00:00+00:00,56.205,56.47,55.785,56.18,230186.0,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-15 17:00:00+00:00,55.63,55.9,55.515,55.855,156387.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-18 17:00:00+00:00,55.62,55.815,55.46,55.51,175540.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2023-12-19 17:00:00+00:00,55.61,55.86,55.395,55.84,193789.0,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,12.311731380406357,-38.919441757634274,False,False,False,True,True,
2023-12-20 17:00:00+00:00,55.53,55.715,54.96,55.0,102135.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,14.191099972079051,-37.966713907953235,False,False,False,True,True,
2023-12-21 17:00:00+00:00,55.15,55.7,54.955,55.65,84120.0,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,23.899005729564813,-29.736336245889415,False,False,False,True,True,
2023-12-22 17:00:00+00:00,55.73,55.885,55.6,55.84,98873.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,32.114550564832925,-23.142550196199988,False,False,False,True,True,
2023-12-25 17:00:00+00:00,55.84,55.84,55.84,55.84,0.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,37.591580455011666,-19.040864887368162,False,False,False,True,True,
2023-12-26 17:00:00+00:00,55.9,56.175,55.86,55.99,60162.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,42.69084146629244,-15.0664526955823,False,False,False,True,True,
2023-12-27 17:00:00+00:00,55.965,56.055,55.865,56.0,44876.0,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,46.18914902824349,-12.327587367828109,False,False,False,False,True,
