date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_89,aVWAP_BoS_CHoCH_bull_341,aVWAP_BoS_CHoCH_bull_516,aVWAP_BoS_CHoCH_bull_576,aVWAP_BoS_CHoCH_bear_78,aVWAP_BoS_CHoCH_bear_128,aVWAP_BoS_CHoCH_bear_370,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-10 15:00:00+00:00,7.795,7.89,7.785,7.82,8966.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-10 16:00:00+00:00,7.82,7.86,7.79,7.8,5778.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-02-10 17:00:00+00:00,7.805,7.86,7.795,7.85,6372.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,24.59016393442606,-86.88524590163908,False,False,False,True,True,
2025-02-10 18:00:00+00:00,7.85,7.91,7.84,7.9,8830.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,44.94887375396968,-66.10339067060724,False,False,False,False,True,
2025-02-10 19:00:00+00:00,7.905,7.965,7.885,7.96,3337.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,60.33577171373628,-49.542278866481745,False,False,True,False,True,
2025-02-10 20:00:00+00:00,7.96,7.98,7.88,7.91,18588.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,62.620185514941475,-44.339687561798655,False,False,True,False,True,
2025-02-11 15:00:00+00:00,7.745,7.95,7.74,7.92,8371.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,64.75317305471394,-38.27397025070799,False,False,True,False,True,
2025-02-11 16:00:00+00:00,7.92,7.96,7.875,7.895,3940.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,63.05542823479704,-35.50345676675605,False,False,True,False,True,
2025-02-11 17:00:00+00:00,7.895,7.94,7.875,7.895,3253.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,61.92359835485244,-31.94642892015694,False,False,True,False,True,
2025-02-11 18:00:00+00:00,7.9,7.945,7.875,7.88,3813.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,59.31242818499873,-30.063046071007662,False,False,True,False,True,
2025-02-11 19:00:00+00:00,7.875,7.975,7.865,7.955,3383.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,62.84098490120539,-22.435812124019506,False,False,True,False,True,
2025-02-11 20:00:00+00:00,7.955,7.97,7.905,7.92,8570.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,61.62631352799327,-19.73772532584368,False,False,True,False,True,
2025-02-12 15:00:00+00:00,7.9,7.925,7.805,7.825,2708.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,54.530518354423336,-19.73772532584368,False,False,True,False,True,
2025-02-12 16:00:00+00:00,7.825,7.93,7.815,7.925,3088.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,55.24732146430776,-19.73772532584368,False,False,True,False,True,
2025-02-12 17:00:00+00:00,7.925,7.925,7.68,7.775,5060.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,49.75266493968303,-19.73772532584368,False,False,False,False,True,
2025-02-12 18:00:00+00:00,7.765,7.775,7.585,7.61,10502.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,42.4562611126442,-19.73772532584368,False,False,False,True,False,
2025-02-12 19:00:00+00:00,7.615,7.625,7.54,7.575,3473.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,37.0079481718958,-19.73772532584368,False,False,False,True,False,
2025-02-12 20:00:00+00:00,7.575,7.6,7.53,7.58,7645.0,,,,,,,,7.57,"rgba(239, 83, 80, 1.0)",,7.57,,0,,,0.0,0.0,0.0,0.0,33.62215944374587,-19.73772532584368,False,False,False,True,False,
2025-02-13 15:00:00+00:00,7.715,7.805,7.695,7.725,5199.0,,,,,,,,7.639487309249456,"rgba(239, 83, 80, 1.0)",,7.639487309249456,,0,,,0.0,0.0,0.0,0.0,37.36536364988471,-19.73772532584368,False,False,False,True,False,
2025-02-13 16:00:00+00:00,7.725,7.745,7.66,7.68,5724.0,,,,,,,,7.656600333907798,"rgba(239, 83, 80, 1.0)",,7.656600333907798,,0,,,0.0,0.0,0.0,0.0,38.67793200447109,-19.73772532584368,False,False,False,True,False,
2025-02-13 17:00:00+00:00,7.68,7.76,7.68,7.755,2913.0,,,,,,,,7.666779945067734,"rgba(239, 83, 80, 1.0)",,7.666779945067734,,0,,,0.0,0.0,0.0,0.0,42.080591484694864,-19.73772532584368,False,False,False,True,True,
2025-02-13 18:00:00+00:00,7.755,7.84,7.735,7.83,1468.0,,,,,,,,7.675408369282613,"rgba(239, 83, 80, 1.0)",,7.675408369282613,,0,,,0.0,0.0,0.0,0.0,46.511033176201224,-17.323041191851956,False,False,False,True,True,
2025-02-13 19:00:00+00:00,7.825,7.905,7.82,7.895,896.0,,,,,,,,7.682845600055917,"rgba(38, 166, 154, 1.0)",,7.682845600055917,,0,,,0.0,0.0,0.0,0.0,51.10249561666037,-12.071370985331143,False,False,True,False,True,
2025-02-13 20:00:00+00:00,7.895,7.945,7.865,7.92,6062.0,,,,,,,,7.728888665975636,"rgba(38, 166, 154, 1.0)",,7.728888665975636,,0,,,0.0,0.0,0.0,0.0,54.765446776550746,-7.825227307070676,False,False,True,False,True,
2025-02-14 15:00:00+00:00,7.94,8.13,7.905,8.055,3154.0,,,,,,,,7.757614510551203,"rgba(38, 166, 154, 1.0)",,7.757614510551203,,0,,,0.0,0.0,0.0,0.0,59.9425530564329,-2.2889614800750238,False,False,True,False,True,
2025-02-14 16:00:00+00:00,8.055,8.165,8.04,8.125,3145.0,,,,,,,,7.788224143327994,"rgba(38, 166, 154, 1.0)",,7.788224143327994,,0,,,0.0,0.0,0.0,0.0,64.50395328833983,2.535421420254167,False,False,True,False,True,
2025-02-14 17:00:00+00:00,8.125,8.185,8.115,8.175,4759.0,,,,,,,,7.831220594816715,"rgba(38, 166, 154, 1.0)",,7.831220594816715,,0,,,0.0,0.0,0.0,0.0,68.27140162925596,6.573175109592363,False,False,True,False,True,
2025-02-14 18:00:00+00:00,8.175,8.185,8.05,8.085,2387.0,,,,,,,,7.84638690256505,"rgba(38, 166, 154, 1.0)",,7.84638690256505,,0,,,0.0,0.0,0.0,0.0,67.16052107444243,6.573175109592363,False,False,True,False,True,
2025-02-14 19:00:00+00:00,8.085,8.19,8.075,8.185,5156.0,,,,,,,,7.8786584687061945,"rgba(38, 166, 154, 1.0)",,7.8786584687061945,,0,,,0.0,0.0,0.0,0.0,68.19598232926623,7.7098770301792925,False,False,True,False,True,
2025-02-14 20:00:00+00:00,8.19,8.21,8.12,8.125,9732.0,,,,,,,,7.924278588598903,"rgba(38, 166, 154, 1.0)",,7.924278588598903,,0,,,0.0,0.0,0.0,0.0,66.70721105738534,7.7098770301792925,False,False,True,False,True,
2025-02-17 15:00:00+00:00,8.125,8.125,8.125,8.125,0.0,,,,,,,,7.924278588598903,"rgba(38, 166, 154, 1.0)",,7.924278588598903,,0,,,0.0,0.0,0.0,0.0,65.7146968761314,7.7098770301792925,False,False,True,False,True,
2025-02-17 16:00:00+00:00,8.125,8.125,8.125,8.125,0.0,,,,,,,,7.924278588598903,"rgba(38, 166, 154, 1.0)",,7.924278588598903,,0,,,0.0,0.0,0.0,0.0,65.05302075529545,7.7098770301792925,False,False,True,False,True,
2025-02-17 17:00:00+00:00,8.125,8.125,8.125,8.125,0.0,,,,,,,,7.924278588598903,"rgba(38, 166, 154, 1.0)",,7.924278588598903,,0,,,0.0,0.0,0.0,0.0,64.61190334140483,7.7098770301792925,False,False,True,False,True,
2025-02-17 18:00:00+00:00,8.125,8.125,8.125,8.125,0.0,,,,,,,,7.924278588598903,"rgba(38, 166, 154, 1.0)",,7.924278588598903,,0,,,0.0,0.0,0.0,0.0,64.31782506547773,7.7098770301792925,False,False,True,False,True,
2025-02-17 19:00:00+00:00,8.125,8.125,8.125,8.125,0.0,,,,,,,,7.924278588598903,"rgba(38, 166, 154, 1.0)",,7.924278588598903,,0,,,0.0,0.0,0.0,0.0,64.12177288152634,8.149937936894887,False,False,True,False,True,
2025-02-17 20:00:00+00:00,8.125,8.125,8.125,8.125,0.0,,,,,,,,7.924278588598903,"rgba(38, 166, 154, 1.0)",,7.924278588598903,,0,,,0.0,0.0,0.0,0.0,63.991071425558744,8.719439983392192,False,False,True,False,True,
2025-02-18 15:00:00+00:00,8.125,8.425,8.105,8.37,4294.0,,,,,,,,8.125039058752039,"rgba(38, 166, 154, 1.0)",,8.125039058752039,,0,,,0.0,0.0,0.0,0.0,69.51632861192935,14.351166950389938,False,False,True,False,True,
2025-02-18 16:00:00+00:00,8.365,8.405,8.28,8.28,2306.0,,,,,,,,8.135431833993856,"rgba(38, 166, 154, 1.0)",,8.135431833993856,,0,,,0.0,0.0,0.0,0.0,68.8770590395341,14.351166950389938,False,False,True,False,True,
2025-02-18 17:00:00+00:00,8.28,8.325,8.255,8.325,2826.0,,,,,,,,8.141612769479936,"rgba(38, 166, 154, 1.0)",,8.141612769479936,,0,,,0.0,0.0,0.0,0.0,69.34758766179147,14.679291874605354,False,False,True,False,True,
2025-02-18 18:00:00+00:00,8.325,8.38,8.28,8.37,1459.0,,,,,,,,8.147989745846974,"rgba(38, 166, 154, 1.0)",,8.147989745846974,,0,,,0.0,0.0,0.0,0.0,70.50729440051492,16.092829022483045,False,False,True,False,True,
2025-02-18 19:00:00+00:00,8.37,8.38,8.29,8.325,3174.0,,,,,,,,8.157947946406534,"rgba(38, 166, 154, 1.0)",,8.157947946406534,,0,,,0.0,0.0,0.0,0.0,69.15204371304661,16.092829022483045,False,False,True,False,True,
2025-02-18 20:00:00+00:00,8.325,8.37,8.135,8.305,22534.0,,,,,,,,8.175963212672734,"rgba(38, 166, 154, 1.0)",,8.175963212672734,,0,,,0.0,0.0,0.0,0.0,67.31842792274381,16.092829022483045,True,False,True,False,False,
2025-02-19 15:00:00+00:00,8.28,8.39,8.255,8.31,3043.0,,,,,,,,8.181093960143254,"rgba(38, 166, 154, 1.0)",,8.181093960143254,,0,,,0.0,0.0,0.0,0.0,66.23745994391467,16.092829022483045,True,False,True,False,False,
2025-02-19 16:00:00+00:00,8.31,8.41,8.31,8.375,4826.0,,,,,,,,8.192048200119611,"rgba(38, 166, 154, 1.0)",,8.192048200119611,,0,,,0.0,0.0,0.0,0.0,67.26311892015585,16.092829022483045,True,False,True,False,False,
2025-02-19 17:00:00+00:00,8.375,8.39,8.305,8.305,3572.0,,,,,,,,8.197516571270128,"rgba(38, 166, 154, 1.0)",,8.197516571270128,,0,,,0.0,0.0,0.0,0.0,64.4776708584002,18.341310243617414,True,False,True,False,False,
2025-02-19 18:00:00+00:00,8.3,8.385,8.285,8.285,5561.0,,,,,,,,8.204002109373164,"rgba(38, 166, 154, 1.0)",,8.204002109373164,,0,,,0.0,0.0,0.0,0.0,61.716665344796525,15.725227768954255,True,False,True,False,False,
2025-02-19 19:00:00+00:00,8.285,8.35,8.265,8.275,3280.0,,,,,,,,8.206557624115014,"rgba(38, 166, 154, 1.0)",,8.206557624115014,,0,,,0.0,0.0,0.0,0.0,59.40313147718058,13.575455536055543,True,False,True,False,False,
2025-02-19 20:00:00+00:00,8.275,8.42,8.24,8.395,14055.0,,,,,,,,8.266928353646334,"rgba(38, 166, 154, 1.0)",,8.266928353646334,,0,,,0.0,0.0,0.0,0.0,61.69237316592739,13.575455536055543,True,False,True,False,True,
2025-02-20 15:00:00+00:00,8.17,8.27,8.08,8.1,3202.0,,,,,,,,8.252227115050703,"rgba(239, 83, 80, 1.0)",,8.252227115050703,,0,,,0.0,0.0,0.0,0.0,54.10000425707855,9.131614088865327,False,False,True,False,False,
2025-02-20 16:00:00+00:00,8.1,8.19,8.04,8.175,2387.0,,,,,,,,8.243184899353851,"rgba(239, 83, 80, 1.0)",,8.243184899353851,,0,,,0.0,0.0,0.0,0.0,51.18853297492805,6.753191698569196,False,False,False,False,False,7.168415825825452
2025-02-20 17:00:00+00:00,8.175,8.2,8.125,8.185,2012.0,,,,,,,,8.238444615057036,"rgba(239, 83, 80, 1.0)",,8.238444615057036,,0,,,0.0,0.0,0.0,0.0,49.53151399036391,5.380439554302619,False,False,False,False,False,7.510861404198522
2025-02-20 18:00:00+00:00,8.185,8.21,8.155,8.2,1127.0,,,,,,,,8.23654320256142,"rgba(239, 83, 80, 1.0)",,8.23654320256142,,0,,,0.0,0.0,0.0,0.0,48.88645496628135,4.747860187861207,False,False,False,False,False,8.028367738951466
2025-02-20 19:00:00+00:00,8.2,8.265,8.195,8.265,2515.0,,,,,,,,8.235463731120696,"rgba(239, 83, 80, 1.0)",,8.235463731120696,,0,,,0.0,0.0,0.0,0.0,50.3970691156905,4.747860187861207,False,False,False,False,False,10.224647170943772
2025-02-20 20:00:00+00:00,8.265,8.355,8.25,8.315,10222.0,,,,,,,,8.242953030242221,"rgba(239, 83, 80, 1.0)",,8.242953030242221,,0,,,0.0,0.0,0.0,0.0,52.76604059174385,4.747860187861207,False,False,True,False,True,11.850193336043418
2025-02-21 15:00:00+00:00,8.14,8.29,8.14,8.185,2064.0,,,,,,,,8.241118433803472,"rgba(239, 83, 80, 1.0)",,8.241118433803472,,0,,,0.0,0.0,0.0,0.0,50.43179757108678,4.747860187861207,False,False,False,False,True,6.428754237107309
2025-02-21 16:00:00+00:00,8.185,8.215,8.17,8.185,2355.0,,,,,,,,8.238738560315184,"rgba(239, 83, 80, 1.0)",,8.238738560315184,,0,,,0.0,0.0,0.0,0.0,48.875635557315405,4.506801121828715,False,True,False,False,False,6.428754237107309
2025-02-21 17:00:00+00:00,8.18,8.21,8.095,8.095,2401.0,,,,,,,,8.234729813269018,"rgba(239, 83, 80, 1.0)",,8.234729813269018,,0,,,0.0,0.0,0.0,0.0,45.523358713835165,1.2079739793254731,False,True,False,True,False,2.9224206245851896
2025-02-21 18:00:00+00:00,8.095,8.1,7.995,8.01,1182.0,,,,,,,,8.231366507422036,"rgba(239, 83, 80, 1.0)",,8.231366507422036,,0,,,0.0,0.0,0.0,0.0,41.491894358119,-2.6135207428134137,False,True,False,True,False,0.0
2025-02-21 19:00:00+00:00,8.015,8.065,7.97,7.985,2399.0,,,,,,,,8.224098711014847,"rgba(239, 83, 80, 1.0)",,8.224098711014847,,0,,,0.0,0.0,0.0,0.0,38.31480919583913,-5.574300219338539,False,True,False,True,False,0.0
2025-02-21 20:00:00+00:00,7.98,8.025,7.85,7.85,12580.0,,,,,,,,8.180682414656607,"rgba(239, 83, 80, 1.0)",,8.180682414656607,,0,,,0.0,0.0,0.0,0.0,33.95276965486822,-9.606135790722213,False,True,False,True,False,0.0
2025-02-24 15:00:00+00:00,7.675,7.71,7.51,7.56,3052.0,,,,,,,,8.162467930712971,"rgba(239, 83, 80, 1.0)",,8.162467930712971,,0,,,0.0,0.0,0.0,0.0,28.208012688774968,-14.822730301846697,False,True,False,True,False,0.0
2025-02-24 16:00:00+00:00,7.56,7.68,7.53,7.66,473.0,,,,,,,,8.159907171333312,"rgba(239, 83, 80, 1.0)",,8.159907171333312,,0,,,0.0,0.0,0.0,0.0,27.590492540702336,-15.319244744307184,False,True,False,True,False,0.0
2025-02-24 17:00:00+00:00,7.66,7.785,7.635,7.73,1964.0,,,,,,,,8.151376775503298,"rgba(239, 83, 80, 1.0)",,8.151376775503298,,0,,,0.0,0.0,0.0,0.0,29.228965401481144,-15.319244744307184,False,True,False,True,False,0.0
2025-02-24 18:00:00+00:00,7.735,7.82,7.72,7.78,2096.0,,,,,,,,8.143827966400172,"rgba(239, 83, 80, 1.0)",,8.143827966400172,,0,,,0.0,0.0,0.0,0.0,31.736182897461056,-15.319244744307184,False,True,False,True,True,0.0
2025-02-24 19:00:00+00:00,7.77,7.83,7.76,7.775,1976.0,,,,,,,,8.137304675427329,"rgba(239, 83, 80, 1.0)",,8.137304675427329,,0,,,0.0,0.0,0.0,0.0,33.32159832414624,-15.319244744307184,False,True,False,True,True,0.0
2025-02-24 20:00:00+00:00,7.775,7.845,7.745,7.81,6800.0,,,,,,,,8.117515522919016,"rgba(239, 83, 80, 1.0)",,8.117515522919016,,0,,,0.0,0.0,0.0,0.0,35.48833268140827,-21.18506571667134,False,True,False,True,True,0.0
2025-02-25 15:00:00+00:00,7.47,7.47,7.31,7.385,5677.0,,,,,,,,8.083585397809317,"rgba(239, 83, 80, 1.0)",,8.083585397809317,,0,,,0.0,0.0,0.0,0.0,31.393558459861126,-21.18506571667134,False,True,False,True,False,0.0
2025-02-25 16:00:00+00:00,7.385,7.4,7.225,7.295,2462.0,,,,,,,,8.06833152053855,"rgba(239, 83, 80, 1.0)",,8.06833152053855,,0,,,0.0,0.0,0.0,0.0,27.964288992578123,-15.219965055207737,False,True,False,True,False,0.0
2025-02-25 17:00:00+00:00,7.29,7.34,7.24,7.33,1263.0,,,,,,,,8.06073195619598,"rgba(239, 83, 80, 1.0)",,8.06073195619598,,0,,,0.0,0.0,0.0,0.0,26.67891132958784,-16.584874972673227,False,True,False,True,False,0.0
2025-02-25 18:00:00+00:00,7.335,7.43,7.315,7.335,2861.0,,,,,,,,8.045391982824023,"rgba(239, 83, 80, 1.0)",,8.045391982824023,,0,,,0.0,0.0,0.0,0.0,25.975774450369993,-17.53804735474297,False,True,False,True,False,0.0
2025-02-25 19:00:00+00:00,7.33,7.375,7.235,7.325,1853.0,,,,,,,,8.035164948538386,"rgba(239, 83, 80, 1.0)",,8.035164948538386,,0,,,0.0,0.0,0.0,0.0,25.396509954842756,-18.478855250338185,False,True,False,True,False,0.0
2025-02-25 20:00:00+00:00,7.32,7.36,7.245,7.28,3966.0,,,,,,,,8.013818843569789,"rgba(239, 83, 80, 1.0)",,8.013818843569789,,0,,,0.0,0.0,0.0,0.0,24.493731281719725,-19.76772922398518,False,True,False,True,False,0.0
2025-02-26 15:00:00+00:00,7.365,7.385,7.25,7.285,3468.0,,,,,,,,7.9965320450575526,"rgba(239, 83, 80, 1.0)",,7.9965320450575526,,0,,,0.0,0.0,0.0,0.0,24.09622124100782,-20.602130832733035,False,True,False,True,False,0.0
2025-02-26 16:00:00+00:00,7.29,7.36,7.245,7.245,2558.0,,,,,,,,7.9839453775351785,"rgba(239, 83, 80, 1.0)",,7.9839453775351785,,0,,,0.0,0.0,0.0,0.0,23.313850155249686,-21.79794133050873,False,True,False,True,False,0.0
2025-02-26 17:00:00+00:00,7.235,7.26,7.175,7.18,2552.0,,,,,,,,7.97048099166706,"rgba(239, 83, 80, 1.0)",0.31990548998496876,7.97048099166706,-2.4709828884280856,0,,,0.0,0.0,0.0,0.0,22.00529396785923,-23.43577146342104,False,True,False,True,False,0.0
2025-02-26 18:00:00+00:00,7.18,7.205,7.14,7.16,2842.0,,,,,,,,7.955367897404028,"rgba(239, 83, 80, 1.0)",0.33182600183755334,7.955367897404028,-2.396942653678489,0,,,0.0,0.0,0.0,0.0,20.898874559262865,-24.824641639040546,False,True,False,True,False,0.0
2025-02-26 19:00:00+00:00,7.16,7.26,7.13,7.205,2668.0,,,,,,,,7.942267537076279,"rgba(239, 83, 80, 1.0)",0.3417261824674608,7.942267537076279,-2.157480388985065,0,,,0.0,0.0,0.0,0.0,22.437291516727583,-24.824641639040546,False,True,False,True,False,0.0
2025-02-26 20:00:00+00:00,7.205,7.26,7.205,7.25,8582.0,,,,,,,,7.905424501109576,"rgba(239, 83, 80, 1.0)",0.3501451822439503,7.905424501109576,-1.8718649701509644,0,,,0.0,0.0,0.0,0.0,25.60597126247243,-28.499543326184856,False,True,False,True,True,0.0
2025-02-27 15:00:00+00:00,7.1,7.33,7.08,7.265,1802.0,,,,,,,,7.7297968481056465,"rgba(239, 83, 80, 1.0)",0.3578648141760039,7.7297968481056465,-1.2988056654182603,0,,,0.0,-1.0,7.08,110.0,28.42968638548349,-25.811269969801828,False,True,False,True,True,0.0
2025-02-27 16:00:00+00:00,7.27,7.36,7.265,7.305,2691.0,,,,,,,,7.735556472948073,"rgba(239, 83, 80, 1.0)",0.36423559349350826,7.735556472948073,-1.1820823682234303,0,,,0.0,0.0,0.0,0.0,32.201352566585825,-22.333814883240255,False,True,False,True,True,0.0
2025-02-27 17:00:00+00:00,7.31,7.37,7.3,7.355,2336.0,,,,,,,,7.735652430796914,"rgba(239, 83, 80, 1.0)",0.3693840380519551,7.735652430796914,-1.030505900591658,0,,,0.0,0.0,0.0,0.0,36.882156975495924,-18.12797931773421,False,True,False,True,True,0.0
2025-02-27 18:00:00+00:00,7.355,7.39,7.35,7.35,2928.0,,,,,,,,7.73409633608815,"rgba(239, 83, 80, 1.0)",0.3743923003943795,7.73409633608815,-1.0259194317926652,0,,,0.0,0.0,0.0,0.0,39.8178928236629,-15.589391662433314,False,False,False,True,True,0.0
2025-02-27 19:00:00+00:00,7.355,7.355,7.25,7.315,4753.0,,,,,,,,7.722061990077495,"rgba(239, 83, 80, 1.0)",0.3798816434931593,7.722061990077495,-1.0715495129862058,0,,,0.0,0.0,0.0,0.0,40.46123241472637,-15.048269494466645,False,False,False,True,True,0.0
2025-02-27 20:00:00+00:00,7.315,7.315,7.25,7.255,7074.0,,,,,,,,7.702303123006764,"rgba(239, 83, 80, 1.0)",0.38633805156894757,7.702303123006764,-1.1578023991947788,0,,,0.0,0.0,0.0,0.0,38.905155976098044,-15.048269494466645,False,False,False,True,True,0.0
2025-02-28 15:00:00+00:00,7.23,7.805,7.225,7.73,11916.0,,,,,,,,7.7171584642305495,"rgba(38, 166, 154, 1.0)",0.3866041460793799,7.7171584642305495,0.0332162391419729,0,,,0.0,0.0,0.0,0.0,49.84336089502893,-6.540616178932751,True,False,True,False,True,0.0
2025-02-28 16:00:00+00:00,7.725,7.74,7.585,7.66,4937.0,,,,,,,,7.722844609438319,"rgba(38, 166, 154, 1.0)",0.38707063396191194,7.722844609438319,-0.1623595383485035,0,,,0.0,0.0,0.0,0.0,55.106026402808546,-2.108108344727256,True,False,True,False,True,0.0
2025-02-28 17:00:00+00:00,7.66,7.75,7.64,7.705,6495.0,,,,,,,,7.729901982585679,"rgba(38, 166, 154, 1.0)",0.3873472613829891,7.729901982585679,-0.06428852109801682,0,,,0.0,0.0,0.0,0.0,59.27713862961274,1.403157138210517,True,False,True,False,True,0.0
2025-02-28 18:00:00+00:00,7.7,8.05,7.69,7.895,17990.0,,,,,,,,7.763466846992248,"rgba(38, 166, 154, 1.0)",0.38737558886286005,7.763466846992248,0.33954941093182117,0,,,0.0,0.0,0.0,0.0,64.38428636821045,5.892247446530035,True,False,True,False,True,3.221892864750256
2025-02-28 19:00:00+00:00,7.895,8.145,7.89,8.12,6340.0,,,,,,,,7.779008914726636,"rgba(38, 166, 154, 1.0)",0.38854612350413537,7.779008914726636,0.8776077398433602,0,,,0.0,0.0,0.0,0.0,69.67796359420339,10.60068175141285,True,False,True,False,True,8.190308790140296
2025-02-28 20:00:00+00:00,8.12,8.275,8.01,8.215,28910.0,,,,,8.166666666666668,,,7.911108208546599,"rgba(38, 166, 154, 1.0)",0.3906918096020069,7.911108208546599,0.7778299518563537,0,,,0.0,1.0,8.275,160.0,73.83736466904425,14.332678522970767,True,False,True,False,True,10.125028843237974
