date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bear_163,aVWAP_BoS_CHoCH_bear_257,aVWAP_BoS_CHoCH_bear_486,aVWAP_BoS_CHoCH_bear_547,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-07 15:00:00+00:00,13.33,13.33,13.18,13.23,5668.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-07 16:00:00+00:00,13.23,13.27,13.06,13.07,4763.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-02-07 17:00:00+00:00,13.07,13.21,13.04,13.175,1940.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,14.157303370786543,-71.23595505617982,False,False,False,True,True,
2025-02-07 18:00:00+00:00,13.175,13.27,13.17,13.21,1632.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,26.230060740043008,-58.95474308677034,False,False,False,True,True,
2025-02-07 19:00:00+00:00,13.21,13.21,13.135,13.195,1104.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,33.23536494487655,-51.1091662052497,False,False,False,True,True,
2025-02-07 20:00:00+00:00,13.195,13.45,13.16,13.44,5813.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,47.27906783416408,-36.55827784580613,False,False,True,False,True,
2025-02-10 15:00:00+00:00,13.31,13.31,13.06,13.27,3102.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,49.259701743431265,-33.097614799366994,False,False,True,False,True,
2025-02-10 16:00:00+00:00,13.26,13.55,13.26,13.495,2706.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,55.32594043194827,-25.396488670199705,False,False,True,False,True,
2025-02-10 17:00:00+00:00,13.495,13.52,13.41,13.465,2048.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,58.388353007226236,-20.365092226347436,False,False,True,False,True,
2025-02-10 18:00:00+00:00,13.465,13.62,13.465,13.51,1216.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,61.24167106547663,-15.386818488691588,False,False,True,False,True,
2025-02-10 19:00:00+00:00,13.51,13.52,13.42,13.475,1405.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,61.87985201360702,-12.387344418388011,False,False,True,False,True,
2025-02-10 20:00:00+00:00,13.475,13.585,13.44,13.57,4638.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,64.11625832144851,-7.892663285860024,False,False,True,False,True,
2025-02-11 15:00:00+00:00,13.555,13.68,13.545,13.615,1284.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,66.3700000991285,-3.5386429338563374,False,False,True,False,True,
2025-02-11 16:00:00+00:00,13.63,13.64,13.42,13.44,1676.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,62.16217156586354,-3.5386429338563374,False,False,True,False,True,
2025-02-11 17:00:00+00:00,13.445,13.53,13.38,13.505,4000.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,60.77124488669408,-3.5386429338563374,False,False,True,False,True,
2025-02-11 18:00:00+00:00,13.53,13.625,13.525,13.575,2208.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,61.24459177965501,-3.5386429338563374,False,False,True,False,True,
2025-02-11 19:00:00+00:00,13.575,13.575,13.445,13.455,2160.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,58.207972971844974,-3.5386429338563374,False,False,True,False,True,
2025-02-11 20:00:00+00:00,13.465,13.545,13.395,13.475,4452.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,56.65307394152514,-3.5386429338563374,False,False,True,False,False,
2025-02-12 15:00:00+00:00,13.25,13.53,13.25,13.42,2259.0,,,,,13.4,"rgba(239, 83, 80, 1.0)",,13.4,,0,,,0.0,0.0,0.0,0.0,54.12719253894999,-3.5386429338563374,False,False,True,False,False,
2025-02-12 16:00:00+00:00,13.43,13.515,13.345,13.5,2401.0,,,,,13.427479256080115,"rgba(239, 83, 80, 1.0)",,13.427479256080115,,0,,,0.0,0.0,0.0,0.0,54.48262691803792,-3.5386429338563374,False,False,True,False,False,
2025-02-12 17:00:00+00:00,13.5,13.7,13.475,13.63,4195.0,,,,,13.509999435347263,"rgba(38, 166, 154, 1.0)",,13.509999435347263,,0,,,0.0,0.0,0.0,0.0,57.40916150009118,-1.849074735458224,False,False,True,False,False,
2025-02-12 18:00:00+00:00,13.63,13.68,13.58,13.66,903.0,,,,,13.52202961672474,"rgba(38, 166, 154, 1.0)",,13.52202961672474,,0,,,0.0,0.0,0.0,0.0,59.90712845462011,1.2802776146988037,False,False,True,False,True,
2025-02-12 19:00:00+00:00,13.665,13.74,13.615,13.73,2279.0,,,,,13.55477859931877,"rgba(38, 166, 154, 1.0)",,13.55477859931877,,0,,,0.0,0.0,0.0,0.0,62.80010951294467,4.633121253989756,False,False,True,False,True,
