date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_111,aVWAP_BoS_CHoCH_bull_203,aVWAP_BoS_CHoCH_bear_94,aVWAP_BoS_CHoCH_bear_140,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-19 17:00:00+00:00,27.79,27.79,27.79,27.79,0.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-20 17:00:00+00:00,27.715,27.715,27.715,27.715,54.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-21 17:00:00+00:00,27.8,27.84,27.715,27.84,92.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,21.73913043478268,-82.60869565217402,False,False,False,True,True,
2023-12-22 17:00:00+00:00,27.84,27.84,27.84,27.84,0.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,36.231884057971136,-67.39130434782615,False,False,False,True,True,
2023-12-25 17:00:00+00:00,27.84,27.84,27.84,27.84,0.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,45.89371980676344,-56.086956521739154,False,False,False,False,True,
2023-12-26 17:00:00+00:00,27.77,27.84,27.71,27.74,720.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,43.06901530936177,-56.06369668627229,False,False,False,True,True,
2023-12-27 17:00:00+00:00,27.84,27.99,27.8,27.91,7400.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,50.55390163605759,-45.53929333938483,False,False,True,False,True,
2023-12-28 17:00:00+00:00,27.91,27.91,27.91,27.91,0.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,55.543825853854806,-37.259342851426986,False,False,True,False,True,
2023-12-29 17:00:00+00:00,27.92,27.92,27.92,27.92,0.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,59.24223742027893,-30.113028880531203,False,False,True,False,True,
2024-01-01 17:00:00+00:00,27.92,27.92,27.92,27.92,0.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,61.707845131228346,-24.113113749782464,False,False,True,False,True,
2024-01-02 17:00:00+00:00,27.73,27.845,27.71,27.845,27.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,58.13277246128749,-24.113113749782464,False,False,True,False,True,
2024-01-03 17:00:00+00:00,27.47,27.47,27.47,27.47,0.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,46.075353291697375,-24.113113749782464,False,False,False,True,True,
2024-01-04 17:00:00+00:00,27.47,27.47,27.47,27.47,0.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,38.037073845303965,-24.113113749782464,False,False,False,True,False,
2024-01-05 17:00:00+00:00,27.46,27.5,27.46,27.5,100.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,34.09583593508514,-24.113113749782464,False,False,False,True,False,
2024-01-08 17:00:00+00:00,27.68,27.94,27.68,27.94,100.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,43.11331190984244,-24.113113749782464,False,False,False,True,False,
2024-01-09 17:00:00+00:00,27.88,27.91,27.88,27.91,400.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,48.41067445353494,-24.113113749782464,False,False,False,False,True,
2024-01-10 17:00:00+00:00,27.91,27.91,27.91,27.91,0.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,51.94224948266327,-20.34843053686379,False,False,True,False,True,
2024-01-11 17:00:00+00:00,27.54,27.8,27.54,27.67,302.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,49.14559031196153,-20.34843053686379,False,False,False,False,True,
2024-01-12 17:00:00+00:00,27.67,27.99,27.67,27.84,115.0,,,,,27.833333333333336,"rgba(38, 166, 154, 1.0)",,27.833333333333336,,0,,,0.0,0.0,0.0,0.0,50.52994984955276,-18.524740951733136,False,False,False,False,True,
2024-01-15 17:00:00+00:00,27.84,27.84,27.84,27.84,0.0,,,,,27.833333333333336,"rgba(38, 166, 154, 1.0)",,27.833333333333336,,0,,,0.0,0.0,0.0,0.0,51.45285620794691,-15.854023685940298,False,False,False,False,True,
2024-01-16 17:00:00+00:00,27.79,27.79,27.39,27.46,401.0,,,,,27.610555555555557,"rgba(239, 83, 80, 1.0)",,27.610555555555557,,0,,,0.0,0.0,0.0,0.0,46.237804976744535,-15.854023685940298,False,False,False,True,True,
2024-01-17 17:00:00+00:00,27.46,27.485,27.17,27.27,1546.0,,,,,27.34614775299062,"rgba(239, 83, 80, 1.0)",,27.34614775299062,,0,,,0.0,0.0,0.0,0.0,40.901137019989974,-15.854023685940298,False,False,False,True,False,
2024-01-18 17:00:00+00:00,27.27,27.495,27.27,27.42,1006.0,,,,,27.365039436990045,"rgba(239, 83, 80, 1.0)",,27.365039436990045,,0,,,0.0,0.0,0.0,0.0,40.17088050667902,-15.854023685940298,False,False,False,True,False,
2024-01-19 17:00:00+00:00,27.42,27.67,27.39,27.39,287.0,,,,,27.37625362232491,"rgba(239, 83, 80, 1.0)",,27.37625362232491,,0,,,0.0,0.0,0.0,0.0,39.34047450119187,-15.854023685940298,False,False,False,True,False,
2024-01-22 17:00:00+00:00,27.66,27.73,27.66,27.73,100.0,,,,,27.386706062341414,"rgba(239, 83, 80, 1.0)",,27.386706062341414,,0,,,0.0,0.0,0.0,0.0,44.05175439175799,-15.854023685940298,False,False,False,True,False,
2024-01-23 17:00:00+00:00,27.73,27.73,27.38,27.55,82.0,,,,,27.390934739455044,"rgba(239, 83, 80, 1.0)",,27.390934739455044,,0,,,0.0,0.0,0.0,0.0,44.85487542771407,-15.854023685940298,False,False,False,True,False,
2024-01-24 17:00:00+00:00,27.55,27.66,27.5,27.66,120.0,,,,,27.398641759115396,"rgba(239, 83, 80, 1.0)",,27.398641759115396,,0,,,0.0,0.0,0.0,0.0,46.86633192358436,-13.351899990735632,False,False,False,True,True,
2024-01-25 17:00:00+00:00,27.53,27.53,27.53,27.53,23.0,,,,,27.399537891176095,"rgba(239, 83, 80, 1.0)",,27.399537891176095,,0,,,0.0,0.0,0.0,0.0,46.52676037529667,-12.788658998017489,False,False,False,True,True,
2024-01-26 17:00:00+00:00,27.58,27.75,27.58,27.75,314.0,,,,,27.424441655294903,"rgba(239, 83, 80, 1.0)",,27.424441655294903,,0,,,0.0,0.0,0.0,0.0,49.16476611166786,-9.464037034107115,False,False,False,False,True,
2024-01-29 17:00:00+00:00,27.66,27.66,27.51,27.51,468.0,,,,,27.439677546246813,"rgba(239, 83, 80, 1.0)",,27.439677546246813,,0,,,0.0,0.0,0.0,0.0,47.96540627900699,-9.464037034107115,False,False,False,False,True,
2024-01-30 17:00:00+00:00,27.75,27.75,27.51,27.7,300.0,,,,,27.453995608783067,"rgba(239, 83, 80, 1.0)",,27.52044151696649,,0,,,0.0,0.0,0.0,0.0,49.466033941550904,-7.90423899954348,False,False,False,False,True,
2024-01-31 17:00:00+00:00,27.7,27.735,27.7,27.735,18.0,,,,,27.45507326297032,"rgba(239, 83, 80, 1.0)",,27.52248070780831,,0,,,0.0,0.0,0.0,0.0,50.87205258613892,-5.963928308816506,False,False,False,False,True,
2024-02-01 17:00:00+00:00,27.735,27.735,27.735,27.735,0.0,,,,,27.45507326297032,"rgba(239, 83, 80, 1.0)",,27.52248070780831,,0,,,0.0,0.0,0.0,0.0,51.80939834919759,-4.504930976736553,False,False,True,False,True,
2024-02-02 17:00:00+00:00,27.63,27.63,27.605,27.605,91.0,,,,,27.458214851394057,"rgba(239, 83, 80, 1.0)",,27.52131465507227,,0,,,0.0,0.0,0.0,0.0,50.512168921581065,-4.504930976736553,False,False,False,False,True,
2024-02-05 17:00:00+00:00,27.605,27.605,27.605,27.605,0.0,,,,,27.458214851394057,"rgba(239, 83, 80, 1.0)",,27.52131465507227,,0,,,0.0,0.0,0.0,0.0,49.647349303170046,-4.504930976736553,False,False,False,False,True,
