date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_287,aVWAP_BoS_CHoCH_bull_545,aVWAP_BoS_CHoCH_bull_677,aVWAP_BoS_CHoCH_bull_731,aVWAP_BoS_CHoCH_bear_168,aVWAP_BoS_CHoCH_bear_333,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-03 15:00:00+00:00,40.54,40.94,40.12,40.94,105.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-03 16:00:00+00:00,40.94,41.0,40.82,41.0,130.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2025-02-03 17:00:00+00:00,41.0,41.0,40.775,40.775,82.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,73.05389221556904,-44.31137724550838,False,False,True,False,True,
2025-02-03 18:00:00+00:00,40.775,41.055,40.775,41.055,468.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,69.39547870551047,-44.31137724550838,False,False,True,False,True,
2025-02-03 19:00:00+00:00,41.055,41.255,41.055,41.18,349.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,69.61743003251041,-41.34939269892433,False,False,True,False,True,
2025-02-03 20:00:00+00:00,41.23,41.55,41.14,41.17,1068.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,69.33117373707516,-36.62100824123423,False,False,True,False,True,
2025-02-04 15:00:00+00:00,41.75,41.97,41.645,41.795,322.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,75.0407920269422,-26.034894419221295,False,False,True,False,True,
2025-02-04 16:00:00+00:00,41.75,41.92,41.75,41.85,113.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,79.08692545494259,-17.229389735601032,False,False,True,False,True,
2025-02-04 17:00:00+00:00,41.85,41.85,41.63,41.715,171.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,78.06738905963321,-13.452229559222879,False,False,True,False,True,
2025-02-04 18:00:00+00:00,41.715,41.85,41.715,41.775,123.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,77.86800707796502,-8.940879188423636,False,False,True,False,True,
2025-02-04 19:00:00+00:00,41.775,41.88,41.775,41.78,113.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,77.77717088948557,-4.553574839516315,False,False,True,False,True,
2025-02-04 20:00:00+00:00,41.78,41.815,41.68,41.73,570.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,76.18273217509044,-2.1482176522633694,False,False,True,False,True,
2025-02-05 15:00:00+00:00,41.645,41.85,41.645,41.73,51.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,75.11977303216034,0.3756346606624561,False,False,True,False,True,
2025-02-05 16:00:00+00:00,41.73,42.17,41.73,42.17,32.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,77.99185131721482,6.245829983819199,False,False,True,False,True,
2025-02-05 17:00:00+00:00,42.17,42.34,42.17,42.195,11.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,80.04099218992741,10.878692526981794,False,False,True,False,True,
2025-02-05 18:00:00+00:00,42.195,42.21,42.15,42.15,210.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,80.06620299386918,13.321456106135216,False,False,True,False,True,
2025-02-05 19:00:00+00:00,42.15,42.28,42.15,42.255,106.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,80.82204721528129,16.218739557050924,False,False,True,False,True,
2025-02-05 20:00:00+00:00,42.255,42.4,42.12,42.4,587.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,82.19544031892457,19.40944676354141,False,False,True,False,True,
2025-02-06 15:00:00+00:00,42.73,43.33,42.73,43.33,1.0,,,,,,,43.129999999999995,"rgba(38, 166, 154, 1.0)",,43.129999999999995,,0,,,0.0,0.0,0.0,0.0,85.70012913914576,24.238187469778012,False,False,True,False,True,
2025-02-06 16:00:00+00:00,43.33,43.33,43.33,43.33,0.0,,,,,,,43.129999999999995,"rgba(38, 166, 154, 1.0)",,43.129999999999995,,0,,,0.0,0.0,0.0,0.0,88.03658835262655,27.646871635735295,False,False,True,False,True,
2025-02-06 17:00:00+00:00,43.33,43.33,42.53,42.61,213.0,,,,,,,42.82381100726895,"rgba(38, 166, 154, 1.0)",,42.82381100726895,,0,,,0.0,0.0,0.0,0.0,79.21883242852705,27.646871635735295,False,False,True,False,False,
2025-02-06 18:00:00+00:00,42.61,42.61,42.61,42.61,0.0,,,,,,,42.82381100726895,"rgba(38, 166, 154, 1.0)",,42.82381100726895,,0,,,0.0,0.0,0.0,0.0,73.34032847912738,33.55024764892191,False,False,True,False,False,
2025-02-06 19:00:00+00:00,42.61,42.61,42.29,42.36,55.0,,,,,,,42.741042279309774,"rgba(239, 83, 80, 1.0)",,42.741042279309774,,0,,,0.0,0.0,0.0,0.0,66.7820326118226,27.26513788075833,False,False,True,False,False,
2025-02-06 20:00:00+00:00,42.36,42.36,42.18,42.255,290.0,,,,,,,42.49378462136902,"rgba(239, 83, 80, 1.0)",,42.49378462136902,,0,,,0.0,0.0,0.0,0.0,61.38534485648334,22.163633793645943,False,False,True,False,False,
2025-02-07 15:00:00+00:00,42.255,42.36,42.21,42.36,113.0,,,,,,,42.46284972086202,"rgba(239, 83, 80, 1.0)",,42.46284972086202,,0,,,0.0,0.0,0.0,0.0,58.78444078483912,19.580606119344836,False,False,True,False,False,
2025-02-07 16:00:00+00:00,42.36,42.36,41.72,41.72,133.0,,,,,,,42.264802264557126,"rgba(239, 83, 80, 1.0)",,42.264802264557126,,0,,,0.0,0.0,0.0,0.0,51.81160074040213,12.884644360270912,False,False,False,False,False,
2025-02-07 17:00:00+00:00,41.72,42.31,41.72,42.24,1678.0,,,,,,,42.14316360763754,"rgba(239, 83, 80, 1.0)",,42.14316360763754,,0,,,0.0,0.0,0.0,0.0,51.54194157890308,12.376231472759372,False,False,False,False,False,
2025-02-07 18:00:00+00:00,42.27,42.36,41.89,41.91,363.0,,,,,,,42.13113635945331,"rgba(239, 83, 80, 1.0)",,42.13113635945331,,0,,,0.0,0.0,0.0,0.0,49.13252138841844,9.621579320920958,False,False,False,True,False,
2025-02-07 19:00:00+00:00,41.81,41.91,41.8,41.855,92.0,,,,,,,42.121540834240896,"rgba(239, 83, 80, 1.0)",,42.121540834240896,,0,,,0.0,0.0,0.0,0.0,47.17172800491636,7.216354503202567,False,False,False,True,False,
2025-02-07 20:00:00+00:00,41.855,41.99,41.8,41.98,223.0,,,,,,,42.106290063668055,"rgba(239, 83, 80, 1.0)",,42.106290063668055,,0,,,0.0,0.0,0.0,0.0,46.95822384747337,6.337979583673992,False,False,False,True,False,
2025-02-10 15:00:00+00:00,41.98,42.485,41.98,42.485,77.0,,,,,,,42.112027029678586,"rgba(239, 83, 80, 1.0)",,42.112027029678586,,0,,,0.0,0.0,0.0,0.0,50.52472702868042,6.337979583673992,False,False,False,False,False,
2025-02-10 16:00:00+00:00,42.47,42.69,42.41,42.68,97.0,,,,,,,42.12778283304995,"rgba(239, 83, 80, 1.0)",,42.12778283304995,,0,,,0.0,0.0,0.0,0.0,54.07249548336099,6.337979583673992,False,False,True,False,True,
2025-02-10 17:00:00+00:00,42.68,42.77,42.63,42.755,147.0,,,,,,,42.15560703642114,"rgba(239, 83, 80, 1.0)",,42.15560703642114,,0,,,0.0,0.0,0.0,0.0,56.885915323229334,-1.5147409309429207,False,False,True,False,True,
2025-02-10 18:00:00+00:00,42.755,42.8,42.72,42.8,244.0,,,,,,,42.200315159582736,"rgba(239, 83, 80, 1.0)",,42.200315159582736,,0,,,0.0,0.0,0.0,0.0,59.046942143153714,0.9250539880672903,False,False,True,False,True,
2025-02-10 19:00:00+00:00,42.8,42.8,42.62,42.63,341.0,,,,,,,42.244631280432785,"rgba(239, 83, 80, 1.0)",,42.244631280432785,,0,,,0.0,0.0,0.0,0.0,58.618575897529915,0.957138227499506,False,False,True,False,True,
