date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bear_17,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,9.19,9.75,7.91,8.08,1028584,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,8.05,10.13,7.5,9.17,620247,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,8.35,9.27,7.33,8.05,462843,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,6.284038542103048,-65.71009635525762,False,False,False,True,True,
2022-01-21 00:00:00+00:00,6.85,8.2321,6.31,8.21,295039,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,7.373491736796772,-64.33656427437745,False,False,False,True,True,
2022-01-28 00:00:00+00:00,6.12,8.0,5.84,6.78,596506,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,7.516998806524834,-63.644187725114044,False,False,False,True,True,
2022-02-04 00:00:00+00:00,5.6,6.57,5.28,6.16,361782,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,7.295998317898134,-63.12640244313641,False,False,False,True,True,
2022-02-11 00:00:00+00:00,6.68,7.5,5.29,5.81,365121,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,13.596233010507902,-56.28597896776863,False,False,False,True,True,
2022-02-18 00:00:00+00:00,5.73,6.9,5.6,6.76,164066,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,16.537213511596377,-52.78159173887376,False,False,False,True,True,
2022-02-25 00:00:00+00:00,5.27,5.76,4.81,5.71,179115,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,18.037366825045975,-50.630263451738074,False,False,False,True,True,
2022-03-04 00:00:00+00:00,3.95,5.37,3.71,5.24,723937,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,17.78349448226108,-50.10778187596585,False,False,False,True,True,
2022-03-11 00:00:00+00:00,4.05,5.0,3.74,3.99,395604,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,18.00430391317803,-49.025100798809575,False,False,False,True,True,
2022-03-18 00:00:00+00:00,4.42,4.68,3.61,4.16,345922,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,19.630283448982816,-46.56208709109234,False,False,False,True,True,
2022-03-25 00:00:00+00:00,3.64,5.1,3.41,4.59,342001,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,19.947198189386384,-45.36864354799544,False,False,False,True,True,
2022-04-01 00:00:00+00:00,3.34,4.0,3.28,3.55,293454,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,19.88386049922132,-44.525042626382735,False,False,False,True,True,
2022-04-08 00:00:00+00:00,2.79,3.55,2.645,3.44,624439,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,19.34480116556289,-44.17406778137069,False,False,False,True,True,
2022-04-15 00:00:00+00:00,2.3,3.028,2.26,2.7,294715,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,18.56288275707857,-44.106082607478584,False,False,False,True,True,
2022-04-22 00:00:00+00:00,2.17,3.13,2.12,2.39,1001776,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,17.902497354370354,-43.95392282281924,False,False,False,True,True,
2022-04-29 00:00:00+00:00,2.18,2.42,1.62,2.3,581431,,2.0733333333333337,"rgba(239, 83, 80, 0.5)",,2.0733333333333337,,0,,,-1.0,0.0,1.62,45.0,17.473056978238215,-43.59948674517423,False,False,False,True,True,
2022-05-06 00:00:00+00:00,2.21,2.44,2.0,2.14,436701,,2.1348124048093307,"rgba(239, 83, 80, 0.5)",,2.1348124048093307,,0,,,0.0,0.0,0.0,0.0,17.301155286232643,-43.00762540535991,False,False,False,True,True,
2022-05-13 00:00:00+00:00,1.96,2.65,1.86,2.21,500947,,2.1420192893193835,"rgba(239, 83, 80, 0.5)",,2.1420192893193835,,0,,,0.0,0.0,0.0,0.0,16.947060150601146,-42.63525434917801,False,False,False,True,True,
2022-05-20 00:00:00+00:00,1.89,2.09,1.76,1.92,317098,,2.102526441259929,"rgba(239, 83, 80, 0.5)",,2.102526441259929,,0,,,0.0,0.0,0.0,0.0,16.629009920189503,-42.264773609399114,False,False,False,True,True,
2022-05-27 00:00:00+00:00,1.99,2.18,1.85,1.9,215524,,2.0924567078731258,"rgba(239, 83, 80, 0.5)",,2.0924567078731258,,0,,,0.0,0.0,0.0,0.0,16.913069981258925,-41.330126191217474,False,False,False,True,True,
2022-06-03 00:00:00+00:00,2.56,2.65,2.03,2.1,233560,,2.125251187209397,"rgba(239, 83, 80, 0.5)",,2.125251187209397,,0,,,0.0,0.0,0.0,0.0,19.820640043943445,-37.954657980852026,False,False,False,True,True,
2022-06-10 00:00:00+00:00,2.6,3.2617,2.35,2.56,485399,,2.2324659020233444,"rgba(239, 83, 80, 0.5)",,2.4848496176783392,,0,,,0.0,0.0,0.0,0.0,22.075923616839614,-35.34298667739298,False,False,False,True,True,
2022-06-17 00:00:00+00:00,2.02,2.67,2.0099,2.47,270225,,2.2325400232498103,"rgba(239, 83, 80, 0.5)",,2.3947787774043583,,0,,,0.0,0.0,0.0,0.0,22.75681990882108,-34.310547071819656,False,False,False,True,True,
2022-06-24 00:00:00+00:00,2.25,2.31,1.78,2.11,949910,,2.204165820410887,"rgba(239, 83, 80, 0.5)",,2.2091344770641395,,0,,,0.0,0.0,0.0,0.0,24.26903353176573,-32.50145467283852,False,False,False,True,True,
2022-07-01 00:00:00+00:00,2.14,2.31,1.8748,2.27,221716,,2.19911838509937,"rgba(239, 83, 80, 0.5)",,2.199400086701193,,0,,,0.0,0.0,0.0,0.0,25.158636195130864,-31.327415464026288,False,False,False,True,True,
2022-07-08 00:00:00+00:00,3.09,3.13,1.92,1.92,316308,,2.2350328921366325,"rgba(239, 83, 80, 0.5)",,2.274005219234819,,0,,,0.0,0.0,0.0,0.0,29.535632352965067,-26.87066999629138,False,False,False,True,True,
2022-07-15 00:00:00+00:00,3.3,3.45,2.65,3.05,257604,,2.283379180555779,"rgba(239, 83, 80, 0.5)",,2.3610607635722936,,0,,,0.0,0.0,0.0,0.0,33.358659841667105,-23.095557783777874,False,False,False,True,True,
2022-07-22 00:00:00+00:00,3.16,3.59,3.035,3.42,158197,,2.3146782784521354,"rgba(239, 83, 80, 0.5)",,2.4126721150978176,,0,,,0.0,0.0,0.0,0.0,35.740834156043135,-20.77949661015355,False,False,False,True,True,
2022-07-29 00:00:00+00:00,3.34,3.5616,3.0,3.22,112237,,2.336559342875096,"rgba(239, 83, 80, 0.5)",,2.4469366939093073,,0,,,0.0,0.0,0.0,0.0,38.070123980286674,-18.526327528339532,False,False,False,True,True,
