date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_109,aVWAP_BoS_CHoCH_bull_490,aVWAP_BoS_CHoCH_bull_564,aVWAP_BoS_CHoCH_bull_813,aVWAP_BoS_CHoCH_bear_90,aVWAP_BoS_CHoCH_bear_116,aVWAP_BoS_CHoCH_bear_301,aVWAP_BoS_CHoCH_bear_346,aVWAP_BoS_CHoCH_bear_795,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,6.4068078041,6.4678250213,6.346095673,6.4678250213,58575,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,6.3762991956,6.4678250213,6.345790587,6.399180652,56414,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,6.1246031747,6.4144349563,6.1093488704,6.3839263477,195904,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,6.1474846311,6.1779932397,6.1093488704,6.1246031747,86760,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,2.7543819670707705,-47.47514986351846,False,False,False,True,True,
2022-01-07 00:00:00+00:00,6.2542647612,6.2924005219,6.1017217182,6.1474846311,231174,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,13.698241304839161,-37.59630002429026,False,False,False,True,True,
2022-01-10 00:00:00+00:00,6.2924005219,6.3000276741,6.2542647612,6.3000276741,123831,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,23.243301393897426,-29.55029205749727,False,False,False,True,True,
2022-01-11 00:00:00+00:00,6.2847733698,6.3381634348,6.2542647612,6.2771462176,161939,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,29.28880459130228,-24.971989393354967,False,False,False,True,True,
2022-01-12 00:00:00+00:00,6.3000276741,6.3305362827,6.2390104569,6.2847733698,146353,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,34.24177532596749,-21.332300090659263,False,False,False,True,True,
2022-01-13 00:00:00+00:00,6.3686720434,6.3839263477,6.3000276741,6.3000276741,147397,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,41.07079124126547,-15.829534401153083,False,False,False,True,True,
2022-01-14 00:00:00+00:00,6.4087145922,6.4700420045,6.3703849595,6.462376078,192511,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,47.25906690958897,-10.886279760811448,False,False,False,False,True,
