date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_101,aVWAP_BoS_CHoCH_bull_231,aVWAP_BoS_CHoCH_bull_430,aVWAP_BoS_CHoCH_bull_633,aVWAP_BoS_CHoCH_bull_768,aVWAP_BoS_CHoCH_bear_112,aVWAP_BoS_CHoCH_bear_250,aVWAP_BoS_CHoCH_bear_377,aVWAP_BoS_CHoCH_bear_409,aVWAP_BoS_CHoCH_bear_759,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,34.0943611416,34.2540163096,34.0624301079,34.2540163096,159652,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,33.8628611479,34.0943611416,33.806981839,34.0544473495,246015,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,33.6233783957,33.9905852823,33.5515335701,33.8947921815,129139,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,33.7830335638,33.7830335638,33.4557404693,33.6553094294,1341756,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,9.35808197975559,-41.42175818522404,False,False,False,True,True,
2022-01-07 00:00:00+00:00,33.7590852886,33.7750508054,33.5834646037,33.7750508054,465635,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.182504836050299,-36.60259734360698,False,False,False,True,True,
2022-01-10 00:00:00+00:00,33.7111887382,33.7111887382,33.5754818453,33.7111887382,257414,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,18.271662078040322,-34.419382321429566,False,False,False,True,True,
2022-01-11 00:00:00+00:00,33.8389128726,33.8947123539,33.6313611542,33.647326671,211886,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,25.533107615787316,-28.31743255337942,False,False,False,True,True,
2022-01-12 00:00:00+00:00,33.8628611479,33.8868094231,33.791255805,33.8708439063,135013,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.190572103965188,-23.829669385695656,False,False,False,True,True,
2022-01-13 00:00:00+00:00,33.8788266647,33.9586542487,33.8508870103,33.9347059735,156725,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,35.519805862563686,-20.53404653816625,False,False,False,True,True,
2022-01-14 00:00:00+00:00,33.7750508054,33.8788266647,33.7550939094,33.8229473558,181836,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,35.87008602353649,-20.53404653816625,False,False,False,True,True,
